"","s.Historic","s.Restored","s.Salt_Pond","index","stat","p.value"
"610",0,0,1,3,0.613292351330699,0.0095
"611",0,0,1,3,0.655236580177663,0.0027
"612",0,0,1,3,0.827128019038794,1e-04
"613",0,1,0,2,0.794443686976663,1e-04
"614",0,1,0,2,0.358384691714156,2e-04
"615",0,1,0,2,0.401353523295608,0.042
"616",1,0,0,1,0.548519565404853,6e-04
"617",1,0,0,1,0.363223200266023,1e-04
"619",1,0,0,1,0.512827860605192,0.0227
"620",1,0,0,1,0.458872188725068,1e-04
"621",1,0,0,1,0.554880408422261,1e-04
"622",0,1,0,2,0.701370514930277,1e-04
"623",1,0,0,1,0.80833793739994,1e-04
"624",0,0,1,3,0.25249379391766,0.5065
"625",1,0,0,1,0.434764110010434,1e-04
"626",1,0,0,1,0.558521493636087,0.0098
"627",1,0,0,1,0.844513297544319,1e-04
"628",1,0,0,1,0.743654833044978,1e-04
"629",0,0,1,3,0.869347435140042,1e-04
"630",0,1,0,2,0.718615496626984,1e-04
"631",1,0,0,1,0.359925962410772,0.1675
"632",0,1,0,2,0.88637662040698,1e-04
"633",0,1,0,2,0.70009584917932,1e-04
"634",0,1,0,2,0.785697190589587,1e-04
"635",0,1,0,2,0.547419423745851,1e-04
"636",1,0,0,1,0.481167472178981,1e-04
"637",1,0,0,1,0.389980667540889,0.1393
"638",0,0,1,3,0.450809066922203,0.0232
"639",0,1,0,2,0.611410594547118,8e-04
"640",1,0,0,1,0.788000520472366,1e-04
"641",0,0,1,3,0.645687696241924,0.0029
"642",0,1,0,2,0.603829390651087,0.0122
"643",0,1,0,2,0.616749865287861,1e-04
"644",1,0,0,1,0.567027896376791,1e-04
"645",0,1,0,2,0.606660443631277,0.0012
"646",0,0,1,3,0.482419984442343,0.0307
"648",0,0,1,3,0.546138143666157,0.0094
"650",0,0,1,3,0.83298684830754,1e-04
"651",1,0,0,1,0.528581696059895,1e-04
"652",1,1,0,4,0.461900667717398,0.0617
"653",0,0,1,3,0.844035641490267,1e-04
"654",1,0,0,1,0.452122129345926,0.012
"655",1,0,0,1,0.475509741066056,1e-04
"656",1,0,0,1,0.483224727570516,1e-04
"657",1,1,0,4,0.680199964497218,0.0015
"658",0,1,0,2,0.886274139816289,4e-04
"659",1,0,0,1,0.531992635536148,0.0054
"660",0,0,1,3,0.431776131381717,0.1052
"661",0,1,0,2,0.64020960192727,1e-04
"662",0,0,1,3,0.660361317508468,0.0014
"663",1,0,0,1,0.755214631351211,1e-04
"664",1,0,0,1,0.768547162619025,1e-04
"665",0,0,1,3,0.818318635015771,1e-04
"666",1,0,0,1,0.385676991759979,0.0408
"667",0,1,0,2,0.721034176845925,1e-04
"668",1,0,0,1,0.368809496130221,0.0104
"669",1,0,0,1,0.356615762712051,0.0022
"670",0,1,1,6,0.472522986676538,0.0662
"671",0,1,1,6,0.371390200722267,0.2025
"672",1,0,0,1,0.359106743107798,0.0185
"673",0,0,1,3,0.695865341857267,0.0014
"674",1,0,0,1,0.440122076236154,1e-04
"675",1,0,1,5,0.690564471479411,0.0014
"676",0,1,0,2,0.53364975681697,0.0094
"677",1,1,0,4,0.563579741653489,0.0136
"678",0,1,0,2,0.340941453546839,0.2749
"679",0,1,0,2,0.552781811254478,1e-04
"680",0,1,0,2,0.551864624950188,0.0024
"681",0,0,1,3,0.815280949294075,3e-04
"682",0,0,1,3,0.569120721928557,0.0103
"683",1,0,0,1,0.611491606925545,1e-04
"684",1,0,0,1,0.44572238869745,5e-04
"685",1,1,0,4,0.538299868739232,0.0102
"686",0,1,0,2,0.585375719671742,0.0015
"687",0,0,1,3,0.692275102730089,0.0012
"688",1,0,0,1,0.735552017094822,1e-04
"689",0,1,0,2,0.901386479059485,1e-04
"690",0,1,0,2,0.53452604708742,1e-04
"691",1,0,0,1,0.577027375996561,1e-04
"692",0,0,1,3,0.71877633476063,7e-04
"693",0,1,0,2,0.523735219001519,4e-04
"695",0,0,1,3,0.564245441234684,0.0049
"696",1,0,0,1,0.778960408152317,1e-04
"697",0,1,0,2,0.860431261150285,1e-04
"698",0,1,0,2,0.906390765160129,1e-04
"699",1,1,0,4,0.825747932514882,1e-04
"701",1,0,0,1,0.753153926296495,1e-04
"702",0,0,1,3,0.591830775512456,0.01
"703",0,0,1,3,0.685621881302475,3e-04
"704",1,0,0,1,0.424006553009836,0.0533
"705",0,0,1,3,0.782376976397923,2e-04
"706",0,1,0,2,0.527296235889834,1e-04
"707",1,0,0,1,0.528222240179639,0.0099
"708",0,0,1,3,0.525072621308328,0.029
"709",0,0,1,3,0.287889391846417,0.5012
"710",0,1,0,2,0.41504144783851,0.1455
"711",0,1,1,6,0.503231675327494,0.0376
"712",0,1,0,2,0.83235480074729,1e-04
"713",0,0,1,3,0.390677264084819,0.0946
"714",1,0,0,1,0.634584489711783,1e-04
"715",0,0,1,3,0.517692459874916,0.029
"716",1,0,0,1,0.281760749009912,0.4839
"717",1,0,0,1,0.579123554791353,1e-04
"718",1,0,0,1,0.776239312685132,1e-04
"719",0,0,1,3,0.654350686221082,0.0044
"720",0,0,1,3,0.756437161906638,1e-04
"721",1,0,0,1,0.388189271295401,1e-04
"722",0,1,0,2,0.773217036467418,1e-04
"723",0,1,0,2,0.908718262660949,1e-04
"724",1,0,0,1,0.311512353644414,0.5077
"725",0,0,1,3,0.61250716922826,0.004
"726",0,0,1,3,0.616959818275391,0.0025
"727",1,0,0,1,0.748031283699103,1e-04
"728",0,0,1,3,0.72789085773453,5e-04
"729",1,0,0,1,0.80472916173324,1e-04
"730",1,0,0,1,0.69720856516386,1e-04
"731",0,0,1,3,0.630048297632391,0.0018
"732",1,0,0,1,0.923162202096486,1e-04
"733",1,0,0,1,0.443717567048105,1e-04
"734",0,1,0,2,0.74169943449908,1e-04
"735",0,1,0,2,0.726182090054186,9e-04
"736",0,1,0,2,0.722170677078514,0.0019
"737",1,0,0,1,0.477884611925105,0.0696
"738",0,1,0,2,0.49631129644574,0.0014
"739",0,1,0,2,0.768685095651391,1e-04
"740",0,1,1,6,0.499283399721864,0.0417
"741",1,1,0,4,0.646455762625289,0.0043
"742",1,0,0,1,0.593204902182599,2e-04
"743",1,0,0,1,0.370270396238544,0.0102
"744",1,0,0,1,0.565343210204135,1e-04
"745",1,0,0,1,0.645446481343051,1e-04
"747",1,0,0,1,0.340678059925945,0.2675
"748",0,1,0,2,0.884056559639629,1e-04
"749",0,1,0,2,0.697167669509617,1e-04
"750",0,0,1,3,0.815705290076477,1e-04
"751",0,0,1,3,0.698214963981977,2e-04
"752",0,1,0,2,0.826913253562808,1e-04
"753",1,0,0,1,0.440205004597026,1e-04
"754",1,1,0,4,0.271224765423768,0.4569
"755",0,1,0,2,0.785317294941047,1e-04
"756",0,1,0,2,0.838736197881577,4e-04
"757",1,0,0,1,0.428099722139396,0.0025
"758",0,0,1,3,0.620095667311203,0.0055
"759",1,0,1,5,0.422561197684045,0.1157
"760",0,1,0,2,0.665369143624666,1e-04
"761",0,0,1,3,0.826425613378148,1e-04
"762",0,0,1,3,0.59932517633267,3e-04
"764",0,0,1,3,0.661121123176695,0.0033
"765",0,1,0,2,0.807368009896523,1e-04
"766",0,0,1,3,0.726221742723281,1e-04
"767",0,0,1,3,0.609864945868365,0.0016
"768",1,0,0,1,0.83098070899056,1e-04
"769",0,0,1,3,0.30855894899973,0.2903
"770",1,0,0,1,0.732712357134621,1e-04
"771",0,0,1,3,0.674941233634145,0.002
"772",1,0,0,1,0.354172413814904,0.0922
"773",0,0,1,3,0.667005575617807,0.0023
"774",0,0,1,3,0.881478659446738,1e-04
"775",0,0,1,3,0.322949517015302,0.292
"776",0,0,1,3,0.495630933171766,0.0327
"777",1,0,0,1,0.45867627112929,1e-04
"778",1,0,0,1,0.338889203681449,0.3692
"779",0,0,1,3,0.568290974292512,0.0135
"780",0,1,0,2,0.734948676631224,1e-04
"781",1,0,0,1,0.512046579747355,1e-04
"782",1,1,0,4,0.484163014501552,0.0175
"783",0,0,1,3,0.532632029894537,0.0124
"784",1,0,0,1,0.747378300765163,1e-04
"785",1,0,0,1,0.559716974987475,5e-04
"786",0,1,0,2,0.664237867338765,1e-04
"787",1,0,0,1,0.339409679739874,0.244
"788",0,0,1,3,0.319625765349138,0.1841
"789",1,0,0,1,0.383681027643115,1e-04
"790",1,0,0,1,0.428517874195996,1e-04
"791",0,0,1,3,0.566826243256786,0.0118
"792",0,0,1,3,0.521322799998305,0.0229
"793",0,0,1,3,0.384568842745014,0.1071
"794",1,0,0,1,0.459492361615556,0.0781
"795",1,0,0,1,0.853467549398956,1e-04
"796",1,0,0,1,0.343578847057848,0.0207
"797",0,0,1,3,0.491362644338139,0.0443
"798",1,0,0,1,0.32204188006461,0.4237
"799",1,0,0,1,0.720405600099837,1e-04
"800",1,0,0,1,0.637598764058216,1e-04
"801",0,1,0,2,0.476089674834661,0.0599
"802",0,1,0,2,0.60272294560406,0.0117
"803",0,1,0,2,0.379991087102267,0.0031
"804",0,0,1,3,0.644225136624564,0.0051
"805",0,1,0,2,0.855969383953199,1e-04
"806",1,0,0,1,0.787361159372831,1e-04
"807",0,1,0,2,0.660903784123734,0.0023
"808",1,1,0,4,0.406548834305157,0.1272
"809",1,0,0,1,0.465627563771151,1e-04
"810",1,0,0,1,0.640646869184248,1e-04
"811",1,0,0,1,0.393761796694203,0.0099
"812",1,0,0,1,0.450129112250143,1e-04
"813",1,0,0,1,0.48806898547981,1e-04
"814",0,1,0,2,0.80650411965198,1e-04
"815",1,0,0,1,0.450903227566369,1e-04
"816",1,0,0,1,0.615230671435458,1e-04
"817",1,0,0,1,0.749859241433653,5e-04
"818",1,0,0,1,0.476385084414921,0.0021
"819",1,1,0,4,0.275816067670231,0.5971
"820",1,1,0,4,0.656652867822466,0.0046
"822",0,0,1,3,0.888495245101849,1e-04
"823",1,0,1,5,0.537178857264392,0.0228
"824",1,0,0,1,0.761167697321728,1e-04
"825",1,0,0,1,0.536587636427889,0.0024
"826",0,0,1,3,0.778504002757297,1e-04
"827",1,0,0,1,0.342627060730078,0.2408
"828",0,0,1,3,0.620210735441728,0.0013
"829",1,0,0,1,0.521562381451997,1e-04
"830",0,1,0,2,0.645367364454191,8e-04
"831",1,1,0,4,0.599095538867026,0.0079
"832",1,0,0,1,0.545166258529976,1e-04
"833",0,0,1,3,0.769943442715075,4e-04
"834",1,0,0,1,0.490056160689145,1e-04
"835",1,0,0,1,0.540166732406082,0.0013
"836",1,0,0,1,0.590551666473981,0.0041
"837",0,0,1,3,0.53790767839303,0.0103
"838",0,0,1,3,0.697768092662986,7e-04
"839",0,0,1,3,0.611350545563228,0.0051
"840",0,1,1,6,0.590169610994554,0.0149
"841",0,1,0,2,0.745629629479088,1e-04
"842",0,1,1,6,0.366534346414173,0.1957
"843",1,0,0,1,0.682481437877109,2e-04
"844",0,0,1,3,0.692848886044301,0.0017
"845",0,0,1,3,0.715412797046399,8e-04
"846",0,0,1,3,0.793511067234007,2e-04
"847",0,1,0,2,0.827409746086741,1e-04
"848",1,0,0,1,0.513055452139147,6e-04
"849",0,0,1,3,0.650048308668011,0.0028
"850",0,1,0,2,0.615527546288939,0.0068
"851",0,0,1,3,0.546181487603998,0.0143
"852",1,0,0,1,0.626950793030227,1e-04
"853",0,1,0,2,0.93883315475879,1e-04
"854",1,0,0,1,0.396057603635397,0.0069
"856",0,1,0,2,0.589784495436012,0.0117
"857",1,0,0,1,0.509377455879304,1e-04
"858",1,0,0,1,0.678937382054298,1e-04
"859",1,0,0,1,0.745856782845265,1e-04
"861",0,0,1,3,0.852006129651254,1e-04
"862",1,0,0,1,0.340579946453933,0.2571
"863",1,0,1,5,0.406493396976874,0.1442
"864",0,0,1,3,0.677172433238766,0.0026
"865",1,0,0,1,0.686144108327098,1e-04
"866",1,0,0,1,0.917572018713658,1e-04
"867",1,0,0,1,0.671585669814812,1e-04
"868",0,0,1,3,0.666503294781921,0.0035
"869",1,0,0,1,0.746965450666532,1e-04
"870",0,1,0,2,0.868249100427513,1e-04
"871",0,0,1,3,0.70097817446086,0.0016
"872",1,1,0,4,0.293339453397519,0.3885
"873",0,1,0,2,0.788424857339802,1e-04
"874",0,0,1,3,0.344623037067238,0.141
"875",0,1,0,2,0.55395482893519,2e-04
"876",0,1,0,2,0.95240033970636,1e-04
"877",0,1,0,2,0.526771407136309,0.0249
"879",1,0,0,1,0.342764244125148,0.2772
"880",1,0,0,1,0.573549347274296,2e-04
"881",0,1,0,2,0.627240910976364,0.001
"882",0,1,0,2,0.895756434889921,1e-04
"883",0,1,0,2,0.397831369029204,0.121
"884",1,0,0,1,0.394818035476452,0.001
"885",0,1,0,2,0.626929404110269,1e-04
"886",0,0,1,3,0.63808435906795,0.0051
"887",0,0,1,3,0.681218825010546,3e-04
"888",0,0,1,3,0.556971816303576,0.003
"889",0,0,1,3,0.335224054759588,0.1766
"890",1,0,0,1,0.679721471398566,1e-04
"891",0,1,0,2,0.641866505430305,2e-04
"892",1,0,1,5,0.745862125936283,6e-04
"893",0,0,1,3,0.606619799121,0.004
"894",0,1,0,2,0.610946831779232,1e-04
"895",1,0,0,1,0.563336247237772,1e-04
"896",0,0,1,3,0.582020227672656,0.0038
"897",1,0,0,1,0.393054215944637,1e-04
"898",0,0,1,3,0.420171291482892,0.1075
"899",0,1,0,2,0.617449030263899,1e-04
"900",0,0,1,3,0.318725840404496,0.272
"901",1,0,0,1,0.580318351490296,0.0051
"903",0,1,0,2,0.615069644065958,1e-04
"905",1,0,0,1,0.376615275697081,0.1641
"907",0,1,0,2,0.685057907382774,1e-04
"908",0,1,0,2,0.636603074959208,0.0018
"909",1,0,0,1,0.643434573530887,1e-04
"910",0,0,1,3,0.455377166554658,0.0469
"911",1,0,0,1,0.487077548626369,1e-04
"912",1,0,0,1,0.602658043057826,1e-04
"913",1,0,0,1,0.591459860723004,1e-04
"914",0,1,0,2,0.674961262303398,3e-04
"915",0,1,0,2,0.677648446686367,4e-04
"916",1,0,0,1,0.620770210530171,0.0014
"917",0,1,0,2,0.763247697964804,1e-04
"918",0,1,0,2,0.374087058008267,0.0027
"919",1,0,0,1,0.448891521905615,0.0035
"920",0,0,1,3,0.586593760224613,0.0093
"921",1,0,0,1,0.69684747623372,1e-04
"922",0,0,1,3,0.546938204290916,0.0143
"924",1,0,0,1,0.455201531720887,1e-04
"925",0,1,0,2,0.789327788060614,4e-04
"926",1,0,0,1,0.778672243151435,1e-04
"927",0,1,0,2,0.560998275955331,1e-04
"928",0,0,1,3,0.576516889328698,0.0138
"929",1,0,0,1,0.701786733709354,1e-04
"930",1,0,0,1,0.772020660364644,1e-04
"931",0,0,1,3,0.712550207338746,3e-04
"932",1,0,0,1,0.783159106680156,1e-04
"933",0,0,1,3,0.657864509340865,9e-04
"934",1,0,0,1,0.707784564859898,6e-04
"935",0,1,0,2,0.453237200691928,0.0012
"936",0,0,1,3,0.722795410322785,8e-04
"937",1,0,0,1,0.408528448968738,0.0164
"938",1,0,0,1,0.436031310818681,0.0375
"939",0,0,1,3,0.662735228329433,0.0015
"940",1,0,0,1,0.530196115120667,1e-04
"941",0,1,0,2,0.673890801248518,1e-04
"942",1,0,0,1,0.369967581640278,1e-04
"943",0,0,1,3,0.84346902972197,1e-04
"944",1,0,0,1,0.621400221649308,0.0013
"945",0,0,1,3,0.572922707387866,0.0047
"946",1,0,0,1,0.446046297461873,2e-04
"947",1,0,0,1,0.841592709488765,1e-04
"948",1,0,0,1,0.503953111176157,1e-04
"949",1,0,0,1,0.451958335632747,1e-04
"950",1,1,0,4,0.488578770207979,0.0339
"951",0,0,1,3,0.778577580788445,1e-04
"952",1,0,0,1,0.452199960105771,0.0019
"953",1,1,0,4,0.421782984025478,0.0908
"954",0,0,1,3,0.67810347596011,0.0016
"955",1,0,0,1,0.535642088959753,1e-04
"956",0,1,0,2,0.807769199937115,1e-04
"957",0,0,1,3,0.688742861748529,0.002
"958",0,0,1,3,0.609852861791977,0.0058
"959",0,0,1,3,0.745155410740049,1e-04
"960",0,0,1,3,0.747337466334522,1e-04
"961",0,0,1,3,0.183780609389638,0.7022
"962",1,0,0,1,0.467769120759245,1e-04
"963",0,1,1,6,0.502259119053204,0.0373
"965",0,0,1,3,0.537832830449542,0.009
"966",1,0,0,1,0.632348003947048,1e-04
"967",1,0,0,1,0.362620424986031,0.0636
"968",0,1,0,2,0.723370880494478,1e-04
"970",1,0,0,1,0.702331806311272,1e-04
"971",0,1,0,2,0.631377372881472,1e-04
"973",0,0,1,3,0.65861519725747,0.0013
"974",0,0,1,3,0.725314637862185,0.001
"975",1,0,0,1,0.354626425042155,0.0035
"976",1,0,0,1,0.62296102623613,3e-04
"977",1,0,0,1,0.702694586689849,1e-04
"978",0,1,0,2,0.610202251077331,1e-04
"979",0,1,0,2,0.518955709413444,0.01
"980",0,1,0,2,0.738884370091699,1e-04
"981",0,1,0,2,0.61107696462367,0.0014
"982",0,1,0,2,0.651668375316402,1e-04
"983",1,0,0,1,0.445450715217636,1e-04
"984",0,0,1,3,0.573704700103224,0.0073
"985",1,0,0,1,0.332820769321825,0.2407
"986",0,1,0,2,0.799052954628115,1e-04
"987",1,1,0,4,0.345520169623022,0.2164
"988",1,0,0,1,0.747957322371928,3e-04
"989",0,0,1,3,0.56483024000722,0.0173
"990",1,0,0,1,0.347615006851031,0.0018
"991",0,1,0,2,0.534035316498833,0.0053
"992",0,1,0,2,0.635378058332758,3e-04
"993",1,0,0,1,0.602746216284464,1e-04
"995",1,0,0,1,0.422554403663318,1e-04
"996",1,0,0,1,0.947040156122849,1e-04
"997",0,0,1,3,0.83108327001298,1e-04
"998",0,1,0,2,0.727538919670121,1e-04
"999",0,1,0,2,0.856469086267796,1e-04
"1000",0,1,0,2,0.566324280110023,1e-04
"1001",0,1,0,2,0.570743267017027,8e-04
"1002",1,1,0,4,0.536250961730184,0.0247
"1003",0,1,0,2,0.895099188329144,1e-04
"1004",0,0,1,3,0.484353758597242,0.0298
"1005",0,0,1,3,0.660783453651518,0.0033
"1006",0,0,1,3,0.335380755273793,0.2411
"1007",0,1,0,2,0.43281986895405,0.0769
"1008",0,1,0,2,0.654777023603936,8e-04
"1009",0,1,0,2,0.368996667703544,0.0012
"1010",0,0,1,3,0.768192722487286,5e-04
"1011",0,0,1,3,0.827895463840444,1e-04
"1012",1,0,0,1,0.582137763858563,1e-04
"1013",0,0,1,3,0.81544286108626,2e-04
"1014",0,1,1,6,0.347639121805542,0.2164
"1015",1,0,0,1,0.689735009455914,1e-04
"1016",1,0,0,1,0.579041635802365,1e-04
"1017",0,0,1,3,0.569010804334832,0.0193
"1018",0,1,0,2,0.691956403430022,1e-04
"1019",0,0,1,3,0.697018357872679,2e-04
"1020",1,0,0,1,0.602366671692252,2e-04
"1021",1,1,0,4,0.295283928693919,0.4594
"1022",0,1,0,2,0.683413292891159,7e-04
"1023",1,0,0,1,0.376103322904881,0.1613
"1024",1,0,0,1,0.877774546238811,1e-04
"1025",0,1,0,2,0.928606318746475,1e-04
"1026",0,1,0,2,0.660596276588082,0.0035
"1027",0,1,0,2,0.603035746274196,3e-04
"1028",0,0,1,3,0.740246873211721,6e-04
"1029",0,1,0,2,0.770235893653484,1e-04
"1030",1,0,0,1,0.589392453822502,1e-04
"1031",0,1,1,6,0.348337053828158,0.2372
"1032",0,0,1,3,0.270625191962556,0.5062
"1033",0,0,1,3,0.529627313927447,0.0064
"1034",1,0,0,1,0.590208995175722,1e-04
"1035",0,0,1,3,0.494751938141705,0.0211
"1036",0,0,1,3,0.692218514072312,0.0016
"1037",0,0,1,3,0.33399831905363,0.1747
"1038",1,0,0,1,0.519858384679191,0.0181
"1039",1,1,0,4,0.469435465234214,0.0612
"1040",0,0,1,3,0.438538421304695,0.1076
"1041",0,1,0,2,0.828087764003477,1e-04
"1042",0,0,1,3,0.644818808938294,0.0036
"1043",1,0,0,1,0.364526097826539,0.0014
"1044",0,1,0,2,0.816557930347324,1e-04
"1045",0,1,0,2,0.91492515912952,1e-04
"1046",0,0,1,3,0.460131447116491,0.0797
"1047",0,1,0,2,0.680465264580557,1e-04
"1048",1,0,0,1,0.371365882285054,8e-04
"1049",0,0,1,3,0.613428859049113,9e-04
"1050",1,0,0,1,0.581750650358473,1e-04
"1051",0,1,0,2,0.741374892513215,1e-04
"1052",1,0,0,1,0.35687818526812,0.0032
"1053",1,0,0,1,0.820630022847526,1e-04
"1054",0,1,0,2,0.493152691012292,1e-04
"1055",0,1,0,2,0.489619842086386,1e-04
"1056",0,1,1,6,0.44149418350757,0.0673
"1057",0,0,1,3,0.533470986296591,0.0326
"1058",1,0,0,1,0.782344101359137,1e-04
"1059",0,0,1,3,0.826543521672357,2e-04
"1060",1,0,0,1,0.796705035311518,1e-04
"1061",0,1,0,2,0.742317173756717,1e-04
"1062",0,0,1,3,0.77105968853798,3e-04
"1063",1,0,0,1,0.540593520716185,6e-04
"1064",0,0,1,3,0.646689970500836,0.0014
"1065",0,0,1,3,0.665362747978467,0.002
"1066",1,0,0,1,0.360015632628239,0.1583
"1067",0,1,0,2,0.687350532958496,1e-04
"1068",1,0,0,1,0.671572050460372,1e-04
"1069",0,1,0,2,0.33399266935195,0.4753
"1070",0,1,0,2,0.812272263931387,1e-04
"1071",0,0,1,3,0.70253765838153,3e-04
"1072",0,1,0,2,0.714650485031119,1e-04
"1073",0,0,1,3,0.765679002221382,4e-04
"1074",0,0,1,3,0.291171324256955,0.5141
"1075",0,1,0,2,0.911374462686819,1e-04
"1076",1,1,0,4,0.650369802494581,0.0034
"1077",0,1,0,2,0.75621727840222,1e-04
"1078",0,1,1,6,0.478719176892982,0.0561
"1079",0,1,0,2,0.455948627489638,0.0688
"1080",1,0,0,1,0.406666095346129,0.0034
"1081",1,0,0,1,0.39101401029213,1e-04
"1082",1,0,0,1,0.603781008849546,2e-04
"1083",0,1,0,2,0.439364713654491,0.0894
"1084",0,1,0,2,0.905765103246898,1e-04
"1085",0,0,1,3,0.365059940397585,0.1305
"1086",1,0,0,1,0.529741201899188,4e-04
"1087",0,1,0,2,0.438481914119243,0.007
"1088",0,1,0,2,0.479351894012056,0.0688
"1089",1,0,0,1,0.675174784775671,6e-04
"1090",0,1,0,2,0.809651557311542,1e-04
"1091",0,1,0,2,0.702912990508205,1e-04
"1092",0,0,1,3,0.650072663897349,0.0048
"1093",0,1,1,6,0.421205446267582,0.1067
"1094",0,1,0,2,0.520309566095907,1e-04
"1095",0,1,0,2,0.482808434436588,1e-04
"1096",1,0,0,1,0.552285653640255,1e-04
"1097",1,0,0,1,0.738328748203912,2e-04
"1098",0,0,1,3,0.514417282825524,0.0161
"1099",0,1,0,2,0.800863134869212,2e-04
"1100",0,0,1,3,0.252813796020582,0.5191
"1101",0,1,0,2,0.311329912120886,0.3682
"1102",0,0,1,3,0.74165807951939,6e-04
"1103",1,0,0,1,0.722770561624155,1e-04
"1104",0,1,0,2,0.850577368218125,1e-04
"1105",0,1,1,6,0.454453447020122,0.0731
"1106",1,0,0,1,0.745921275216023,1e-04
"1107",1,0,0,1,0.38311836879263,0.0179
"1108",0,1,0,2,0.594206245614689,1e-04
"1109",0,0,1,3,0.341225364599923,0.2297
"1110",1,0,0,1,0.542536745817201,1e-04
"1111",0,0,1,3,0.50626409611941,0.0409
"1113",1,1,0,4,0.296274079573563,0.4251
"1114",1,0,1,5,0.563795923507124,0.0164
"1115",1,0,0,1,0.325093442112579,0.3737
"1116",0,1,1,6,0.504428056871879,0.0374
"1117",0,0,1,3,0.434793155662888,0.0376
"1118",0,0,1,3,0.638845402042632,0.0043
"1119",1,0,0,1,0.676738585986398,1e-04
"1120",0,1,0,2,0.609928291387837,0.001
"1121",0,0,1,3,0.750279945364601,2e-04
"1122",0,1,0,2,0.755745488667635,1e-04
"1123",0,1,0,2,0.732989091390713,1e-04
"1124",0,0,1,3,0.693532671603225,3e-04
"1125",0,1,0,2,0.564757379287159,1e-04
"1126",0,1,0,2,0.782540582071505,1e-04
"1127",0,1,0,2,0.784376912288113,1e-04
"1128",0,0,1,3,0.680517022728953,9e-04
"1129",0,1,0,2,0.590242920112026,0.0057
"1130",1,0,0,1,0.602204312100733,1e-04
"1132",0,1,0,2,0.529769435444799,0.0054
"1133",0,1,0,2,0.416435471113003,0.0279
"1134",0,1,0,2,0.757014064129522,2e-04
"1135",1,0,0,1,0.62845064654979,1e-04
"1136",1,0,0,1,0.653277450617339,1e-04
"1137",1,0,0,1,0.388367926880461,2e-04
"1138",1,0,0,1,0.42799177420477,8e-04
"1139",1,0,0,1,0.482058021887432,8e-04
"1140",1,0,0,1,0.762834300211823,1e-04
"1141",0,1,0,2,0.881648685990381,1e-04
"1142",0,1,0,2,0.729925675340666,1e-04
"1143",0,1,0,2,0.848293728676571,1e-04
"1144",1,0,0,1,0.759232199876535,1e-04
"1145",0,1,0,2,0.442683043503292,0.0294
"1146",0,0,1,3,0.717850089333535,5e-04
"1147",1,0,0,1,0.35593823869719,0.0224
"1148",0,1,0,2,0.545746592264825,1e-04
"1149",1,0,0,1,0.816709565428712,1e-04
"1150",0,0,1,3,0.398194971781932,0.1134
"1152",0,1,0,2,0.816043705996082,1e-04
"1153",0,0,1,3,0.681421106796098,4e-04
"1154",1,0,0,1,0.649610164384806,1e-04
"1156",1,0,0,1,0.640693537514591,4e-04
"1157",0,1,0,2,0.907776765562711,1e-04
"1158",0,1,0,2,0.626263554298113,1e-04
"1159",0,0,1,3,0.523353630434745,0.0054
"1160",0,0,1,3,0.550361816885238,0.0044
"1161",0,0,1,3,0.745606624960686,7e-04
"1162",1,0,0,1,0.480725676303321,1e-04
"1163",1,0,0,1,0.599455584416999,2e-04
"1164",0,1,0,2,0.689161951490343,8e-04
"1165",0,1,0,2,0.518840281385242,0.02
"1166",0,1,0,2,0.37664192410802,0.1226
"1167",0,1,0,2,0.44338753336865,1e-04
"1168",0,1,0,2,0.752741336951353,1e-04
"1169",1,0,0,1,0.823516701967892,3e-04
"1170",0,1,1,6,0.520633724049011,0.0328
"1171",0,1,0,2,0.916201161409852,1e-04
"1172",0,1,0,2,0.770392577528402,2e-04
"1173",0,1,0,2,0.873335017718283,1e-04
"1174",1,0,0,1,0.629310400748925,1e-04
"1175",0,1,0,2,0.728131187463859,1e-04
"1176",0,0,1,3,0.729819374631661,0.0014
"1177",0,1,0,2,0.87290011457201,1e-04
"1178",0,0,1,3,0.950614642926336,1e-04
"1179",0,0,1,3,0.574529733174658,0.0017
"1180",1,0,0,1,0.709600084301927,1e-04
"1181",1,0,0,1,0.567502438214104,1e-04
"1182",0,0,1,3,0.310174008836511,0.364
"1184",0,0,1,3,0.750200122919259,5e-04
"1185",1,0,0,1,0.642434230439426,2e-04
"1186",0,0,1,3,0.810853752181366,2e-04
"1187",1,0,0,1,0.8826517010189,1e-04
"1188",0,0,1,3,0.74263338436935,6e-04
"1189",0,1,1,6,0.483849227058353,0.056
"1190",1,0,0,1,0.4311044169539,1e-04
"1191",0,1,0,2,0.70316140333464,1e-04
"1192",0,1,0,2,0.463742530037803,0.0632
"1193",1,0,0,1,0.466044173823813,0.0181
"1194",1,0,0,1,0.754870885173661,1e-04
"1195",0,1,0,2,0.765863456343548,1e-04
"1196",1,0,0,1,0.639492574279998,1e-04
"1197",0,1,1,6,0.305848103177981,0.3473
"1198",0,1,0,2,0.548319007669353,1e-04
"1200",0,1,0,2,0.86578869458221,1e-04
"1201",1,1,0,4,0.33663448097094,0.2083
"1202",0,0,1,3,0.680817680519663,0.0018
"1203",1,0,0,1,0.40491851827408,0.0035
"1204",0,0,1,3,0.922550899539628,1e-04
"1206",0,1,0,2,0.523012216669632,0.028
"1207",1,0,0,1,0.349057646373395,0.0269
"1208",0,1,0,2,0.687284123002648,1e-04
"1210",1,0,0,1,0.349699548774926,0.0025
