#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage	Kingdom	Phylum	Class	Order	Family	Genus
2938	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	54	29	16	12	52	8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
2939	0	0	0	0	0	0	0	32	13	12	63	55	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR	Bacteria	Acidobacteria	Sva0725	Sva0725	Sva0725OR	Sva0725OR
2940	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	44	33	17	18	57	4	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
2941	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	16	17	39	25	46	11	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
2942	0	0	0	0	0	0	3	2	0	2	3	0	0	0	0	0	0	0	39	39	19	13	49	6	k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__CaldithrixalesOR;g__CaldithrixalesOR	Bacteria	Caldithrix	Caldithrixae	Caldithrixales	CaldithrixalesOR	CaldithrixalesOR
2943	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	28	26	25	21	61	12	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2944	0	0	0	0	0	0	5	31	33	62	42	1	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL	Bacteria	TM6	SJA-4	SJA-4CL	SJA-4CL	SJA-4CL
2945	0	0	0	0	0	0	24	135	8	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella
2946	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0	0	0	14	33	21	14	54	31	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
2947	0	0	0	0	0	0	4	149	4	2	9	7	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__XanthomonadaceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	XanthomonadaceaeFA
2948	0	0	1	0	0	1	50	16	8	4	3	2	0	0	0	0	0	1	11	33	10	12	13	10	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
2949	4	3	2	3	5	4	0	0	0	2	0	2	13	13	5	10	8	23	1	6	18	12	0	36	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
2950	11	7	5	4	16	7	0	0	1	0	0	0	2	28	9	8	3	1	0	2	12	9	0	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__EctothiorhodospiraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	EctothiorhodospiraceaeFA
2951	0	0	3	0	3	34	0	1	0	0	0	0	2	37	6	20	0	2	1	3	12	15	11	25	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
2952	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	13	24	24	80	17	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-101;f__SHA-31;g__SHA-31FA	Bacteria	Chloroflexi	Anaerolineae	SJA-101	SHA-31	SHA-31FA
2953	0	0	0	0	0	0	78	14	78	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__Roseivirga	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	Roseivirga
2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	37	25	23	52	25	k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH	Bacteria	Acidobacteria	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH
2956	13	10	9	14	15	15	0	0	0	0	0	0	3	5	20	4	25	5	0	0	0	1	1	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
2957	10	9	6	6	11	15	0	0	1	0	0	0	28	41	10	12	15	10	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
2958	0	0	0	0	0	0	0	25	78	22	47	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__125ds10;g__125ds10FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	125ds10	125ds10FA
2959	14	9	27	10	24	7	0	0	0	0	0	0	10	3	9	10	21	20	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__SpirochaetaceaeFA	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SpirochaetaceaeFA
2960	0	0	0	0	0	0	0	0	0	155	2	4	0	0	0	0	0	0	0	0	4	4	0	2	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
2961	5	3	14	8	6	1	0	0	0	0	0	0	25	1	19	7	34	7	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__FlavobacteriaCL;f__FlavobacteriaCL;g__FlavobacteriaCL	Bacteria	Bacteroidetes	Flavobacteria	FlavobacteriaCL	FlavobacteriaCL	FlavobacteriaCL
2963	8	0	12	10	2	4	0	0	0	0	0	0	26	45	14	24	2	13	0	0	7	3	0	0	k__Archaea;p__Crenarchaeota;c__pMC2A209;o__pMC2A209CL;f__pMC2A209CL;g__pMC2A209CL	Archaea	Crenarchaeota	pMC2A209	pMC2A209CL	pMC2A209CL	pMC2A209CL
2964	0	0	0	0	0	0	0	2	2	57	15	63	0	0	0	0	0	0	0	6	1	0	15	13	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__ThermotogalesOR;g__ThermotogalesOR	Bacteria	Thermotogae	Thermotogae	Thermotogales	ThermotogalesOR	ThermotogalesOR
2965	0	0	2	1	5	1	0	0	0	0	0	0	7	48	26	4	10	10	0	0	18	5	0	1	k__Bacteria;p__WS3;c__PRR-12;o__GN03;f__GN03OR;g__GN03OR	Bacteria	WS3	PRR-12	GN03	GN03OR	GN03OR
2966	2	6	2	3	16	4	87	18	0	0	0	1	1	1	7	7	6	3	0	0	1	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Teredinibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Teredinibacter
2967	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	11	21	27	18	21	71	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__FlavobacteriaCL;f__FlavobacteriaCL;g__FlavobacteriaCL	Bacteria	Bacteroidetes	Flavobacteria	FlavobacteriaCL	FlavobacteriaCL	FlavobacteriaCL
2968	1	2	0	4	1	12	0	0	0	0	0	0	23	112	10	1	1	3	0	0	1	0	0	0	k__Archaea;p__HydGC-84-221A;c__HydGC-84-221APH;o__HydGC-84-221APH;f__HydGC-84-221APH;g__HydGC-84-221APH	Archaea	HydGC-84-221A	HydGC-84-221APH	HydGC-84-221APH	HydGC-84-221APH	HydGC-84-221APH
2969	0	0	0	0	0	0	4	26	32	1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Labrenzia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia
2970	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	18	16	10	15	47	62	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
2971	0	0	0	0	0	0	20	3	139	1	10	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR	Bacteria	Acidobacteria	Sva0725	Sva0725	Sva0725OR	Sva0725OR
2972	0	0	0	0	0	0	0	1	0	88	5	7	0	3	3	0	0	1	2	12	9	20	10	12	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeFA
2973	0	0	0	0	0	0	0	0	0	0	9	164	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2975	5	21	2	31	8	22	3	0	3	0	3	0	9	8	18	18	5	12	2	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL	Bacteria	Proteobacteria	Alphaproteobacteria	AlphaproteobacteriaCL	AlphaproteobacteriaCL	AlphaproteobacteriaCL
2976	0	0	0	0	0	0	1	0	0	0	9	142	0	1	0	0	0	0	2	0	5	4	9	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
2977	0	0	1	3	0	0	1	0	0	0	0	0	23	37	1	13	0	93	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
2978	0	0	0	0	0	0	13	5	4	0	2	0	0	0	0	0	0	0	25	36	17	18	47	6	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AcidimicrobialesOR;g__AcidimicrobialesOR	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AcidimicrobialesOR	AcidimicrobialesOR
2979	0	0	0	0	0	0	0	0	0	46	0	1	0	0	0	0	0	0	9	24	14	8	33	37	k__Bacteria;p__Acidobacteria;c__RB25;o__RB25CL;f__RB25CL;g__RB25CL	Bacteria	Acidobacteria	RB25	RB25CL	RB25CL	RB25CL
2981	0	0	0	0	0	0	13	4	3	2	4	2	0	0	0	0	0	0	45	25	15	17	40	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
2982	2	1	6	3	3	5	0	0	0	0	0	0	7	77	30	4	6	10	1	0	0	0	1	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MethanobacterialesOR;g__MethanobacterialesOR	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	MethanobacterialesOR	MethanobacterialesOR
2983	3	2	15	0	15	27	0	1	11	10	30	17	5	0	15	3	4	1	0	4	0	1	4	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caminicella	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caminicella
2984	0	0	0	0	0	0	0	6	40	11	113	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	SyntrophobacteraceaeFA
2985	0	0	0	0	0	0	5	10	79	22	55	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL	Bacteria	TM6	SJA-4	SJA-4CL	SJA-4CL	SJA-4CL
2986	0	0	0	0	0	0	0	0	0	77	1	38	0	0	1	0	0	0	0	14	2	7	11	21	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__SymbiobacteriaceaeFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	SymbiobacteriaceaeFA
2987	0	0	0	0	0	0	0	0	3	168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9	30	33	52	12	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2989	0	0	0	0	0	0	4	47	27	22	60	11	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
2990	0	0	0	0	0	0	1	4	1	9	1	2	0	0	0	0	0	1	29	18	19	19	49	19	k__Bacteria;p__Planctomycetes;c__Kueneniae	Bacteria	Planctomycetes	Kueneniae	KueneniaeCL	KueneniaeCL	KueneniaeCL
2991	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	78	56	3	34	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
2992	0	0	0	0	0	0	9	14	53	33	61	0	0	0	0	0	0	0	0	1	0	0	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
2993	0	0	0	0	0	0	52	55	50	9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__agg27;o__OM190;f__OM190OR;g__OM190OR	Bacteria	Planctomycetes	agg27	OM190	OM190OR	OM190OR
2994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	23	22	26	67	7	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__O4D2Z37;f__O4D2Z37OR;g__O4D2Z37OR	Bacteria	Chloroflexi	Anaerolineae	O4D2Z37	O4D2Z37OR	O4D2Z37OR
2995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	26	18	22	49	4	k__Bacteria;p__WS3;c__PRR-12;o__PRR-12CL;f__PRR-12CL;g__PRR-12CL	Bacteria	WS3	PRR-12	PRR-12CL	PRR-12CL	PRR-12CL
2997	5	8	15	6	17	14	0	0	0	0	0	0	15	25	18	13	12	15	0	0	0	1	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__KSA2	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2
2998	0	0	0	0	0	0	4	64	5	2	44	44	0	0	0	0	0	0	2	3	1	0	2	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Nitrospina	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	63	61	19	25	k__Bacteria;p__TG3;c__TG3-2;o__TG3-2CL;f__TG3-2CL;g__TG3-2CL	Bacteria	TG3	TG3-2	TG3-2CL	TG3-2CL	TG3-2CL
3000	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	30	13	23	20	64	19	k__Bacteria;p__NKB19;c__GN13;o__GN13CL;f__GN13CL;g__GN13CL	Bacteria	NKB19	GN13	GN13CL	GN13CL	GN13CL
3001	4	4	2	1	4	16	8	19	18	36	14	3	1	3	9	2	2	1	0	5	3	1	0	9	k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__ChlamydialesOR;g__ChlamydialesOR	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	ChlamydialesOR	ChlamydialesOR
3002	6	4	8	13	21	10	0	0	0	0	0	0	2	5	19	2	24	8	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
3003	5	23	0	2	2	3	10	7	4	4	4	1	7	25	1	14	6	27	2	0	5	1	12	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
3004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	33	30	97	5	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__CFB-26OR;g__CFB-26OR	Bacteria	Chloroflexi	Anaerolineae	CFB-26	CFB-26OR	CFB-26OR
3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	9	18	13	73	14	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
3007	0	0	0	0	0	0	9	53	75	17	15	0	0	0	0	0	0	0	1	0	0	0	1	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Rhodothermaceae	RhodothermaceaeFA
3008	0	0	0	0	0	0	32	25	88	1	24	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Kueneniae;o__KueneniaeCL;f__KueneniaeCL;g__KueneniaeCL	Bacteria	Planctomycetes	Kueneniae	KueneniaeCL	KueneniaeCL	KueneniaeCL
3009	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	36	22	17	12	72	10	k__Bacteria;p__GN06;c__GN06PH;o__GN06PH;f__GN06PH;g__GN06PH	Bacteria	GN06	GN06PH	GN06PH	GN06PH	GN06PH
3011	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	34	12	9	39	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
3013	0	0	0	0	0	0	0	0	2	6	1	0	0	0	0	0	0	0	4	29	25	14	41	48	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__Pirellulaceae;g__PirellulaceaeFA	Bacteria	Planctomycetes	Planctomycea	Pirellulales	Pirellulaceae	PirellulaceaeFA
3014	25	11	28	40	14	4	0	0	0	0	0	0	22	6	1	4	1	14	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__HalanaerobiaceaeFA	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	HalanaerobiaceaeFA
3015	0	0	0	0	0	0	22	96	20	4	22	0	0	0	0	0	0	0	0	1	0	0	3	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__FlavobacteriaCL;f__FlavobacteriaCL;g__FlavobacteriaCL	Bacteria	Bacteroidetes	Flavobacteria	FlavobacteriaCL	FlavobacteriaCL	FlavobacteriaCL
3016	1	1	2	0	2	1	0	0	0	0	0	0	0	5	1	1	0	0	0	0	83	57	3	11	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
3017	8	7	1	5	13	10	0	0	0	0	0	0	7	20	29	10	27	6	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MethanobacterialesOR;g__MethanobacterialesOR	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	MethanobacterialesOR	MethanobacterialesOR
3018	1	1	4	0	3	1	1	0	0	0	0	0	1	2	5	1	4	2	0	2	51	43	3	17	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
3019	0	0	0	0	0	0	12	72	36	4	17	0	0	0	0	0	0	0	5	5	4	3	10	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
3020	0	0	0	0	0	0	14	1	3	1	0	0	1	2	0	0	0	0	13	42	17	12	44	19	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
3021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	9	25	17	64	46	k__Bacteria;p__KSB1;c__KSB1PH;o__KSB1PH;f__KSB1PH;g__KSB1PH	Bacteria	KSB1	KSB1PH	KSB1PH	KSB1PH	KSB1PH
3022	0	0	86	2	0	0	0	0	0	0	0	0	20	1	3	1	31	13	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
3023	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	6	10	131	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	62	57	30	15	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__HolophagalesOR;g__HolophagalesOR	Bacteria	Acidobacteria	Holophagae	Holophagales	HolophagalesOR	HolophagalesOR
3025	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	8	17	28	40	33	37	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL	Bacteria	Gemmatimonadetes	Gemmatimonadetes	GemmatimonadetesCL	GemmatimonadetesCL	GemmatimonadetesCL
3026	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	11	37	34	22	51	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
3027	10	7	7	1	11	5	0	0	0	0	0	0	16	35	28	9	8	16	0	0	0	0	0	0	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae;o__Z20;f__Z20OR;g__Z20OR	Bacteria	Lentisphaerae	Lentisphaerae	Z20	Z20OR	Z20OR
3029	11	1	6	5	19	16	0	0	0	0	0	0	3	4	7	9	4	1	0	0	37	36	1	5	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
3030	13	6	14	14	29	28	0	0	0	0	0	0	5	7	17	8	10	4	0	0	0	0	1	3	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula
