#OTU_ID	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
2223	18.1800281	98.48707691	26.98380639	55.83619637	194.1986186	18.09147107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2224	37.53296123	12.31088461	6.581416193	27.91809818	19.20645679	18.09147107	101.773098	80.191099	12.8566715	13.18591623	23.90654963	10.40797443	0	0	0	0	0	0	0	0	0	0	0	0
2226	1.759357558	1.231088461	1.316283239	0	0	0	128.7130357	34.56512888	41.14134879	64.83075478	48.56017894	19.32909536	0	0.961473058	0	0	0	0	0	0	0	0	0	0
2227	9.383240307	1.231088461	9.872124289	6.979524546	4.268101508	0	89.79979233	100.9301763	16.28511723	17.58122164	45.57186023	32.71077677	0	0	0.677442167	0	0	0	0.791057343	0.358385904	0	0	0	0
2228	6.450977711	48.01244999	25.66752315	20.93857364	285.9628011	280.4178016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2229	0.586452519	0	0	0	0	0	44.89989616	45.62597012	29.14178873	34.06361692	16.43575287	184.3698327	0	0	0	0	0	0	0	0	0	0	0	0
2230	0	0	0	0	0	0	0	0	0	0	0	0	7.691784466	9.614730582	4.742095166	14.811954	23.84596427	8.681474231	48.2544979	6.809332168	10.51170929	4.530439973	31.62178058	12.21844788
2231	29.32262596	36.93265384	25.00938153	233.8140723	36.27886282	9.045735536	38.91324334	27.6521031	3.428445732	10.98826352	5.976637407	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2233	1.172905038	4.924353845	1.316283239	0	0	0	227.4928072	37.33033919	32.57023446	39.55774868	47.81309926	8.921120937	0	0	0	0	0	0	0	1.075157711	0	0.566304997	0	0
2234	0.586452519	6.155442307	2.632566477	533.9336277	10.67025377	108.5488264	0	1.382605155	0.857111433	0	4.482478056	102.5928908	0	0	0	0	0.993581844	0	0	0	0	0	0	0
2235	0	0	0	17.44881136	0	9.045735536	182.5929111	77.42588869	11.14244863	20.87770069	70.22548954	13.3816814	0	0	0	0	0	0	0	0	0	0	0	0
2236	0	0	0	0	0	0	0	0	113.1387092	130.7603359	1.494159352	5.947413958	0	0	0.677442167	0	0	0	0	0	0	0	0	0
2237	31.08198352	1.231088461	13.820974	10.46928682	2.134050754	0	89.79979233	53.92160105	20.57067439	26.37183245	35.85982444	20.81594885	0	0	0	0	0	0	0	0	0	0	0	0
2238	0	0	0	0	0	0	0	1.382605155	0	0	0	0	1.281964078	0	0	2.115993429	0	9.260239179	57.74718601	29.74603	0.477804968	15.29023491	0.854642718	0.452535106
2239	0	0	0	0	0	0	215.5195016	48.39118043	18.85645153	34.06361692	66.49009116	11.89482792	0	0	0	0	0	0	0	0	0	0	0	0
2240	4.105167634	2.462176923	3.290708096	394.3431368	23.4745583	117.594562	0	8.295630931	3.428445732	5.494131761	2.241239028	102.5928908	0	0	0	0	0	0.578764949	0	0	0.477804968	0.566304997	0	0
2241	0	1.231088461	0	27.91809818	2.134050754	9.045735536	98.77977156	98.16496602	5.999780032	6.592958114	43.3306212	32.71077677	0	0	0	0	0	0	0	0	0	0	0	0
2242	0	0	2.632566477	45.36690955	0	0	218.512828	40.0955495	27.42756586	30.76713786	57.52513505	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2244	5.278072673	161.2725884	28.30008963	41.87714727	117.3727915	54.27441322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2245	0	0	2.632566477	254.7526459	25.60860905	750.7960495	0	5.530420621	22.28489726	15.38356893	5.976637407	46.09245817	0	0	0	0	0	0	0	0.358385904	0	0	0	0
2246	2.345810077	57.86115768	66.47230355	62.81572091	115.2387407	108.5488264	5.986652822	6.913025776	2.571334299	3.296479057	4.482478056	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2247	2.345810077	12.31088461	9.21398267	24.42833591	17.07240603	0	86.80646592	74.66067838	19.71356296	28.56948516	47.81309926	22.30280234	0	0.961473058	0	0	0	0	0	0	0	0	0	0
2248	2.345810077	1.231088461	0.658141619	6.979524546	0	0	146.6729941	6.913025776	2.571334299	5.494131761	133.727262	7.434267447	0	0	0	0	0	0	0	0	0	0	0	0.452535106
2249	0	0	0	3.489762273	0	0	248.4460921	26.26949795	29.99890016	41.75540139	45.57186023	14.86853489	0	0	0	1.057996715	0.993581844	0	0	2.150315421	0	0	0	0
2250	7.62388275	1.231088461	0.658141619	17.44881136	0	0	167.626279	64.9824423	23.99912013	27.47065881	41.08938218	35.68448375	0	0	0	0	0	0	0	0	0	0	0	0
2251	0	1.231088461	0	0	0	0	0	1.382605155	18.85645153	15.38356893	0.747079676	2.973706979	14.10160485	13.46062282	9.484190333	10.57996715	18.87805504	12.73282887	8.701630768	8.601261686	9.556099358	6.229354963	10.25571262	9.503237236
2252	0	0	0	0	0	0	0	2.76521031	1.714222866	2.197652705	1.494159352	11.89482792	5.127856311	2.884419175	1.354884333	10.57996715	2.980745533	13.31159382	3.955286713	17.56090927	2.866829807	8.49457495	0.854642718	24.88943086
2253	0	1.231088461	0	0	0	0	2.993326411	0	0	0	0.747079676	0	44.86874272	36.53597621	2.0323265	6.347980288	5.961491066	10.41776908	3.16422937	2.867087229	10.03390433	3.39782998	18.80213981	8.145631917
2254	4.691620154	98.48707691	40.80478039	41.87714727	194.1986186	9.045735536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2255	4.691620154	97.25598845	40.80478039	97.71334364	117.3727915	9.045735536	8.979979233	9.678236087	3.428445732	2.197652705	2.988318704	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2256	1.172905038	0	0	0	0	0	185.5862375	22.12168248	15.4280058	27.47065881	95.62619852	2.973706979	0	0	0	0	0	0	0	0.358385904	0	0	0	0
2257	0	0	0	20.93857364	0	18.09147107	113.7464036	44.24336497	25.71334299	28.56948516	49.30725861	56.5004326	0	0	0	0	0	0.578764949	0	4.659016746	0	0	0	0.452535106
2258	0	0	0	10.46928682	0	0	47.89322258	51.15639074	31.71312303	26.37183245	72.46672857	57.98728609	0	0	0	0	0	0	0	0	0	0	0	0
2259	0	0	0	0	0	0	469.9522465	22.12168248	11.14244863	10.98826352	40.3423025	4.460560468	0	0	0	0	0	0	0	0	0	0	0	0
2260	0	1.231088461	0	62.81572091	0	0	80.8198131	44.24336497	30.85601159	31.86596422	52.29557732	59.47413958	0	0	0	0	0	0	0	0	0	0	0	0
2261	1.759357558	0	0.658141619	307.09908	4.268101508	18.09147107	29.93326411	12.4434464	23.99912013	26.37183245	34.36566509	46.09245817	0	0	0	0	0	0	0	3.225473132	0	0	0	0
2262	0	1.231088461	121.0980579	219.8550232	10.67025377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263	0	0	0	0	0	0	2.993326411	2.76521031	19.71356296	9.889437171	11.20619514	23.78965583	10.25571262	29.80566481	6.0969795	6.347980288	5.961491066	1.736294846	0.791057343	3.225473132	3.822439743	9.627184943	1.709285437	11.76591277
2264	0	0	0	3.489762273	0	0	0	2.76521031	1.714222866	0	0.747079676	1.486853489	5.127856311	3.845892233	5.419537333	0	7.948654755	0.578764949	4.746344055	4.300630843	12.90073413	9.627184943	29.05785243	9.05070213
2265	0	3.693265384	0.658141619	0	0	0	0	11.06084124	49.71246312	53.84249126	0.747079676	65.42155353	0	0	2.0323265	0	8.942236599	4.63011959	4.746344055	2.150315421	3.822439743	3.964134977	2.563928155	1.357605319
2266	0.586452519	0	0	6.979524546	0	0	263.4127242	56.68681136	17.9993401	26.37183245	51.54849764	10.40797443	0	0	0	0	0	0	0	0	0	0	0	0
2267	1.759357558	41.85700769	5.923274573	317.5683668	85.36203017	126.6402975	0	1.382605155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2268	0	0	1.316283239	0	0	0	2.993326411	0	0	1.098826352	2.241239028	1.486853489	6.409820388	6.730311408	18.96838067	14.811954	40.73685562	9.260239179	4.746344055	2.150315421	21.50122356	3.964134977	18.80213981	3.167745745
2269	0	0	0	0	0	0	0	1.382605155	49.71246312	56.04014397	48.56017894	72.85582098	0	0	0	0	0	0	1.582114685	1.791929518	1.433414904	1.132609993	0	1.357605319
2270	16.42067054	1.231088461	1.974424858	6.979524546	4.268101508	27.13720661	14.96663205	31.79991857	46.28401739	52.74366491	26.89486833	69.882114	0	0	0	0	0	0	0	0	0	0	0	0
2271	0	0	0.658141619	0	0	0	0	1.382605155	0	0	0.747079676	0	11.5376767	12.49914976	12.193959	8.463973717	33.78178271	6.366414436	6.32845874	8.601261686	11.46731923	9.627184943	27.34856699	5.430421278
2272	2.345810077	6.155442307	38.83035554	10.46928682	10.67025377	9.045735536	35.91991693	19.35647217	2.571334299	2.197652705	103.0969953	8.921120937	0	0	0	0	0	0	0	0	0	0	0	0
2273	0	0	0	3.489762273	4.268101508	0	221.5061544	27.6521031	13.71378293	15.38356893	88.15540176	10.40797443	0	0	0	0	0	0	0	0	0	0	0	0
2274	0	0	0	0	0	0	0	0	0	0	0	0	0	5.768838349	0	14.811954	12.91656398	67.13673405	38.76180979	14.33543614	4.300244711	0	1.709285437	0
2275	0	0	0	0	0	0	0	0	21.42778583	16.48239528	0	5.947413958	1.281964078	1.922946116	1.354884333	7.405977002	2.980745533	5.208884538	2.373172028	42.64792252	11.46731923	1.132609993	13.6742835	4.072815958
2276	0.586452519	0	0	0	0	0	233.4794601	47.00857528	32.57023446	35.16244327	43.3306212	14.86853489	0	0	0	0	0	0	0	0	0	0	0	0
2277	0.586452519	102.1803423	35.53964744	136.1007286	142.9814005	63.32014875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2278	0	0	2.632566477	307.09908	27.7426598	1320.677388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2279	5.864525192	147.7306154	7.239557812	17.44881136	44.81506584	208.0519173	53.8798754	9.678236087	3.428445732	4.395305409	14.94159352	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2280	0	0	0	0	0	0	0	0	0	0	0.747079676	1.486853489	3.845892233	1.922946116	5.419537333	3.173990144	6.955072911	4.051354641	19.77643356	40.4976071	11.46731923	7.361964957	5.127856311	8.145631917
2281	1.172905038	0	1.974424858	20.93857364	0	0	122.7263828	128.5822794	12.8566715	20.87770069	47.06601958	13.3816814	0	0	0	0	0	0	0	0	0	0	0	0
2282	8.796787788	3.693265384	3.290708096	20.93857364	0	0	143.6796677	110.6084124	19.71356296	24.17417975	32.12442607	8.921120937	0	0	0	0	0	0	0	0	0	0	0	0
2283	0	1.231088461	0	0	2.134050754	0	2.993326411	0	3.428445732	0	0	0	0	0	0.677442167	0	0.993581844	13.31159382	2.373172028	51.24918421	5.255854647	1.69891499	0.854642718	0.452535106
2284	56.88589436	104.6425192	25.66752315	41.87714727	36.27886282	9.045735536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2285	0	4.924353845	0.658141619	184.9574005	10.67025377	506.56119	0	8.295630931	12.8566715	19.77887434	23.90654963	83.26379541	0	0	0	0	0	0	0	0.358385904	0	0	0	0
2287	58.64525192	104.6425192	18.42796534	17.44881136	38.41291357	108.5488264	0	0	0	0	0.747079676	0	0	0	0	0	0	0	0	0	0	0.566304997	0	0
2288	0	0	1.316283239	0	0	0	0	0	0.857111433	1.098826352	0	0	11.5376767	9.614730582	29.80745533	14.811954	33.78178271	8.681474231	0.791057343	1.075157711	17.67878381	1.132609993	49.56927767	1.357605319
2289	5.278072673	0	5.265132954	0	2.134050754	0	26.9399377	16.59126186	54.85513172	61.53427573	19.42407157	20.81594885	0	0.961473058	0.677442167	1.057996715	0.993581844	0	0.791057343	7.167718071	1.433414904	8.49457495	0	1.810140426
2291	0	29.54612307	0.658141619	69.79524546	72.55772564	1383.997537	5.986652822	2.76521031	0.857111433	1.098826352	2.241239028	1.486853489	0	0	0	1.057996715	0	0	0	0	0	0	0	0
2292	5.864525192	1.231088461	0.658141619	6.979524546	0	0	56.87320181	12.4434464	29.14178873	32.96479057	84.42000338	46.09245817	0	0	0	0	0	0	0	0	0	0	0	0
2293	0	0	0	0	0	0	0	1.382605155	0	0	0	0	11.5376767	0	39.29164566	2.115993429	29.80745533	26.62318764	3.955286713	2.508701325	19.11219872	9.627184943	13.6742835	4.072815958
2294	1.172905038	64.01659999	23.03495667	45.36690955	249.6839382	271.3720661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	17.59357558	112.02905	10.53026591	10.46928682	145.1154513	45.22867768	0	0	0	0	0	0	2.563928155	0	4.064653	10.57996715	0	0	2.373172028	1.433543614	0.477804968	0.566304997	3.418570874	0.905070213
2296	1.759357558	148.9617038	25.66752315	27.91809818	160.0538066	18.09147107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	1.759357558	0	0	0	0	0	0	1.382605155	16.28511723	13.18591623	1.494159352	28.2502163	37.17695825	22.11388034	10.1616325	8.463973717	27.82029164	13.89035877	3.16422937	2.867087229	11.46731923	3.964134977	11.96499806	1.357605319
2298	2.932262596	0	0.658141619	0	2.134050754	0	0	0	0	0	0	347.9237165	0	0	0	0	2.980745533	0	0	0.716771807	0.477804968	0	0.854642718	0
2300	49.84846413	13.54197307	1.974424858	0	2.134050754	0	11.97330564	0	0.857111433	0	2.988318704	0	8.973748544	2.884419175	4.742095166	17.98594415	0	0	16.61220419	5.734174457	3.822439743	13.02501492	3.418570874	12.67098298
2301	13.48840794	52.93680384	40.80478039	20.93857364	100.3003854	27.13720661	38.91324334	27.6521031	5.999780032	4.395305409	14.19451384	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2302	1.759357558	0	1.316283239	10.46928682	0	0	146.6729941	62.21723199	26.57045443	36.26126963	50.05433829	22.30280234	0	0	0	0	0	0	0	0	0	0	0	0
2304	1.759357558	0	0.658141619	184.9574005	10.67025377	45.22867768	23.94661129	48.39118043	24.85623156	15.38356893	27.64194801	83.26379541	0	0	0	0	0	0	0	0	0	0	0.854642718	0
2305	0	0	0	0	0	0	0	0	0	0	0	0	1.281964078	4.807365291	14.2262855	42.31986859	2.980745533	5.208884538	10.28374545	11.46834891	4.778049679	6.79565996	28.20320971	6.788026597
2306	11.14259786	6.155442307	7.239557812	24.42833591	0	0	140.6863413	52.5389959	23.14200869	20.87770069	44.82478056	17.84224187	0	0.961473058	0	0	0	0	0	0	0.477804968	0	0	0
2307	1.759357558	0	20.4023902	607.2186355	57.61937036	0	0	1.382605155	0.857111433	0	5.976637407	1.486853489	0	0	0.677442167	0	0	0	0	0	0	0	0	0
2308	0	0	3.290708096	499.036005	25.60860905	506.56119	0	5.530420621	0.857111433	0	12.70035449	13.3816814	0	0	0	0	0	0	0	0	0	0	0	0
2309	56.88589436	20.92850384	49.36062145	20.93857364	12.80430452	0	2.993326411	22.12168248	2.571334299	2.197652705	13.44743417	7.434267447	0	0	0	0	0	0	0	0.358385904	0	0	0	0
2310	0	0	0	0	0	0	5.986652822	0	0	0	0	0	7.691784466	12.49914976	20.323265	12.69596058	15.89730951	31.25330723	3.16422937	1.791929518	28.19049311	3.964134977	24.78463883	3.167745745
2311	2.932262596	6.155442307	1.316283239	0	0	0	2.993326411	0	0.857111433	0	0.747079676	10.40797443	0	0	0	0	0	0	0	0	0	7.928269953	0	95.48490747
2312	0	119.4155808	4.606991335	457.1588577	4.268101508	63.32014875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358385904	0	0.566304997	0	0
2313	0	0	0.658141619	0	0	0	0	1.382605155	23.99912013	15.38356893	3.73539838	99.61918379	7.691784466	0.961473058	6.0969795	2.115993429	9.935818444	16.20541856	6.32845874	8.242875782	5.255854647	11.89240493	0	4.525351065
2314	0.586452519	2.462176923	0.658141619	6.979524546	2.134050754	0	326.2725788	37.33033919	11.14244863	17.58122164	53.04265699	4.460560468	0	0	0	0	0	0	0	0	0	0	0	0
2315	0	0	0.658141619	0	2.134050754	9.045735536	0	0	0	0	0	0	34.6130301	29.80566481	15.58116983	19.04394086	12.91656398	15.62665361	11.86586014	6.809332168	10.51170929	10.19348994	9.401069903	6.335491491
2316	35.77360367	177.2767384	25.00938153	3.489762273	4.268101508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2317	1.172905038	0	0.658141619	3.489762273	0	0	155.6529734	116.138833	12.8566715	17.58122164	47.06601958	17.84224187	0	0	0	0	0	0	0	0	0	0	0	0
2318	0	0	3.290708096	694.4626923	0	0	2.993326411	22.12168248	1.714222866	0	11.20619514	11.89482792	0	0	0	0	0	0	0	0	0	0	0	0
2319	1.759357558	4.924353845	3.290708096	6.979524546	0	0	149.6663205	70.51286292	27.42756586	26.37183245	38.10106347	7.434267447	0	1.922946116	2.0323265	3.173990144	0	0.578764949	0	0.716771807	0.955609936	0	1.709285437	0
2321	0	0	0.658141619	3.489762273	42.68101508	1999.107553	2.993326411	0	0	0	0.747079676	0	0	0	0	0	0	0	0	0	0	0	0	0
2322	0	0	0	0	0	0	236.4727865	53.92160105	4.285557166	10.98826352	72.46672857	22.30280234	0	0	0	0	0	0	0	0	0	0	0	0
2323	15.83421802	93.56272306	52.65132954	10.46928682	87.49608092	126.6402975	2.993326411	2.76521031	0	1.098826352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2324	35.18715115	43.08809615	28.95823125	13.95904909	91.76418243	54.27441322	71.83983386	16.59126186	2.571334299	0	10.45911546	0	0	0	0	0	0	0	0	0	0	0	0	0
2325	0	0	1.974424858	0	0	0	0	0	0	0	0	0	19.22946116	6.730311408	11.51651683	13.75395729	20.86521873	4.051354641	18.19431888	7.884489878	15.28975897	9.627184943	17.94749709	14.0285883
2326	15.83421802	126.8021115	28.95823125	10.46928682	83.22797941	9.045735536	29.93326411	5.530420621	0	5.494131761	5.229557732	0	0	0	0	0	0	0	0.791057343	0	0	0	0	0
2327	0	14.77306154	5.923274573	111.6723927	149.3835528	352.7836859	0	1.382605155	5.999780032	12.08708988	11.95327481	14.86853489	2.563928155	1.922946116	2.0323265	3.173990144	0.993581844	1.736294846	0.791057343	2.867087229	2.389024839	2.831524983	0.854642718	0
2328	0	0	0	0	0	0	0	0	4.285557166	5.494131761	0	1.486853489	17.94749709	25.95977257	5.419537333	21.15993429	13.91014582	28.93824744	9.492688111	14.69382205	1.911219872	13.02501492	0.854642718	1.357605319
2329	0	0	0	3.489762273	0	0	134.6996885	69.13025776	32.57023446	45.05188044	45.57186023	11.89482792	0	0	0	0	0	0	0	0	0	0	0	0
2330	5.278072673	1.231088461	0	0	0	0	11.97330564	22.12168248	16.28511723	18.68004799	67.23717083	124.8956931	0	0	0	0	0	0.578764949	0	0	0.477804968	0	1.709285437	0
2331	0	0	0	0	0	0	0	0	0	0	0	0	11.5376767	6.730311408	5.419537333	15.86995072	14.90372767	4.051354641	18.98537622	9.676419396	13.85634407	10.19348994	12.81964078	20.36407979
2332	0	0	0.658141619	760.7681755	2.134050754	54.27441322	2.993326411	5.530420621	3.428445732	1.098826352	4.482478056	2.973706979	0	0	0	0	0	0	0	0	0	0	0	0
2333	0	0	7.897699431	704.9319791	4.268101508	244.2348595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2334	0	0	0	0	0	0	0	0	0.857111433	1.098826352	0	2.973706979	2.563928155	1.922946116	29.80745533	2.115993429	30.80103718	35.30466187	9.492688111	4.300630843	9.07829439	15.85653991	5.982499029	7.69309681
2336	0	0	0	0	0	0	0	0	0	0	0	0	6.409820388	28.84419175	4.742095166	11.63796386	70.54431095	24.88689279	5.537401398	0.716771807	6.211464583	5.09674497	18.80213981	8.598167023
2337	34.01424611	105.8736077	46.72805497	10.46928682	23.4745583	18.09147107	0	0	3.428445732	1.098826352	0	1.486853489	0	0	0	0	0	0	0	0.358385904	0.477804968	0.566304997	0	1.357605319
2341	0	0	0	0	0	0	26.9399377	20.73907733	49.71246312	49.44718585	44.07770088	84.7506489	0	0	0	0	0	0	0	0	0	0	0	0
2342	0.586452519	0	0.658141619	0	0	0	137.6930149	44.24336497	23.14200869	38.45892233	59.0192944	31.22392328	0	0	0	0	0	0	0	0	0	0	0	0
2343	0	0	0.658141619	6.979524546	0	0	92.79311874	22.12168248	58.28357745	84.60962913	35.11274477	0	0	0	0	0	0	0	0	0	0	0	0	0
2344	0	0	1.316283239	0	0	0	0	0	0	0	0	0	1.281964078	1.922946116	12.193959	0	0.993581844	0.578764949	7.910573426	3.583859036	24.84585833	1.69891499	83.75498641	0.905070213
2345	0	0	0	3.489762273	59.75342112	1854.375785	0	1.382605155	0	1.098826352	2.241239028	4.460560468	0	0	0	0	0	0	0	0	0	0	0	0
2346	5.864525192	1.231088461	1.316283239	10.46928682	0	18.09147107	71.83983386	84.33891447	29.14178873	39.55774868	37.3539838	28.2502163	0	0	0	0	0	0	0	0	0	0	0	0
2347	2.345810077	14.77306154	4.606991335	195.4266873	91.76418243	63.32014875	2.993326411	5.530420621	2.571334299	5.494131761	8.217876435	16.35538838	0	0	0	0	2.980745533	2.315059795	0	11.46834891	0.477804968	12.45870993	1.709285437	4.072815958
2349	89.14078292	14.77306154	23.69309829	6.979524546	4.268101508	0	0	0	0.857111433	1.098826352	0	1.486853489	2.563928155	1.922946116	2.709768666	4.231986859	0	1.736294846	2.373172028	0.716771807	0.477804968	4.530439973	0.854642718	1.810140426
2350	0.586452519	1.231088461	1.974424858	711.9115037	46.94911659	18.09147107	0	0	0.857111433	0	0	0	0	0	0	0	0	0	0	1.791929518	0	0	0	0
2351	0	0	0	0	0	0	0	2.76521031	0.857111433	0	0	0	0	0	0	0	0	0	0	74.90265385	0.955609936	10.75979494	0.854642718	3.167745745
2352	0	0	0	3.489762273	2.134050754	0	83.81313951	42.86075981	34.28445732	40.65657503	67.98425051	16.35538838	0	0	0	0	0	0	0	0	0	0	0	0
2353	0	0	0	0	0	0	0	0	0	0	0	1.486853489	10.25571262	10.57620364	4.742095166	7.405977002	5.961491066	2.893824744	6.32845874	7.167718071	11.46731923	3.964134977	36.74963689	33.48759788
2354	1.172905038	0	2.632566477	610.7083977	38.41291357	135.686033	0	6.913025776	5.142668599	5.494131761	0.747079676	0	0	0	0	0	0	0	0	0	0.955609936	0	0	0
2355	61.57751452	20.92850384	55.28389602	38.387385	49.08316735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2356	8.210335269	113.2601384	61.86531221	0	72.55772564	0	2.993326411	2.76521031	0	0	2.241239028	0	0	0	0	0	0	0	0	0	0	0	0	0
2357	13.48840794	38.1637423	74.37000298	94.22358137	98.16633469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2359	0.586452519	291.7679653	0.658141619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2360	1.759357558	36.93265384	103.3282342	129.1212041	25.60860905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2361	41.63812886	44.31918461	55.28389602	24.42833591	55.48531961	0	2.993326411	6.913025776	1.714222866	1.098826352	2.988318704	0	0	0	0	0	0	0	0	0	0	0.566304997	0	0.452535106
2363	0	0	0.658141619	806.135085	0	9.045735536	0	0	0	0	3.73539838	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2364	0	1.231088461	7.897699431	0	4.268101508	0	0	0	16.28511723	17.58122164	23.90654963	142.737935	0	0	0.677442167	0	0	0.578764949	0	0.716771807	4.300244711	3.39782998	0	0.452535106
2365	0	0	0.658141619	76.77477	12.80430452	171.8689752	41.90656975	37.33033919	29.14178873	19.77887434	33.61858542	68.39526051	0	0	0	0	0	0.578764949	0.791057343	1.791929518	0	0	0	0
2366	0	0	0	0	0	0	0	0	4.285557166	2.197652705	0	0	24.35731748	14.42209587	12.87140117	16.92794743	27.82029164	17.94171341	3.955286713	5.01740265	4.778049679	4.530439973	7.691784466	5.882956384
2367	0	0	0	0	0	0	0	0	0	0	0	0	42.30481456	11.5376767	3.387210833	9.521970432	6.955072911	5.208884538	20.56749091	10.3931912	10.03390433	6.229354963	35.04035146	7.240561704
2368	46.91620154	60.32333461	22.37681506	13.95904909	17.07240603	9.045735536	5.986652822	0	1.714222866	1.098826352	0.747079676	0	6.409820388	2.884419175	2.0323265	3.173990144	2.980745533	3.472589692	4.746344055	2.508701325	1.911219872	1.132609993	2.563928155	4.072815958
2369	2.932262596	1.231088461	0.658141619	3.489762273	0	0	98.77977156	87.10412478	20.57067439	19.77887434	59.0192944	19.32909536	0	0	0	0	0	0	0	0	0	0	0	0
2370	0	0	0.658141619	0	0	0	0	0	0	0	0	0	0	0	0.677442167	0	1.987163689	0.578764949	22.14960559	13.97705024	28.19049311	4.530439973	62.38891845	11.76591277
2371	9.969692826	93.56272306	47.38619659	59.32595864	98.16633469	27.13720661	0	1.382605155	0.857111433	0	0.747079676	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
2372	36.94650871	25.85285769	33.56522258	0	192.0645679	117.594562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2373	0	0	0	830.5634209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2374	28.73617344	92.3316346	56.60017926	24.42833591	27.7426598	9.045735536	0	0	0.857111433	0	4.482478056	0	0	0	0	0	0	0	0	0	0	0	0	0
2375	97.35111819	48.01244999	14.47911562	3.489762273	21.34050754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2376	0.586452519	0	0	0	2.134050754	0	2.993326411	33.18252373	59.99780032	76.91784466	12.70035449	29.73706979	0	0	0.677442167	0	10.92940029	1.736294846	0	2.150315421	2.866829807	3.39782998	0	0
2377	0	0	0	0	0	9.045735536	5.986652822	13.82605155	55.71224315	54.94131761	25.40070898	111.5140117	0	0	0	0	0	0	0	0	0	0	0	0
2378	0	0	0.658141619	10.46928682	36.27886282	117.594562	5.986652822	4.147815466	15.4280058	19.77887434	9.712035787	4.460560468	6.409820388	3.845892233	1.354884333	0	1.987163689	6.945179384	9.492688111	14.33543614	1.911219872	16.4228449	0.854642718	9.05070213
2380	2.932262596	81.25183845	23.03495667	34.89762273	200.6007709	72.36588429	5.986652822	0	0	0	12.70035449	0	0	0	0	0	0	0	0	0	0	0	0	0
2381	0	3.693265384	0	27.91809818	0	18.09147107	0	2.76521031	23.14200869	23.0753534	21.6653106	163.5538838	1.281964078	0	0.677442167	1.057996715	0	1.157529897	1.582114685	3.942244939	1.433414904	2.265219987	1.709285437	1.357605319
2382	11.14259786	144.03735	21.06053182	20.93857364	125.9089945	18.09147107	2.993326411	0	0	0	0.747079676	0	0	0	0	0	0	0	0	0	0	0	0	0
2383	1.172905038	0	0.658141619	34.89762273	0	0	68.84650745	48.39118043	40.28423736	34.06361692	47.81309926	35.68448375	0	0	0	0	0	0	0	0	0	0	0	0
2384	0	0	0	0	0	0	0	0	0	0	0	0	23.0753534	17.30651505	90.09980816	7.405977002	8.942236599	3.472589692	3.955286713	1.075157711	1.911219872	1.69891499	10.25571262	0.905070213
2385	1.172905038	0	1.316283239	3.489762273	0	0	224.4994808	53.92160105	23.14200869	26.37183245	41.08938218	16.35538838	0	0	0	0	0	0	0	0	0	0	0	0
2386	0	0	0	0	0	0	0	0	0.857111433	0	0.747079676	2.973706979	0	0	0.677442167	0	8.942236599	2.315059795	3.16422937	60.5672177	12.42292917	7.928269953	2.563928155	0.905070213
