#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
1024	0	0	0	0	0	0	238	101	214	52	63	2	0	0	0	0	0	0	12	8	4	1	20	2
1025	0	0	0	0	0	0	0	0	1	1	1	0	0	10	0	0	0	1	64	77	87	89	204	69
1026	0	0	0	0	0	0	7	0	4	68	1	4	0	0	1	0	0	0	67	106	77	97	196	86
1027	2	1	1	0	1	0	51	5	41	12	3	1	0	1	0	0	1	2	159	136	44	63	167	19
1028	55	20	29	23	93	19	0	0	0	0	0	0	138	58	38	39	51	130	0	0	0	1	0	0
1029	1	0	0	0	0	0	15	0	4	10	1	1	0	0	0	0	0	0	85	235	82	57	161	61
1030	0	0	0	0	0	0	4	89	101	69	415	30	0	0	0	0	0	0	0	0	0	0	1	0
1031	17	5	54	2	31	128	2	4	4	1	0	0	57	41	54	108	8	36	0	1	6	3	33	110
1032	1	1	36	0	4	0	0	0	0	0	0	0	3	5	55	0	565	9	0	1	0	0	1	0
1033	10	18	229	14	41	13	0	0	0	1	0	0	27	14	22	11	74	49	0	0	1	0	0	0
1034	0	0	0	0	0	0	48	352	255	19	29	2	0	0	0	0	0	0	0	0	0	0	0	0
1035	80	104	217	14	32	20	0	2	0	0	0	0	1	2	9	2	0	2	0	0	1	0	0	0
1036	9	1	73	0	72	102	0	1	0	0	0	0	42	43	107	49	134	52	0	0	0	2	0	4
1037	2	1	37	2	3	2	0	0	0	0	0	0	12	28	165	4	398	17	0	0	0	0	0	0
1038	1	0	3	0	1	0	212	9	254	1	4	1	1	7	32	3	35	41	2	1	1	4	0	0
1039	0	0	0	0	0	0	11	114	60	73	36	2	0	0	0	0	0	0	122	137	15	25	96	8
1040	8	15	21	26	4	6	102	1	0	0	0	0	26	88	61	85	19	70	0	0	0	0	0	0
1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	100	88	113	90	263	40
1042	15	2	22	5	21	8	0	0	0	0	0	0	87	275	138	57	18	39	0	0	0	0	0	1
1043	0	0	0	0	0	0	1	43	13	38	48	515	0	0	0	0	0	0	3	10	3	7	6	6
1044	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	97	58	123	111	265	33
1045	0	0	0	0	0	0	9	1	8	9	0	0	0	4	0	1	0	0	36	87	209	163	115	49
1046	2	1	142	3	10	2	0	0	1	0	0	0	14	10	52	9	98	3	0	0	0	0	0	0
1047	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	155	56	104	90	243	37
1048	0	0	0	0	0	0	0	20	4	78	42	533	0	0	0	0	0	0	3	0	0	1	6	0
1049	44	32	15	43	157	22	0	0	1	0	0	0	12	57	42	44	59	22	0	0	0	0	0	0
1050	0	0	0	1	1	0	493	90	77	5	12	2	0	1	0	0	0	0	1	1	1	0	1	0
1051	0	0	0	0	0	0	6	1	1	1	0	0	0	0	0	0	0	0	9	48	116	108	177	217
1052	0	0	0	0	0	0	678	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1053	0	0	0	0	0	0	81	205	244	32	87	5	0	4	0	1	0	0	2	5	3	4	8	4
1054	0	0	0	0	0	0	3	0	3	4	1	0	0	0	0	0	0	0	302	103	77	85	89	18
1055	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	298	113	31	35	187	17
1056	49	35	36	43	19	36	0	0	0	0	0	0	0	23	25	5	9	3	1	1	57	30	26	86
1057	0	0	0	0	0	0	0	1	0	0	0	0	3	44	21	6	14	36	0	0	0	0	0	0
1058	0	0	0	0	0	0	123	139	196	24	148	7	0	0	0	0	0	0	2	14	5	7	15	3
1059	59	57	32	41	64	101	5	4	13	2	1	0	52	26	41	35	37	65	1	1	1	3	0	1
1060	7	4	14	4	11	6	238	66	123	12	19	3	6	7	23	8	36	6	3	2	4	2	8	0
1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	80	97	102	228	39
1062	65	98	78	74	63	87	0	0	0	0	0	0	20	12	44	27	53	21	1	0	0	0	0	0
1063	0	0	0	0	0	0	22	115	38	21	285	122	0	0	0	0	0	0	24	9	5	10	29	0
1064	133	77	52	74	40	104	1	0	0	0	0	0	28	37	38	26	26	17	0	0	1	4	0	2
1065	13	5	62	6	85	183	0	0	0	0	0	0	15	65	92	54	26	25	0	1	0	1	2	1
1066	18	28	35	37	5	1	401	29	8	0	6	1	3	4	28	8	17	7	8	3	1	0	5	1
1067	0	0	0	0	0	0	8	0	4	2	1	0	0	0	0	0	0	0	150	85	84	76	228	38
1068	1	0	0	0	0	0	3	316	140	42	170	3	0	0	0	0	0	0	0	0	0	0	0	0
1069	0	4	16	1	3	2	9	3	0	1	0	0	1	1	2	0	8	10	0	0	0	0	584	1
1070	0	0	0	0	0	0	5	0	2	2	1	1	0	0	0	0	1	0	116	124	72	95	153	100
1071	18	19	26	27	33	12	0	1	0	0	0	0	69	49	114	21	143	129	0	0	0	0	1	0
1072	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	110	82	57	69	330	20
1073	3	3	52	7	7	62	0	0	0	0	0	0	76	114	69	108	37	92	1	0	6	4	0	0
1074	1	2	5	4	1	26	0	1	0	0	1	0	5	455	33	10	5	28	0	1	11	13	1	4
1075	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	32	77	87	93	267	109
1076	0	0	0	0	0	0	231	84	43	5	7	1	0	0	0	0	0	0	22	36	61	40	111	29
1077	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	21	33	78	74	367	90
1078	111	11	43	36	96	25	0	0	0	0	0	0	1	17	73	13	6	20	1	20	90	67	7	17
1079	47	22	15	31	39	30	0	0	1	0	0	0	1	74	20	17	12	12	0	1	182	119	10	15
1080	0	0	0	0	0	0	1	0	30	583	5	40	0	0	0	0	0	0	1	3	0	1	2	1
1081	0	0	0	0	0	0	0	61	2	29	156	416	0	0	0	0	0	0	0	0	0	0	0	0
1082	0	0	0	0	0	0	70	94	465	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1083	2	5	4	3	3	3	33	0	13	2	7	12	2	9	28	1	16	7	37	3	15	21	59	78
1084	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	18	64	119	109	216	126
1085	326	80	29	21	26	22	1	0	0	0	0	0	1	5	35	3	53	10	0	0	0	0	0	1
1086	0	0	0	0	0	0	0	29	8	361	50	150	0	5	0	1	0	0	0	2	0	1	3	3
1087	0	1	0	0	0	0	1	1	0	1	2	1	0	1	1	1	0	0	0	3	67	36	2	226
1088	21	13	9	7	8	9	0	0	0	0	0	0	1	69	10	6	19	62	0	0	200	186	2	9
1089	0	0	0	0	0	0	165	64	337	12	31	1	0	0	0	0	0	0	18	9	3	2	16	2
1090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	96	77	73	223	145
1091	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	146	81	127	100	171	28
1092	3	3	78	1	76	139	0	0	1	0	0	0	23	28	159	65	27	27	0	1	3	3	5	6
1093	12	3	29	6	40	142	1	0	0	0	0	0	30	139	38	68	10	18	0	2	10	14	13	73
1094	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	260	105	69	48	154	19
1095	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	305	163	29	27	118	11
1096	0	0	0	0	0	0	2	63	38	20	444	88	0	0	0	0	0	0	0	0	0	0	0	0
1097	0	0	0	1	0	0	111	135	326	13	49	0	0	0	0	0	0	0	0	0	10	8	0	1
1098	34	3	206	2	51	34	0	0	0	0	0	0	0	0	63	1	74	0	0	0	2	0	1	0
1099	0	0	0	0	0	0	17	2	6	6	1	9	0	1	0	0	0	2	73	45	93	87	256	55
1100	0	0	0	1	0	0	0	0	0	0	0	0	595	10	0	14	0	31	0	0	0	0	0	0
1101	0	0	0	0	0	0	0	10	1	28	29	12	0	0	0	0	0	0	1	41	12	14	3	376
1102	31	11	19	11	65	22	0	0	0	0	0	0	37	216	73	74	19	25	0	0	6	2	2	2
1103	0	0	0	0	0	0	35	69	394	26	120	4	0	0	0	0	0	0	0	0	0	0	0	0
1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	48	141	123	197	132
1105	32	7	22	7	18	40	0	0	0	0	1	0	6	276	22	12	6	8	0	2	64	38	15	59
1106	0	0	0	0	0	0	269	163	175	10	19	2	0	0	0	0	0	0	1	2	0	0	3	1
1107	1	0	9	0	14	21	1	4	13	33	111	312	4	11	19	18	3	6	2	6	2	7	18	27
1108	0	0	0	0	0	0	5	1	5	18	0	1	0	0	0	0	0	0	167	47	108	109	175	7
1109	9	6	2	6	9	11	0	0	0	0	0	0	6	512	27	1	20	7	0	0	0	1	0	0
1110	0	0	0	0	0	0	11	104	131	25	356	15	0	0	0	0	0	0	0	0	0	0	0	0
1111	3	4	37	7	69	68	0	0	0	0	1	0	25	152	60	85	11	33	0	0	6	7	6	36
1113	3	2	5	0	1	1	0	1	6	186	0	0	0	7	0	0	0	0	6	45	99	81	79	115
1114	51	32	24	22	28	25	92	17	6	1	15	4	11	7	140	12	45	13	2	2	1	0	3	1
1115	0	0	0	0	0	0	2	2	3	11	19	228	0	0	0	0	0	0	4	9	34	40	147	141
1116	32	12	19	32	9	60	0	0	0	4	0	0	29	201	37	27	13	35	0	0	35	29	2	16
1117	201	80	55	26	47	40	3	1	1	0	2	2	5	8	25	11	30	6	2	2	0	0	3	1
1118	77	61	37	65	71	61	1	23	0	0	0	0	20	20	37	15	40	22	0	2	17	6	5	10
1119	0	0	0	0	0	0	11	73	360	27	165	4	0	0	0	0	0	0	0	0	0	0	0	0
1120	0	0	0	0	0	0	10	0	9	16	3	7	0	0	0	0	0	0	147	129	41	41	211	25
1121	28	12	45	54	38	12	1	0	0	0	0	0	134	42	36	57	46	79	0	0	0	2	2	0
1122	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	100	38	196	202	71	27
1123	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	127	97	75	101	203	29
1124	8	8	71	37	26	16	1	0	3	0	0	0	19	46	48	16	90	28	0	1	2	3	0	1
1125	0	0	0	0	0	0	4	7	17	3	7	0	0	0	0	0	0	0	183	100	24	30	237	22
1126	34	13	17	11	15	28	0	0	1	1	0	1	2	55	3	4	3	3	4	23	101	91	99	89
1127	0	0	2	0	3	1	0	0	0	0	0	0	0	0	2	0	2	2	5	42	156	110	113	159
1128	50	26	81	35	133	112	0	0	0	0	0	0	12	9	58	16	57	22	0	0	5	3	0	2
1129	3	7	3	7	7	3	0	0	1	0	0	0	2	16	3	1	1	1	1	0	43	26	6	45
1130	0	0	0	0	0	0	55	340	134	11	71	4	0	0	0	0	0	0	0	1	5	0	9	1
1132	0	0	0	0	0	0	79	22	67	10	14	0	0	0	0	0	0	0	127	79	31	26	166	10
1133	0	0	0	0	0	3	0	0	22	10	1	0	0	4	19	18	1	1	4	146	4	3	19	27
1134	0	0	0	0	0	1	90	14	63	8	15	4	0	2	0	0	0	0	33	39	60	57	198	41
1135	0	0	0	0	0	0	3	93	127	63	316	22	0	0	0	0	0	0	0	1	0	0	1	0
1136	0	0	0	0	0	0	121	282	151	13	58	1	0	0	0	0	0	0	0	0	0	0	0	0
1137	0	0	0	0	0	0	8	26	33	0	546	10	0	0	1	1	0	1	0	0	0	0	0	0
1138	0	0	0	0	0	0	0	3	4	197	63	354	0	0	0	0	0	0	0	3	0	0	0	1
1139	0	0	0	0	0	0	0	3	18	305	40	250	0	0	0	0	0	0	0	3	2	3	1	0
1140	0	0	0	0	0	0	24	191	133	61	192	15	0	0	0	0	0	0	1	2	1	1	2	0
1141	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	81	84	80	96	217	63
1142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	170	36	37	183	182
1143	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	90	133	86	80	176	54
1144	0	0	0	1	0	1	155	62	145	21	136	35	2	5	1	2	3	2	14	2	0	4	30	1
1145	0	0	0	0	0	0	45	76	48	7	39	3	0	0	0	0	0	0	141	66	34	26	125	11
1146	39	36	119	105	39	33	0	0	1	0	0	0	15	17	101	17	79	12	0	0	0	0	0	0
1147	0	0	0	0	0	0	0	0	3	0	612	5	0	0	0	0	0	0	0	0	0	0	0	0
1148	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	223	50	113	83	112	35
1149	0	0	1	0	0	0	187	164	213	10	41	4	0	0	0	0	0	0	1	0	0	0	0	0
1150	0	0	0	1	0	4	0	0	0	0	0	0	24	83	6	148	1	352	0	0	0	0	1	0
1152	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	74	50	167	193	113	18
1153	34	55	47	44	139	79	0	0	2	0	0	0	23	12	59	20	62	2	0	0	0	0	0	0
1154	0	0	0	0	0	0	8	96	188	60	257	10	0	0	0	0	0	0	0	0	0	0	1	0
1156	0	0	0	0	0	0	29	288	57	31	73	54	0	0	0	0	0	0	30	42	1	3	10	1
1157	0	0	0	0	0	0	7	0	2	3	0	1	0	0	0	0	0	0	36	37	124	137	222	49
1158	0	0	0	0	0	0	11	2	4	3	0	0	0	0	0	0	0	0	161	102	83	61	177	14
1159	44	168	24	33	21	14	6	0	1	0	0	0	4	0	52	14	37	37	0	0	0	0	0	0
1160	9	20	66	19	34	23	34	3	4	0	0	0	13	9	82	18	149	32	0	0	0	0	2	0
1161	45	62	82	60	39	63	0	0	0	0	0	0	2	10	38	8	56	13	0	0	4	0	1	1
1162	0	0	0	0	0	0	0	9	11	282	31	231	0	0	0	1	0	0	2	1	0	1	0	0
1163	0	0	0	0	0	0	40	112	418	3	39	0	0	0	0	0	0	0	0	0	0	2	0	0
1164	1	4	6	14	3	22	0	2	0	0	0	0	0	33	5	1	1	2	3	58	112	97	3	15
1165	24	22	8	12	23	11	0	0	0	0	0	0	1	3	8	4	8	1	0	0	233	201	3	24
1166	0	0	2	0	1	3	0	0	1	44	3	5	2	5	3	4	1	0	4	39	20	12	88	356
1167	0	0	0	0	0	0	2	0	3	5	0	0	0	0	0	0	0	0	314	59	37	29	148	13
1168	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	100	188	71	46	152	44
1169	1	0	0	3	2	0	177	108	159	18	44	3	0	1	0	1	0	0	22	18	5	7	33	1
1170	8	3	19	11	45	22	4	0	4	1	0	0	28	169	29	109	24	23	25	18	10	12	24	5
1171	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	41	27	138	144	189	63
1172	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	18	56	101	75	200	140
1173	0	0	0	0	0	1	45	1	13	1	1	0	0	1	0	0	0	0	37	151	66	66	141	81
1174	0	0	0	0	0	0	0	189	109	43	166	93	0	1	0	0	0	0	0	0	0	0	0	0
1175	0	0	1	0	0	0	12	5	3	2	0	0	0	0	0	0	0	0	17	91	58	65	326	23
1176	46	74	24	35	94	41	0	0	0	0	0	0	87	38	12	125	7	16	0	0	0	0	0	0
1177	0	0	0	0	0	0	1	0	0	16	1	5	0	0	0	0	0	0	27	46	100	99	229	78
1178	25	21	46	31	31	68	0	0	1	1	0	0	51	70	76	86	39	37	0	0	0	0	0	0
1179	22	40	55	51	7	12	0	0	0	0	0	0	51	49	43	12	186	9	0	0	2	0	1	0
1180	0	0	0	0	0	0	74	165	276	3	81	1	0	0	0	0	0	0	0	0	0	0	1	1
1181	0	0	0	0	0	0	25	93	90	29	249	114	0	0	0	0	0	0	1	0	0	0	0	0
1182	16	13	24	3	5	14	0	0	1	8	0	4	15	59	88	22	109	64	5	0	14	11	17	14
1184	64	51	56	83	72	61	0	0	0	0	0	0	22	9	47	19	42	21	0	0	1	1	0	1
1185	0	0	0	0	0	0	185	29	336	11	24	0	0	1	0	0	0	1	2	2	1	2	1	2
1186	25	36	79	36	66	84	3	3	1	1	2	0	28	22	78	22	69	11	0	2	2	0	5	2
1187	0	0	0	0	0	0	228	177	80	21	76	13	0	0	0	0	0	0	0	0	0	1	0	0
1188	23	47	17	19	42	24	0	0	0	0	0	0	20	5	56	38	105	106	0	0	0	0	0	0
1189	51	46	74	52	109	72	0	0	0	0	1	0	3	7	11	21	15	2	1	0	48	49	12	9
1190	0	0	0	0	0	0	0	18	10	139	107	317	1	0	0	0	0	0	0	1	0	0	0	0
1191	0	0	0	0	0	0	0	0	0	15	1	5	0	0	0	0	0	0	125	81	79	61	154	73
1192	0	0	0	0	2	0	0	0	1	59	0	3	0	6	0	0	0	0	7	21	77	76	124	200
1193	0	0	0	0	0	0	0	0	8	197	98	246	0	0	0	0	0	0	2	3	2	3	8	27
1194	1	0	0	0	0	0	29	134	192	38	140	50	1	0	0	0	0	0	1	1	0	1	4	1
1195	0	0	0	0	0	1	43	1	4	2	2	0	0	0	0	0	0	0	94	97	72	57	187	32
1196	0	0	0	0	0	0	213	140	102	8	56	61	1	6	0	0	0	1	0	1	1	1	0	0
1197	0	6	6	4	0	2	1	1	16	0	2	0	2	11	52	1	150	10	17	2	23	27	26	3
1198	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	208	61	83	73	148	17
1200	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	0	87	105	94	74	145	78
1201	0	0	0	0	0	0	115	5	75	85	5	2	0	0	0	0	0	0	165	24	14	16	82	3
1202	33	12	50	18	104	114	0	1	0	0	0	0	12	16	89	36	48	20	0	3	9	5	1	5
1203	0	0	0	0	0	0	0	0	10	6	245	327	0	0	0	0	0	0	0	0	0	0	1	0
1204	33	25	45	17	42	41	0	0	0	0	0	0	34	53	38	86	38	66	0	0	3	2	2	2
1206	7	11	9	14	10	12	0	0	1	0	0	0	3	117	11	5	15	12	0	0	150	145	8	24
1207	0	0	0	0	0	0	0	11	2	18	12	493	0	0	0	0	0	0	11	5	6	3	23	2
1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	86	118	108	120	16
1210	0	0	0	0	0	0	0	2	0	9	27	539	0	2	0	0	1	0	0	1	0	0	1	0
1211	1	2	0	0	0	0	207	8	17	4	2	7	0	3	2	0	0	2	6	18	21	18	180	28
1212	0	0	0	0	0	0	21	16	62	3	4	0	0	0	0	0	0	0	103	95	49	59	152	20
1213	0	0	0	0	0	0	0	60	12	209	179	121	0	0	1	0	0	0	0	0	0	0	0	0
1214	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	43	58	57	41	339	35
1215	0	0	0	0	0	0	0	1	9	46	37	30	0	0	0	0	0	0	127	61	45	29	158	38
1216	0	0	1	3	0	0	112	38	276	36	13	2	14	1	0	0	0	5	20	12	9	6	28	2
1217	59	35	36	25	111	109	0	0	0	0	0	0	14	35	36	49	26	25	0	0	0	0	0	0
1219	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	35	67	55	4	307
1220	0	0	0	0	0	0	31	190	73	29	219	32	0	1	0	0	0	0	3	1	0	0	1	0
1221	15	1	14	16	12	8	0	0	0	0	0	0	213	125	55	46	30	26	0	0	0	0	0	0
1222	0	0	0	0	0	0	0	21	2	26	64	449	0	1	0	0	0	0	0	0	0	0	0	0
1223	0	0	0	0	0	0	9	99	174	54	230	12	0	0	0	0	0	0	0	0	0	0	0	0
1225	0	0	0	0	0	0	0	1	0	0	2	65	0	0	0	0	0	0	2	19	74	43	81	291
1226	0	0	0	0	0	0	32	86	96	18	165	165	0	0	0	0	0	0	2	8	2	2	1	1
1227	49	44	49	42	59	60	0	2	0	1	0	0	14	13	39	32	107	15	0	0	0	0	0	0
1228	0	1	0	0	0	0	15	1	2	3	1	0	0	0	0	0	0	1	148	186	29	35	128	26
1229	0	0	0	0	0	0	35	5	23	3	4	0	0	0	0	0	0	0	133	141	38	37	134	21
1230	0	0	0	0	0	1	11	100	80	31	103	99	0	0	0	0	0	1	34	33	8	11	55	7
1232	0	0	0	0	0	0	0	23	12	34	325	178	0	0	0	0	0	0	0	0	0	0	0	0
1233	0	0	0	0	0	0	0	0	3	29	3	16	0	0	0	0	0	0	25	31	79	57	261	66
1234	6	2	2	2	0	7	0	0	0	66	3	10	4	117	7	5	0	3	0	5	97	105	5	112
1235	0	0	1	1	0	0	4	3	2	0	1	1	1	1	0	0	0	4	118	54	80	104	177	17
1236	0	0	6	0	2	7	0	7	7	349	18	57	3	8	16	14	2	4	2	35	5	3	14	7
1237	0	0	0	0	0	0	9	161	163	39	193	3	0	0	0	0	0	0	0	1	0	0	0	0
1238	0	0	0	0	0	0	56	8	22	16	2	0	0	0	0	0	0	0	112	152	24	24	137	16
1239	11	34	44	74	22	39	0	0	1	0	0	0	44	36	81	54	80	36	0	0	0	0	0	0
1240	4	18	83	44	12	51	0	0	0	0	0	0	49	24	84	51	99	41	0	0	0	0	0	1
1241	3	5	9	4	15	4	0	0	1	0	0	0	3	344	13	8	12	71	0	0	10	5	0	1
1242	12	10	49	12	53	3	0	0	0	0	0	0	0	2	58	12	49	7	0	0	1	1	1	0
1243	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	314	221	0	25
1244	0	0	0	0	0	0	0	20	11	311	115	102	0	1	1	1	0	1	1	0	0	0	0	0
1245	0	0	0	0	0	1	65	2	5	7	2	0	0	7	1	0	0	3	56	163	51	38	103	60
1246	0	0	0	0	0	0	79	206	143	9	81	32	0	0	0	0	0	0	3	1	0	4	8	0
1247	0	0	0	0	0	0	74	1	0	0	0	0	0	0	0	0	0	0	39	3	56	39	342	11
1248	0	0	0	0	0	0	3	92	19	81	268	96	0	0	0	0	0	0	0	0	0	0	0	3
1249	0	0	0	0	0	0	2	1	1	4	450	1	0	0	0	0	0	0	26	10	10	11	48	0
1250	0	0	0	0	0	0	48	50	32	44	90	101	0	1	0	0	0	0	6	15	47	57	60	12
1251	0	0	0	0	0	0	36	158	301	27	38	1	0	0	0	0	0	0	0	1	0	0	1	0
1252	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	3	13	14	13	114
1253	13	11	79	59	12	0	0	0	0	0	0	0	33	19	36	51	27	220	0	0	0	0	0	0
1254	0	0	0	0	0	0	148	138	228	16	22	0	0	0	0	0	0	0	2	0	0	0	8	0
1255	25	34	22	34	35	24	0	0	0	0	0	0	21	130	54	20	44	24	0	0	5	0	1	1
1256	17	8	57	10	61	18	1	0	0	0	0	0	13	13	110	12	126	27	0	0	0	1	0	1
1257	2	3	7	12	3	3	154	67	69	5	58	2	20	17	5	14	0	9	18	13	10	25	30	13
1258	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	60	41	106	89	225	35
1259	10	10	25	23	39	19	0	2	0	0	0	8	18	74	49	26	42	16	4	1	32	25	18	23
1260	0	0	0	0	0	0	0	0	6	532	5	2	0	0	0	0	0	0	0	0	3	1	1	6
1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	83	83	342	40
1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	35	92	83	291	26
1263	0	0	0	0	0	0	16	90	32	186	119	104	0	0	0	0	0	0	1	2	1	1	1	1
1264	2	1	2	1	1	3	0	0	0	0	0	0	0	5	3	0	0	0	0	1	241	153	3	43
1265	142	150	23	44	65	38	0	0	0	0	0	0	5	3	8	58	5	1	0	1	0	0	0	0
1266	0	0	0	0	0	0	287	53	35	14	15	0	0	0	0	0	0	0	33	23	25	23	42	4
1267	3	3	3	1	3	16	17	158	0	1	1	0	6	31	40	10	2	20	17	4	5	7	66	82
1269	0	1	0	0	0	2	245	78	59	10	63	13	0	3	0	1	0	0	19	12	16	7	18	2
1270	1	0	2	0	0	7	0	0	0	0	0	0	9	495	24	3	1	1	0	0	0	0	0	0
1271	0	0	0	0	0	1	97	114	236	9	15	0	0	0	0	0	0	0	23	11	4	10	28	2
1272	0	0	2	0	1	5	0	5	3	50	3	7	0	6	10	2	1	1	11	98	31	23	144	143
1273	0	0	0	0	0	0	1	0	3	8	0	0	0	1	0	0	1	0	189	76	83	68	109	10
1274	0	0	0	0	0	0	7	1	4	0	0	0	0	0	0	0	0	0	165	92	65	58	143	12
1275	1	0	9	1	5	0	0	0	0	0	0	0	24	22	177	13	224	22	0	0	0	0	2	0
1276	0	0	0	0	0	0	0	0	8	111	9	52	0	1	0	0	0	0	9	30	38	40	77	171
1277	17	10	19	10	12	22	123	94	161	4	17	0	9	7	2	12	7	8	0	1	2	4	0	1
1278	38	72	35	39	66	54	0	0	0	0	0	1	2	7	37	8	73	8	0	0	0	0	0	0
1279	26	0	28	19	13	8	1	0	0	0	0	0	48	233	47	13	24	71	0	0	0	0	1	0
1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	307	28	90	94	22	1
1281	0	0	1	0	0	0	0	9	3	54	9	16	0	0	0	0	0	0	0	0	4	1	0	105
1282	0	0	0	0	0	0	58	152	63	21	164	14	0	0	0	0	0	0	21	21	2	7	18	1
1283	0	0	7	0	1	9	0	0	0	0	0	0	3	0	104	16	0	3	4	5	51	42	234	37
1284	0	0	0	0	24	9	0	0	2	0	0	1	65	110	7	169	1	152	0	0	0	0	1	0
1285	0	0	1	0	0	3	0	0	1	91	3	20	11	16	1	8	0	4	0	21	61	36	65	189
1286	0	0	0	0	0	0	12	206	145	26	149	1	0	0	0	0	0	0	0	0	0	0	1	0
1287	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	134	64	91	88	134	11
1288	0	0	0	0	0	0	7	0	2	13	0	0	0	0	0	0	0	0	75	82	93	102	144	20
1289	0	0	0	0	3	0	102	172	189	2	49	3	0	0	0	0	0	0	2	0	5	3	7	0
1290	6	23	43	39	27	14	28	15	12	2	4	1	16	18	53	80	55	45	5	2	1	0	5	2
1291	8	4	28	5	3	12	16	0	21	1	0	1	12	13	125	15	153	20	0	0	0	1	1	0
1292	0	0	9	4	5	27	0	0	0	0	0	0	177	195	47	29	5	36	0	0	1	0	0	0
1293	0	0	0	0	0	0	0	53	70	297	114	0	0	0	0	0	0	0	0	1	0	0	1	0
1294	8	1	19	12	9	30	0	0	0	0	0	0	26	138	53	41	22	47	0	4	22	18	9	37
1295	0	0	0	0	1	0	0	0	0	0	0	0	101	107	24	17	17	253	0	0	0	0	0	0
1296	0	0	1	0	0	0	4	23	9	180	81	237	0	0	0	0	0	0	0	0	0	0	0	0
1297	0	0	1	0	0	0	29	19	22	5	3	2	0	2	1	0	0	0	51	141	52	47	115	43
1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	142	158	196	29
1299	5	3	19	5	12	2	7	0	5	1	1	3	28	84	63	20	30	38	13	6	15	11	32	3
1300	0	0	0	0	0	0	60	15	58	14	59	104	0	0	0	0	0	0	31	27	25	26	96	16
1301	6	9	15	7	20	20	0	1	1	0	0	0	4	4	10	13	5	4	0	2	176	128	7	66
1302	34	29	59	28	76	43	0	1	0	0	0	0	22	10	72	13	92	17	0	0	0	0	0	0
1303	0	0	0	0	0	0	155	153	132	10	48	1	0	0	0	0	0	0	4	10	3	3	8	2
1304	0	0	0	1	0	0	219	64	196	13	28	3	0	0	0	0	0	0	2	0	1	0	1	0
1305	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	128	30	90	59	207	12
