"","R2A_A_D1","R2A_A_D2","R2A_B_D1","R2A_B_D2","R2A_C_D1","R2A_C_D2","SF2_A_D1","SF2_A_D2","SF2_B_D1","SF2_B_D2","SF2_C_D1","SF2_C_D2","R1_A_D1","R1_A_D2","R1_B_D1","R1_B_D2","R1_C_D1","R1_C_D2","R2_A_D1","R2_A_D2","R2_B_D1","R2_B_D2","R2_C_D1","R2_C_D2"
"462",0,2639.44,90.73,954.15,1680.95,4810.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",0,5.68,5.34,0,0,0,0,0,5.12,0,0,0,4.65,4.78,4.87,32.82,73.73,308.7,687.94,6190.71,187.93,1184.87,27.63,384.74
"464",0,0,0,0,277.33,5.43,0,0,30.74,11.18,0,30.79,311.28,430.01,589.68,612.72,870.05,730.6,355.06,824,869.83,995.29,746.11,497.59
"465",530.84,1384.99,2188.3,242.88,2388.42,3105.71,19.01,0,5.12,0,44.97,0,0,0,0,0,19.66,5.15,5.55,0,0,0,0,0
"466",0,0,0,0,0,0,0,0,0,0,0,0,18.58,9.56,29.24,16.41,4.92,5.15,233.01,149.82,150.34,176.04,133.56,471.94
"467",5.59,22.7,5.34,17.35,0,0,12.67,28.5,51.24,44.74,398.27,56.45,92.92,38.22,521.45,49.24,811.07,1610.4,471.57,545.77,794.66,1943.18,175.01,1769.79
"468",0,0,5.34,0,0,0,1926.31,1048.91,1439.81,1364.49,2049.14,795.37,0,0,0,0,0,0,0,0,0,0,0,0
"469",0,5.68,10.67,5.78,5.66,0,0,0,15.37,5.59,0,5.13,339.16,334.45,1223.22,131.3,958.53,637.98,177.53,139.12,1557.1,148.95,1473.79,87.21
"470",0,5.68,5.34,0,0,0,0,0,199.83,240.46,9.64,41.05,1152.21,434.79,667.65,924.55,2207.08,643.13,66.57,1524.94,375.85,169.27,101.32,215.45
"471",0,0,0,0,0,0,0,0,5.12,0,0,0,0,4.78,0,0,0,5.15,16.64,155.17,187.93,13.54,115.14,200.06
"472",0,39.73,16.01,3180.51,73.58,586.39,0,131.11,20.5,27.96,285.85,333.54,0,0,0,0,0,0,0,0,10.74,6.77,0,5.13
"473",2715.69,1736.92,2508.54,497.32,1584.73,906.74,0,5.7,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13
"474",0,0,48.04,92.52,0,0,754.05,934.89,1152.87,1207.91,3038.38,523.4,4.65,0,0,0,0,0,0,0,0,0,0,0
"475",195.57,306.52,58.71,0,28.3,0,12.67,131.11,143.47,106.25,780.47,682.48,130.09,138.56,68.23,147.71,14.75,385.88,216.37,2664.63,536.93,1272.88,119.75,779.74
"476",2654.22,1021.72,4835.61,329.62,181.11,0,304.15,205.22,46.11,33.55,115.63,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"477",0,0,5.34,0,11.32,0,0,0,0,0,0,5.13,436.73,621.12,350.88,957.37,815.98,653.42,571.43,492.26,1138.29,792.17,934.94,389.87
"479",301.74,4393.38,1254.27,439.49,1369.66,1688.59,120.39,96.91,76.86,67.11,89.93,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"480",178.81,17.03,32.02,46.26,5.66,0,2477.58,1071.71,1521.79,1610.55,1570.58,400.25,0,0,0,0,0,0,0,0,0,0,0,0
"481",5.59,0,16.01,0,0,0,0,342.03,497.02,542.44,61.02,6552.82,4.65,0,9.75,0,34.41,41.16,11.1,26.75,32.22,47.39,0,0
"482",318.51,4938.3,902.01,751.76,2314.84,700.41,0,0,20.5,5.59,9.64,10.26,0,0,0,0,0,0,5.55,0,5.37,0,0,5.13
"483",0,0,37.36,1035.11,628.23,879.59,0,0,71.73,16.78,0,5.13,738.72,243.67,107.21,240.71,231.03,2346.14,55.48,2525.51,128.86,54.17,27.63,10.26
"484",631.43,2997.04,1782.66,451.05,3650.54,108.59,44.36,57.01,30.74,44.74,41.75,15.39,0,0,0,5.47,0,0,0,0,0,0,0,0
"485",0,0,0,0,0,0,0,0,5.12,0,0,0,46.46,38.22,414.24,54.71,44.24,5.15,11.1,0,10.74,20.31,41.45,10.26
"486",89.41,62.44,208.16,5.78,16.98,5.43,0,11.4,5.12,5.59,263.37,10.26,455.31,301.01,1476.64,284.48,403.08,267.54,227.46,465.51,1261.79,264.06,1989.62,123.12
"487",0,5.68,144.11,312.27,0,0,2008.68,2228.92,871.06,995.41,1634.82,513.14,0,0,0,0,0,0,0,0,0,0,0,0
"488",27.94,0,10.67,63.61,0,0,2674.02,552.96,256.19,335.53,3414.16,164.21,0,0,0,0,0,0,0,5.35,0,0,0,0
"489",0,5.68,0,0,5.66,0,0,0,10.25,0,0,0,422.79,157.67,389.87,218.83,1858.08,1178.21,321.78,668.83,1159.77,744.77,400.69,687.4
"490",899.64,2054.79,3885.57,375.88,2224.28,124.88,12.67,0,0,0,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",2525.7,2486.18,1889.41,410.58,1086.67,385.5,57.03,290.73,61.49,95.07,109.2,118.02,0,0,0,0,0,5.15,0,21.4,5.37,20.31,0,15.39
"492",284.98,39.73,74.72,75.18,16.98,5.43,1647.5,3334.83,758.33,704.62,1226.92,590.11,0,0,0,0,0,0,0,16.05,5.37,0,0,0
"493",0,0,0,0,5.66,0,6.34,68.41,2198.14,1957.26,41.75,764.58,60.4,119.45,121.83,32.82,1223.97,154.35,38.84,42.81,209.4,115.1,18.42,30.78
"494",3760.62,647.09,928.69,75.18,158.47,5.43,582.96,798.08,753.21,827.64,488.2,123.15,4.65,0,9.75,0,4.92,5.15,0,21.4,0,0,0,0
"495",0,681.14,0,734.41,2909.12,5168.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496",0,0,0,0,0,0,31.68,51.31,1614.02,1476.34,2383.17,1816.52,0,0,0,0,0,0,0,5.35,0,33.85,0,20.52
"497",27.94,0,0,0,0,0,0,0,0,0,3.21,0,0,23.89,1291.45,27.35,44.24,25.73,138.7,149.82,2593.37,101.56,2270.56,107.73
"498",1760.17,720.88,688.51,231.31,113.2,10.86,944.14,1915.39,701.97,704.62,838.28,338.67,0,0,0,5.47,0,5.15,0,0,0,0,0,5.13
"499",0,34.06,309.56,6436.2,939.52,1981.79,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,5.37,0,0,0
"500",0,0,10.67,0,5.66,0,0,0,0,0,3.21,0,46.46,76.45,170.57,404.83,29.49,257.25,865.47,1664.05,236.25,1496.32,193.44,3534.46
"501",111.76,0,21.35,40.48,0,5.43,2243.13,2040.8,1224.6,1414.82,1233.34,389.99,0,0,0,0,0,0,0,0,0,0,0,0
"502",983.46,806.02,1088.81,52.04,311.29,5.43,703.36,1744.37,707.09,676.65,905.73,718.4,0,0,0,5.47,4.92,5.15,0,5.35,5.37,0,9.21,0
"503",27.94,11.35,26.69,57.83,5.66,10.86,1565.12,1556.26,1275.84,1286.2,1901.4,354.07,0,0,0,0,0,0,0,5.35,0,13.54,0,5.13
"504",139.7,4058.49,1766.65,312.27,3027.97,81.44,31.68,11.4,5.12,0,25.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"505",0,0,10.67,0,11.32,0,0,0,0,11.18,9.64,5.13,473.89,234.12,565.31,311.83,1002.77,473.34,399.45,2584.37,923.52,717.69,331.6,246.23
"506",301.74,107.85,373.61,92.52,107.54,5.43,950.48,2303.03,1132.38,1224.69,1242.97,626.03,0,4.78,4.87,0,0,0,0,0,0,6.77,4.61,0
"507",5.59,11.35,0,0,0,0,12.67,153.92,435.53,335.53,112.41,1416.27,241.59,23.89,891.83,71.12,766.83,1404.6,194.18,668.83,590.62,900.5,87.51,338.57
"508",0,0,5.34,28.91,169.79,8882.76,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"509",0,0,138.77,9402.76,22.64,48.87,0,5.7,0,5.59,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0
"510",0,17.03,10.67,0,0,5.43,0,0,66.61,44.74,16.06,862.08,0,0,0,0,0,0,0,0,0,0,0,0
"511",78.23,22.7,32.02,92.52,33.96,65.15,1362.35,1202.82,1035.02,1151.99,1984.9,785.11,0,0,0,0,0,0,0,5.35,0,0,0,0
"512",0,0,0,0,0,0,0,0,0,0,0,5.13,1282.3,1614.92,1895.75,1641.21,570.2,658.56,149.79,16.05,16.11,514.57,9.21,5.13
"513",0,0,0,0,0,0,0,0,0,0,0,0,464.6,582.9,307.02,437.66,678.35,396.17,937.59,412,816.13,805.71,819.8,1067.01
"514",11.18,0,21.35,57.83,28.3,162.89,532.27,723.97,1117,1235.87,1358.6,2745.31,0,0,0,0,0,0,0,0,0,0,4.61,0
"515",0,22.7,0,5.78,0,0,6.34,0,20.5,11.18,9.64,30.79,97.57,14.33,1359.68,54.71,1012.6,1785.33,366.16,433.4,730.22,1293.2,686.23,497.59
"516",5023.47,1634.75,2076.22,104.09,328.27,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517",134.11,1458.79,480.36,248.66,3254.36,3588.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518",1184.62,79.47,186.81,173.48,28.3,5.43,1298.99,3198.02,394.54,475.34,1104.87,379.72,0,0,4.87,0,4.92,0,0,0,5.37,0,0,0
"519",5.59,5.68,21.35,2289.97,33.96,92.3,354.85,758.18,1147.75,1168.77,1419.62,728.66,0,0,0,0,0,0,0,0,0,0,0,0
"520",0,11.35,37.36,11.57,56.6,0,12.67,370.54,927.42,1012.19,83.51,4992.87,4.65,4.78,92.59,10.94,34.41,113.19,38.84,37.45,204.03,142.18,32.24,25.65
"521",61.47,2673.49,3981.64,555.14,1669.63,32.58,0,0,5.12,5.59,0,5.13,0,0,0,0,0,0,0,0,0,6.77,0,0
"522",0,0,16.01,0,5.66,0,0,0,0,0,0,0,427.43,119.45,501.96,87.53,535.8,118.34,743.42,631.38,987.95,270.83,1510.64,856.68
"523",0,5.68,0,5.78,0,0,0,0,0,0,6.42,5.13,720.13,735.79,896.7,1165.26,673.43,411.6,560.34,80.26,622.84,853.1,428.32,1154.21
"524",0,5.68,0,5.78,0,0,0,0,46.11,22.37,16.06,10.26,78.98,133.78,506.83,120.36,191.71,102.9,310.68,898.91,1020.17,385.93,999.42,1703.11
"525",0,0,5.34,0,0,0,494.25,102.61,1952.19,1856.61,2360.69,313.02,0,0,0,0,4.92,0,0,21.4,59.06,6.77,0,0
"526",0,0,0,0,45.28,0,0,17.1,891.55,738.17,0,651.69,18.58,38.22,19.49,16.41,29.49,10.29,11.1,26.75,59.06,88.02,55.27,20.52
"527",7063.03,244.08,85.4,28.91,33.96,0,348.51,188.12,235.7,206.91,260.16,76.97,0,0,0,0,0,0,5.55,53.51,0,20.31,4.61,20.52
"528",0,11.35,32.02,9275.54,11.32,5.43,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"529",0,0,5.34,0,5.66,0,6.34,17.1,2223.76,2113.85,6.42,3119.9,9.29,0,19.49,0,14.75,92.61,0,10.7,32.22,33.85,4.61,10.26
"530",50.29,11.35,58.71,0,16.98,0,6.34,74.11,1706.25,1470.74,134.9,266.83,88.27,86,740.76,93,412.91,1198.79,77.67,37.45,810.76,135.41,165.8,92.34
"531",44.7,3683.86,3234.42,647.67,1177.23,16.29,0,5.7,5.12,0,3.21,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"532",5.59,539.24,186.81,8055.38,220.73,92.3,0,0,0,0,0,0,0,0,0,10.94,0,0,0,10.7,0,0,0,0
"533",0,5.68,10.67,0,0,0,0,0,0,0,0,0,603.98,1213.58,272.91,443.13,265.44,334.43,2102.65,310.34,182.56,277.6,621.76,1344.02
"534",2391.6,2077.49,2471.18,335.4,1030.08,59.73,107.72,136.81,25.62,22.37,35.33,30.79,0,0,0,0,4.92,0,0,0,0,0,4.61,10.26
"535",27.94,1788.01,1078.14,260.22,3712.8,1932.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",0,56.76,181.47,167.7,186.77,81.44,57.03,108.31,286.94,313.16,764.41,1349.56,27.88,66.89,121.83,16.41,132.72,668.86,377.26,1048.73,359.74,1313.51,32.24,348.83
"537",83.82,22.7,32.02,23.13,22.64,0,3117.57,1254.13,1127.25,1224.69,1140.2,189.86,0,0,0,0,0,0,0,0,0,0,0,0
"538",0,11.35,10.67,0,11.32,0,6.34,0,5.12,0,0,0,227.65,47.78,414.24,120.36,717.67,231.53,1436.9,1920.89,1460.45,528.11,345.42,672.01
"539",201.16,2962.98,3474.59,167.7,1839.42,59.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540",111.76,1248.77,218.83,17.35,28.3,27.15,25.35,199.52,240.82,201.32,160.59,446.43,32.52,14.33,38.99,21.88,34.41,391.02,116.51,599.27,198.66,697.38,36.84,76.95
"541",0,0,0,0,5.66,0,0,0,0,5.59,0,0,487.83,544.68,194.94,579.89,1823.67,365.3,144.24,294.29,821.5,331.76,865.85,282.14
"542",653.78,4592.05,1510.46,150.35,1799.8,21.72,6.34,5.7,0,0,6.42,0,0,0,0,5.47,0,0,0,0,0,6.77,0,0
"543",11.18,0,64.05,4302.37,5.66,130.31,228.12,444.64,748.08,710.21,398.27,1354.69,0,0,0,0,0,0,0,0,0,0,0,0
"544",1927.81,3008.39,2855.47,173.48,356.56,10.86,0,11.4,20.5,5.59,32.12,61.58,0,9.56,19.49,0,0,30.87,5.55,16.05,26.85,13.54,4.61,0
"546",0,11.35,0,5.78,628.23,7563.38,25.35,51.31,10.25,16.78,51.39,0,0,0,0,0,0,0,0,0,0,0,0,0
"547",0,11.35,0,5.78,0,0,0,0,0,0,0,0,1756.2,1175.36,92.59,300.89,806.15,370.44,160.89,535.07,451.02,216.66,253.31,292.4
"548",2441.89,1379.32,1921.43,144.57,401.84,16.29,228.12,535.85,256.19,246.06,427.17,153.94,4.65,0,0,0,0,0,0,32.1,0,0,4.61,0
"549",1095.22,539.24,517.72,138.79,141.49,0,500.59,2177.62,517.51,525.67,957.12,687.61,0,0,0,0,0,0,0,21.4,5.37,0,0,5.13
"550",206.75,5.68,117.42,416.36,39.62,48.87,114.06,866.49,1429.56,1258.24,966.76,2073.09,0,0,0,0,0,0,0,0,0,0,0,0
"551",0,1254.44,69.39,2417.19,79.24,206.32,19.01,353.44,112.73,117.44,67.45,974.97,0,0,0,0,4.92,5.15,5.55,96.31,32.22,115.1,0,0
"552",5.59,5.68,10.67,0,0,0,0,5.7,169.09,123.03,12.85,35.92,343.81,205.45,984.42,711.19,904.46,519.65,310.68,663.48,590.62,765.09,198.04,374.48
"553",94.99,11.35,106.75,5834.8,56.6,1167.36,44.36,592.86,71.73,27.96,256.95,71.84,4.65,4.78,0,10.94,4.92,5.15,0,26.75,5.37,6.77,0,10.26
"554",1201.39,874.14,1953.46,80.96,684.83,16.29,1070.87,604.26,210.08,341.12,526.74,97.5,27.88,19.11,4.87,27.35,34.41,20.58,11.1,139.12,26.85,40.62,9.21,15.39
"555",625.84,119.2,6885.14,121.44,237.71,48.87,12.67,0,5.12,0,3.21,0,4.65,0,4.87,5.47,0,5.15,5.55,0,5.37,6.77,0,10.26
"556",0,1220.38,16.01,907.89,696.15,5044.06,6.34,222.32,81.98,50.33,25.69,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"557",2777.16,2145.61,3154.36,34.7,141.49,0,12.67,0,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559",78.23,5.68,10.67,34.7,0,0,893.45,2097.81,1076.01,1140.81,1304,713.27,0,0,0,0,0,0,0,5.35,0,0,0,0
"560",156.46,17.03,74.72,121.44,11.32,5.43,1736.21,1601.86,999.15,1129.62,1336.12,256.57,0,0,0,5.47,0,0,0,0,0,0,4.61,0
"561",0,0,0,0,0,0,0,0,235.7,234.87,3.21,15.39,134.73,124.22,112.09,196.95,349,329.28,316.23,1862.03,1637.64,826.02,488.19,969.54
"562",0,0,0,0,5.66,0,0,0,5.12,33.55,0,5.13,167.26,219.78,287.53,410.3,201.54,375.59,2468.81,802.6,408.07,968.2,405.29,1015.71
"563",22.35,0,5.34,5.78,0,0,766.72,541.55,2244.25,2348.72,1079.17,318.15,0,0,0,0,0,0,0,5.35,0,0,0,0
"564",201.16,102.17,186.81,173.48,792.37,6238.56,38.02,39.9,46.11,50.33,77.08,30.79,0,0,0,0,0,0,0,26.75,5.37,0,0,0
"565",0,0,0,109.87,0,5.43,50.69,564.36,2013.68,1660.88,388.63,2678.6,0,0,0,0,4.92,15.44,5.55,32.1,10.74,0,0,5.13
"567",117.34,5.68,48.04,63.61,5.66,54.3,2978.17,1105.91,799.32,710.21,1406.78,153.94,0,0,0,0,0,0,0,0,0,0,0,5.13
"568",1218.15,2219.4,3197.05,393.23,973.48,5.43,19.01,0,0,11.18,38.54,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"570",16.76,0,16.01,92.52,0,0,1292.65,1214.22,1198.99,1314.16,1416.41,605.51,0,0,0,0,0,0,0,0,0,0,0,0
"572",1307.55,130.55,571.09,381.66,67.92,81.44,639.99,490.25,696.85,615.14,1583.43,405.38,0,0,0,0,0,0,0,0,0,0,0,0
"573",368.8,3451.13,378.95,167.7,3656.2,190.03,0,0,0,5.59,16.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",39.11,0,0,0,0,0,120.39,34.2,174.21,184.54,44.97,35.92,427.43,449.12,589.68,481.42,530.88,751.18,144.24,460.16,590.62,426.55,299.36,220.58
"575",0,2230.75,48.04,3822.4,611.25,1438.83,0,0,5.12,0,9.64,0,0,0,0,0,0,0,0,0,5.37,13.54,0,0
"576",11.18,5.68,10.67,0,0,0,25.35,1579.06,1839.47,1711.21,504.26,1021.15,0,0,34.11,5.47,24.58,36.02,5.55,90.96,37.59,6.77,23.03,5.13
"577",905.23,2662.14,3805.51,237.09,237.71,5.43,0,11.4,5.12,0,0,5.13,0,0,0,5.47,0,0,0,0,0,0,0,0
"579",0,2094.52,58.71,1168.12,571.64,4050.45,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,0
"580",3330.35,1657.45,1729.29,300.7,854.62,54.3,0,17.1,15.37,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"581",854.94,300.84,523.06,52.04,50.94,16.29,12.67,11.4,30.74,5.59,28.91,5.13,204.42,200.67,526.33,552.54,127.8,339.57,649.1,395.95,316.79,1076.54,161.2,1072.14
"582",564.37,56.76,138.77,57.83,16.98,0,1089.88,461.75,1706.25,1700.02,995.66,328.41,0,0,0,0,0,0,0,5.35,0,0,0,0
"583",100.58,1163.62,208.16,1358.95,1126.29,2866.81,19.01,159.62,87.11,95.07,93.14,487.48,0,0,0,0,0,0,0,0,0,0,0,0
"584",178.81,238.4,128.1,28.91,16.98,173.75,2553.62,444.64,783.95,810.87,1471.01,148.81,0,4.78,0,0,0,0,0,0,0,0,0,0
"585",0,2117.23,21.35,69.39,3910.89,1764.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586",100.58,22.7,10.67,11.57,0,0,0,0,10.25,0,3.21,0,120.8,339.23,1169.61,1985.86,54.07,30.87,643.55,48.16,671.16,81.25,1179.03,148.77
"587",50.29,845.75,2028.18,537.8,3435.47,841.58,0,5.7,5.12,5.59,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0
"588",0,0,16.01,0,0,0,0,0,0,0,0,0,0,4.78,58.48,16.41,29.49,0,22.19,58.86,1508.77,74.48,1473.79,51.3
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,82.85,5.47,9.83,10.29,116.51,288.94,102.02,54.17,248.7,0
"590",0,5.68,0,0,0,0,6.34,5.7,3269.03,3019.78,141.32,533.67,4.65,9.56,19.49,21.88,24.58,5.15,11.1,69.56,91.28,20.31,41.45,5.13
"591",3995.31,732.23,2828.78,17.35,84.9,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"592",0,102.17,53.37,3030.16,254.69,1047.91,0,0,5.12,0,6.42,35.92,0,0,0,0,0,0,0,0,0,0,4.61,0
"593",0,0,0,0,0,0,12.67,387.64,2823.25,2415.82,655.21,646.56,0,0,0,0,4.92,0,5.55,5.35,0,0,0,0
"594",5.59,85.14,133.43,1711.7,1596.05,3561.79,0,28.5,0,11.18,3.21,92.37,0,0,0,0,0,0,0,0,0,0,0,0
"595",0,5.68,0,0,0,0,0,0,5.12,5.59,0,0,134.73,95.56,760.25,175.06,1056.84,493.92,188.63,165.87,1197.35,155.73,1506.03,61.56
"596",0,0,0,5.78,0,0,0,0,66.61,83.88,0,41.05,492.48,372.67,687.15,470.48,1081.42,1327.42,110.96,251.48,757.07,358.85,465.17,133.38
"597",145.28,68.11,53.37,17.35,28.3,10.86,6.34,0,0,0,0,10.26,204.42,444.34,180.32,339.18,594.78,282.98,560.34,347.79,907.41,778.63,612.54,820.77
"598",39.11,124.88,165.46,46.26,79.24,0,101.38,307.83,450.9,391.45,491.41,1985.86,0,0,29.24,0,39.32,344.72,171.98,1198.55,246.99,670.3,4.61,184.67
"599",251.45,39.73,117.42,28.91,16.98,0,1571.46,319.23,66.61,55.92,1304,123.15,0,4.78,151.08,10.94,4.92,5.15,5.55,10.7,241.62,13.54,188.83,10.26
"600",11.18,0,0,5.78,0,0,912.46,353.44,1736.99,2041.15,1252.61,266.83,0,0,0,0,0,0,0,10.7,0,0,0,0
"601",94.99,17.03,16.01,46.26,39.62,86.87,1337.01,2183.32,722.47,749.35,1069.54,518.27,0,0,4.87,0,0,0,0,5.35,0,0,0,0
"602",2073.09,823.05,768.57,133,90.56,10.86,576.62,946.29,425.28,447.37,497.83,261.7,0,0,9.75,5.47,0,10.29,22.19,48.16,16.11,33.85,9.21,41.04
"603",0,0,5.34,0,0,0,0,0,0,0,0,0,83.63,162.45,419.11,153.18,162.21,123.48,393.9,240.78,1320.85,209.89,1888.3,615.58
"604",201.16,5.68,48.04,161.92,33.96,0,1305.33,1128.71,978.66,1101.66,1326.48,389.99,0,0,0,0,0,0,0,5.35,0,0,0,0
"605",22.35,0,26.69,5.78,0,0,0,0,0,5.59,9.64,5.13,209.07,66.89,716.39,109.41,580.03,1198.79,449.38,315.69,757.07,1049.45,667.81,610.45
"606",1095.22,669.79,5038.43,46.26,430.14,27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607",173.22,4518.26,197.48,23.13,1963.94,667.84,0,5.7,5.12,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"609",0,5.68,5.34,0,0,0,0,0,20.5,33.55,0,0,4.65,0,0,5.47,0,56.6,127.6,6404.73,177.19,108.33,4.61,71.82
"610",5.59,0,0,0,5.66,0,0,17.1,143.47,95.07,25.69,138.55,283.41,133.78,1077.02,382.95,663.6,391.02,83.22,2397.09,381.22,216.66,50.66,82.08
"611",0,0,0,0,0,0,12.67,0,15.37,16.78,12.85,15.39,952.43,1084.58,448.35,366.54,786.49,550.52,194.18,96.31,655.05,155.73,566.49,46.17
"612",0,5.68,10.67,0,5.66,0,0,0,0,0,0,0,190.49,329.67,336.26,38.29,231.03,951.83,854.37,331.74,907.41,1496.32,746.11,692.53
"613",189.99,62.44,53.37,17.35,22.64,0,899.79,2342.93,778.83,788.5,969.97,456.7,0,4.78,4.87,10.94,0,0,0,85.61,0,6.77,4.61,0
"614",0,22.7,0,0,0,5.43,0,159.62,87.11,83.88,57.81,6260.33,0,0,0,0,0,0,0,5.35,0,6.77,0,5.13
"615",11.18,0,101.41,474.19,0,0,4613,1208.52,66.61,55.92,774.05,56.45,0,0,4.87,0,0,0,0,0,0,0,0,0
"616",5051.41,1975.32,208.16,0,101.88,16.29,0,0,5.12,5.59,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"617",5.59,11.35,453.67,6858.35,147.15,70.58,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0
"619",3447.7,647.09,1232.92,23.13,209.41,10.86,392.87,176.72,76.86,139.8,89.93,15.39,4.65,4.78,0,16.41,4.92,36.02,61.03,133.77,5.37,277.6,4.61,235.97
"620",5.59,2111.55,966.05,300.7,1494.18,2383.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621",201.16,2792.69,736.55,260.22,1896.02,1422.54,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"622",27.94,0,26.69,52.04,5.66,32.58,1793.24,1778.58,840.31,1101.66,847.92,313.02,0,0,0,0,0,0,0,5.35,0,0,0,0
"623",2207.2,1793.68,1590.52,161.92,1301.74,54.3,6.34,28.5,30.74,16.78,19.27,20.53,0,0,0,0,0,0,5.55,0,5.37,0,0,0
"624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,25.73,149.79,10.7,150.34,13.54,5535.93,159.02
"625",0,107.85,48.04,1775.31,1556.43,3746.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626",642.6,1265.79,1841.37,115.66,1273.45,10.86,424.55,353.44,276.69,329.94,353.3,87.23,0,0,0,0,0,0,0,0,0,0,0,0
"627",1899.87,2168.31,1723.95,121.44,1097.99,130.31,31.68,28.5,0,0,16.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"628",1262.85,1833.41,3383.86,225.53,333.93,10.86,19.01,17.1,15.37,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"629",0,5.68,16.01,0,0,0,0,0,5.12,5.59,0,0,571.46,425.23,526.33,579.89,407.99,1121.62,477.12,406.65,520.82,649.98,373.05,446.3
"630",50.29,11.35,5.34,11.57,0,0,1660.17,655.57,1209.23,1275.02,1246.19,246.31,0,0,0,0,0,0,0,0,0,0,0,0
"631",2916.85,28.38,603.12,11.57,56.6,5.43,19.01,5.7,107.6,95.07,67.45,189.86,4.65,23.89,77.97,21.88,49.16,51.45,83.22,165.87,531.56,6.77,419.11,128.25
"632",0,0,0,5.78,0,0,348.51,210.92,1567.9,1565.81,1185.16,1221.28,0,0,0,0,0,0,0,0,0,0,0,0
"633",16.76,17.03,10.67,34.7,33.96,0,1641.16,2109.21,532.88,564.81,1146.62,359.2,0,0,0,0,0,0,0,0,0,0,0,0
"634",134.11,11.35,21.35,75.18,0,0,1349.68,1841.28,1014.53,833.24,793.32,549.06,0,0,0,0,0,0,5.55,0,0,0,0,0
"635",486.14,17.03,144.11,63.61,39.62,0,2414.22,974.8,538.01,570.4,1136.98,138.55,0,0,0,0,0,0,0,0,0,0,0,0
"636",22.35,312.19,368.27,2573.33,979.14,2698.49,0,28.5,10.25,5.59,22.48,76.97,0,0,0,0,0,0,0,0,0,0,0,0
"637",251.45,238.4,304.23,46.26,532.02,16.29,183.76,68.41,15.37,22.37,366.15,61.58,69.69,143.34,34.11,76.59,49.16,66.89,27.74,74.91,166.45,40.62,55.27,51.3
"638",0,0,0,0,5.66,0,0,0,0,0,3.21,0,0,4.78,48.73,10.94,9.83,15.44,382.8,74.91,53.69,121.87,82.9,66.69
"639",5.59,5.68,5.34,0,0,0,0,62.71,1783.11,1593.77,128.47,2011.51,37.17,14.33,68.23,16.41,93.4,195.51,22.19,208.68,102.02,176.04,18.42,30.78
"640",1586.95,2202.37,2022.84,104.09,1075.35,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641",0,0,5.34,0,0,0,0,0,25.62,22.37,0,10.26,18.58,4.78,38.99,5.47,88.48,51.45,138.7,893.56,214.77,514.57,133.56,271.88
"642",0,5.68,0,0,0,0,0,5.7,2300.62,1761.54,64.24,826.16,264.82,129,73.1,114.88,142.55,216.09,16.64,363.84,80.54,101.56,23.03,56.43
