"","R2A_A_D1","R2A_A_D2","R2A_B_D1","R2A_B_D2","R2A_C_D1","R2A_C_D2","SF2_A_D1","SF2_A_D2","SF2_B_D1","SF2_B_D2","SF2_C_D1","SF2_C_D2","R1_A_D1","R1_A_D2","R1_B_D1","R1_B_D2","R1_C_D1","R1_C_D2","R2_A_D1","R2_A_D2","R2_B_D1","R2_B_D2","R2_C_D1","R2_C_D2"
"3350",0,0,0,0,0,0,0,0,128.1,139.8,3.21,10.26,4.65,0,4.87,0,4.92,5.15,5.55,401.3,16.11,6.77,4.61,0
"3351",0,0,0,0,0,0,367.52,11.4,112.73,139.8,125.26,0,0,0,0,0,0,0,0,0,0,0,0,0
"3353",0,0,0,34.7,0,0,183.76,125.41,112.73,134.21,122.05,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"3354",0,0,5.34,11.57,0,0,411.87,74.11,25.62,33.55,173.44,0,0,0,0,0,0,0,0,0,0,0,0,0
"3355",5.59,51.09,368.27,144.57,220.73,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3356",50.29,22.7,69.39,17.35,0,0,6.34,17.1,5.12,11.18,12.85,466.96,0,0,0,5.47,0,0,27.74,16.05,0,6.77,0,20.52
"3357",0,0,0,0,0,21.72,82.37,17.1,204.95,218.1,105.99,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"3358",0,0,0,0,0,0,133.07,171.02,143.47,150.99,99.57,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"3359",55.88,136.23,74.72,28.91,62.26,5.43,114.06,68.41,30.74,39.15,105.99,20.53,0,0,0,0,0,0,0,0,0,0,0,0
"3360",100.58,5.68,32.02,11.57,0,0,101.38,233.72,35.87,50.33,118.84,35.92,4.65,0,0,0,0,0,0,0,0,0,0,0
"3361",5.59,11.35,0,5.78,0,0,221.78,136.81,61.49,78.29,163.8,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"3362",273.8,170.29,314.9,11.57,22.64,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3363",94.99,96.5,410.97,34.7,84.9,0,19.01,0,10.25,11.18,19.27,0,0,0,0,0,0,0,0,0,0,0,0,0
"3364",0,0,0,0,0,0,228.12,17.1,46.11,67.11,253.73,30.79,0,0,0,0,0,0,0,0,0,0,0,0
"3365",0,0,0,0,0,0,82.37,39.9,102.48,117.44,215.19,87.23,0,0,0,0,0,0,0,0,0,0,0,0
"3366",0,0,0,5.78,0,0,348.51,136.81,56.36,72.7,118.84,20.53,0,0,0,0,0,0,0,0,0,0,0,0
"3367",0,0,0,0,0,0,6.34,34.2,51.24,83.88,99.57,420.78,0,0,0,0,0,0,0,0,0,0,0,0
"3368",0,0,0,0,0,0,0,0,20.5,11.18,3.21,10.26,74.34,19.11,4.87,21.88,19.66,25.73,16.64,454.81,16.11,27.08,4.61,10.26
"3369",547.61,130.55,53.37,5.78,39.62,0,0,5.7,5.12,5.59,3.21,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3370",22.35,289.49,53.37,52.04,396.18,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3371",0,0,0,0,0,0,50.69,17.1,143.47,212.5,160.59,92.37,0,0,0,0,0,0,0,0,0,0,0,0
"3372",0,11.35,5.34,508.88,45.28,238.9,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"3374",0,0,0,0,0,0,101.38,17.1,220.33,173.36,144.53,35.92,0,0,0,0,0,0,0,0,0,0,0,0
"3375",525.26,158.93,96.07,11.57,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3376",111.76,244.08,362.94,57.83,11.32,0,6.34,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3377",419.09,11.35,256.19,5.78,11.32,0,19.01,0,0,0,6.42,5.13,0,0,0,0,0,0,0,0,0,6.77,0,51.3
"3378",0,0,0,17.35,50.94,722.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3379",0,0,5.34,0,0,0,0,11.4,20.5,27.96,3.21,20.53,18.58,4.78,4.87,10.94,39.32,25.73,72.12,304.99,75.17,47.39,18.42,15.39
"3380",0,0,5.34,0,0,0,0,0,5.12,0,0,0,0,0,14.62,5.47,0,41.16,22.19,492.26,48.32,47.39,9.21,71.82
"3381",5.59,0,5.34,0,0,0,63.37,176.72,61.49,106.25,186.29,61.58,0,0,0,0,0,0,0,0,0,0,0,0
"3382",22.35,5.68,314.9,40.48,243.37,103.16,0,5.7,0,5.59,3.21,5.13,0,0,0,0,4.92,5.15,5.55,5.35,5.37,6.77,4.61,0
"3383",27.94,22.7,16.01,34.7,594.27,59.73,0,0,0,5.59,22.48,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3384",0,0,26.69,653.45,16.98,0,19.01,91.21,5.12,11.18,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3385",100.58,187.31,325.58,11.57,28.3,0,12.67,11.4,0,11.18,61.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"3386",5.59,0,0,0,0,0,82.37,148.21,138.34,134.21,141.32,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"3387",0,0,5.34,161.92,22.64,591.82,0,5.7,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3388",0,0,26.69,57.83,152.81,548.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3392",0,0,5.34,28.91,0,0,95.05,108.31,128.1,128.62,128.47,76.97,0,0,0,0,0,0,0,0,0,0,0,0
"3393",0,11.35,10.67,5.78,0,0,0,0,0,5.59,0,0,92.92,71.67,34.11,82.06,78.65,25.73,49.93,85.61,10.74,88.02,13.82,56.43
"3394",16.76,113.52,592.44,23.13,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3395",67.05,79.47,405.64,17.35,152.81,0,12.67,0,10.25,5.59,19.27,0,0,0,0,0,0,0,0,0,0,0,0,0
"3396",0,5.68,0,0,0,0,0,0,117.85,67.11,6.42,71.84,18.58,4.78,68.23,38.29,58.99,82.32,16.64,32.1,64.43,47.39,13.82,30.78
"3398",0,73.79,21.35,0,62.26,0,101.38,45.6,30.74,55.92,83.51,5.13,0,0,19.49,32.82,19.66,20.58,0,10.7,21.48,20.31,27.63,15.39
"3399",0,0,0,0,0,0,443.56,34.2,112.73,139.8,61.02,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3400",0,0,0,0,0,0,0,0,56.36,61.51,6.42,15.39,0,0,0,10.94,9.83,5.15,38.84,363.84,96.65,20.31,4.61,0
"3401",0,340.57,64.05,34.7,215.07,32.58,57.03,28.5,5.12,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,0
"3402",352.03,215.7,165.46,11.57,28.3,0,0,0,5.12,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3403",0,0,0,173.48,5.66,65.15,0,68.41,56.36,55.92,99.57,153.94,0,0,0,0,0,0,0,0,5.37,0,0,0
"3404",413.5,68.11,176.13,5.78,45.28,0,6.34,0,0,0,41.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"3405",430.26,187.31,117.42,52.04,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3406",0,28.38,10.67,0,5.66,0,6.34,17.1,20.5,11.18,6.42,25.66,9.29,4.78,43.86,16.41,49.16,77.18,33.29,64.21,134.23,128.64,18.42,25.65
"3408",83.82,368.95,85.4,11.57,249.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3409",508.49,51.09,117.42,5.78,11.32,0,12.67,11.4,0,0,9.64,0,0,0,0,0,0,0,0,5.35,0,6.77,9.21,30.78
"3410",0,0,0,0,0,0,12.67,62.71,148.59,67.11,67.45,343.8,0,0,0,0,0,0,0,0,0,0,0,0
"3411",44.7,85.14,42.7,40.48,164.13,358.35,19.01,0,5.12,5.59,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0
"3412",0,0,0,0,0,0,0,0,128.1,134.21,16.06,323.28,4.65,4.78,4.87,5.47,9.83,41.16,5.55,5.35,21.48,6.77,13.82,0
"3413",0,0,0,0,0,0,221.78,199.52,76.86,33.55,144.53,30.79,0,0,0,0,0,0,0,0,0,0,0,0
"3414",0,0,0,0,0,0,0,0,5.12,22.37,19.27,5.13,9.29,0,0,10.94,265.44,298.41,5.55,32.1,5.37,40.62,0,0
"3415",55.88,147.58,298.89,121.44,152.81,0,0,0,0,5.59,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3416",0,0,5.34,5.78,0,0,44.36,0,76.86,16.78,305.12,102.63,0,0,0,0,0,0,0,0,0,0,0,0
"3417",0,0,16.01,711.28,11.32,32.58,0,22.8,0,0,3.21,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3418",0,11.35,5.34,0,0,10.86,0,0,0,0,0,0,4.65,19.11,19.49,120.36,98.31,36.02,88.77,69.56,75.17,81.25,13.82,92.34
"3419",83.82,283.81,202.82,5.78,203.75,0,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3421",67.05,45.41,106.75,532.01,33.96,5.43,0,0,5.12,0,3.21,0,0,0,0,0,0,0,0,5.35,0,0,0,0
"3422",0,0,0,0,0,0,101.38,108.31,112.73,178.95,141.32,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"3423",0,17.03,0,289.14,84.9,390.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3424",173.22,56.76,48.04,0,0,0,101.38,57.01,25.62,39.15,160.59,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3425",22.35,11.35,16.01,11.57,5.66,0,82.37,302.13,56.36,100.66,57.81,82.1,0,0,0,0,0,0,0,0,0,0,0,0
"3427",0,0,0,0,0,0,0,0,25.62,11.18,0,5.13,9.29,4.78,53.61,5.47,103.23,169.79,0,85.61,96.65,47.39,41.45,30.78
"3428",0,0,0,0,0,0,12.67,45.6,128.1,111.84,105.99,164.21,0,0,0,0,0,0,0,5.35,0,0,0,0
"3430",0,0,64.05,0,718.79,0,6.34,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3431",0,0,5.34,63.61,0,0,12.67,79.81,71.73,111.84,176.65,123.15,0,0,0,0,0,0,0,0,0,0,0,0
"3432",402.32,96.5,261.53,5.78,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3434",0,17.03,0,0,0,0,0,0,0,0,0,0,0,28.67,87.72,153.18,4.92,61.74,110.96,26.75,75.17,148.95,23.03,25.65
"3435",0,0,0,0,0,0,0,0,0,0,0,0,88.27,157.67,112.09,21.88,54.07,41.16,22.19,0,80.54,20.31,36.84,0
"3436",508.49,164.61,96.07,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13
"3439",72.64,221.37,138.77,57.83,141.49,16.29,44.36,5.7,10.25,5.59,41.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"3440",11.18,11.35,21.35,427.92,45.28,54.3,0,0,40.99,33.55,54.6,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"3441",106.17,130.55,426.99,34.7,67.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3442",0,0,0,23.13,0,5.43,38.02,51.31,71.73,117.44,131.68,118.02,4.65,0,0,5.47,0,5.15,0,58.86,10.74,13.54,0,0
"3444",0,0,0,0,0,0,0,0,0,0,0,0,9.29,57.33,68.23,300.89,4.92,0,66.57,10.7,42.95,33.85,64.48,15.39
"3445",0,0,0,0,0,0,0,0,20.5,5.59,0,0,37.17,4.78,97.47,10.94,88.48,231.53,5.55,37.45,64.43,88.02,9.21,25.65
"3447",0,0,0,254.44,62.26,352.92,0,11.4,15.37,22.37,12.85,30.79,0,0,0,0,0,0,0,0,0,0,0,0
"3448",0,0,0,0,0,0,0,0,0,0,0,0,46.46,52.56,38.99,49.24,68.82,61.74,0,214.03,75.17,33.85,23.03,51.3
"3449",27.94,45.41,432.32,0,22.64,0,76.04,34.2,35.87,22.37,38.54,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3450",0,147.58,16.01,34.7,266.01,168.32,0,0,0,0,3.21,0,0,0,0,0,0,5.15,0,0,0,0,0,0
"3454",0,0,5.34,11.57,0,0,291.48,165.32,61.49,95.07,96.35,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3455",16.76,5.68,5.34,0,0,0,0,11.4,5.12,5.59,3.21,5.13,4.65,4.78,43.86,10.94,54.07,133.77,44.38,74.91,69.8,189.58,36.84,20.52
"3456",0,0,0,5.78,0,0,310.49,39.9,76.86,162.17,122.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"3457",5.59,45.41,64.05,57.83,481.08,114.02,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,0
"3458",5.59,5.68,0,0,0,0,183.76,199.52,40.99,111.84,105.99,56.45,0,4.78,0,0,0,0,0,0,0,0,0,0
"3459",0,0,0,0,0,0,0,0,0,0,0,5.13,0,14.33,19.49,16.41,0,51.45,16.64,90.96,69.8,311.45,13.82,148.77
"3460",0,0,0,0,0,0,0,5.7,61.49,61.51,6.42,30.79,55.75,0,73.1,0,98.31,77.18,5.55,37.45,75.17,33.85,23.03,15.39
"3461",55.88,346.25,224.17,17.35,124.51,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3462",33.53,141.91,165.46,121.44,67.92,16.29,19.01,0,0,0,115.63,0,0,0,0,10.94,0,0,0,0,0,0,0,0
"3463",5.59,0,5.34,5.78,0,0,6.34,5.7,0,0,414.32,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"3466",117.34,73.79,181.47,46.26,84.9,0,0,5.7,0,5.59,9.64,0,4.65,9.56,14.62,16.41,0,5.15,22.19,32.1,10.74,54.17,0,61.56
"3467",72.64,5.68,37.36,28.91,28.3,5.43,44.36,45.6,102.48,72.7,93.14,128.29,0,0,0,0,0,0,0,0,5.37,0,0,0
"3468",0,0,0,0,0,21.72,6.34,5.7,46.11,50.33,16.06,559.32,0,0,0,0,0,0,0,0,0,0,0,0
"3470",0,62.44,69.39,86.74,328.27,222.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3471",0,0,0,0,0,0,215.44,17.1,61.49,55.92,244.1,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3472",33.53,164.61,42.7,17.35,373.54,141.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3473",11.18,482.48,48.04,0,33.96,0,0,0,0,0,0,0,4.65,4.78,0,5.47,0,0,5.55,26.75,0,6.77,4.61,0
"3475",33.53,5.68,138.77,5.78,5.66,0,12.67,0,0,11.18,9.64,0,0,9.56,14.62,38.29,9.83,10.29,16.64,69.56,102.02,6.77,101.32,10.26
"3476",0,0,0,0,0,0,158.41,153.92,92.23,100.66,150.96,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3477",5.59,5.68,80.06,0,0,0,6.34,0,0,0,0,0,4.65,9.56,92.59,21.88,14.75,5.15,5.55,16.05,139.6,6.77,234.89,0
"3478",0,0,0,0,0,0,0,17.1,46.11,11.18,0,549.06,0,0,0,0,0,0,0,16.05,5.37,47.39,0,5.13
"3479",0,0,0,5.78,0,0,291.48,96.91,46.11,39.15,183.07,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3480",39.11,102.17,85.4,254.44,147.15,119.45,0,5.7,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3481",0,0,0,0,0,0,0,0,0,0,0,0,69.69,14.33,48.73,98.47,108.14,164.64,77.67,26.75,10.74,108.33,0,0
"3482",0,0,0,0,0,0,0,0,292.06,285.2,12.85,76.97,4.65,4.78,0,5.47,0,15.44,0,5.35,0,0,0,0
"3484",0,0,0,0,0,0,310.49,34.2,20.5,16.78,237.67,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3485",0,5.68,0,0,0,0,0,0,0,0,12.85,0,4.65,114.67,4.87,16.41,4.92,10.29,38.84,160.52,80.54,121.87,32.24,56.43
"3486",0,0,0,5.78,0,0,38.02,39.9,5.12,11.18,25.69,10.26,23.23,14.33,68.23,54.71,9.83,61.74,38.84,37.45,37.59,40.62,96.72,56.43
"3487",22.35,175.96,154.78,34.7,367.88,0,6.34,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"3488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,610.27,26.75,10.74,13.54,0,15.39
"3489",5.59,0,21.35,0,5.66,0,12.67,11.4,97.35,111.84,231.25,56.45,0,0,0,0,0,0,5.55,5.35,10.74,0,0,5.13
"3490",0,0,0,5.78,0,0,101.38,45.6,81.98,50.33,263.37,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"3491",391.15,0,16.01,0,0,0,12.67,0,10.25,11.18,9.64,5.13,0,0,0,0,4.92,0,5.55,128.42,0,148.95,0,20.52
"3492",128.52,397.33,138.77,0,101.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3493",0,5.68,5.34,127.22,16.98,0,19.01,131.11,10.25,22.37,77.08,66.71,0,0,9.75,0,14.75,15.44,16.64,16.05,48.32,94.79,0,5.13
"3494",0,90.82,309.56,283.35,45.28,5.43,0,0,0,0,0,0,0,0,0,5.47,0,0,0,0,0,6.77,0,5.13
"3495",5.59,0,640.48,5.78,0,76.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3496",223.51,79.47,293.55,11.57,113.2,21.72,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3497",83.82,0,26.69,5.78,0,0,164.75,245.12,46.11,33.55,96.35,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3499",0,0,0,0,0,0,0,0,5.12,11.18,0,10.26,4.65,4.78,9.75,10.94,4.92,30.87,49.93,304.99,75.17,60.94,13.82,61.56
"3500",0,0,21.35,445.27,50.94,206.32,0,0,5.12,5.59,12.85,5.13,0,0,0,5.47,0,0,0,0,0,0,0,0
"3501",0,0,0,0,0,0,152.08,193.82,87.11,100.66,128.47,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3503",11.18,232.72,74.72,23.13,226.39,162.89,0,0,5.12,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,5.13
"3505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.44,310.34,182.56,27.08,0,46.17
"3507",0,0,0,0,0,0,0,0,5.12,16.78,3.21,41.05,232.3,19.11,24.37,21.88,44.24,92.61,11.1,16.05,85.91,20.31,4.61,20.52
"3508",0,380.31,5.34,271.79,50.94,48.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0,0,0
"3509",0,0,0,0,0,0,0,0,0,0,0,0,23.23,19.11,19.49,32.82,83.56,51.45,88.77,283.58,69.8,27.08,0,10.26
"3510",0,0,0,0,0,0,0,0,128.1,111.84,0,466.96,0,0,0,0,0,0,0,0,0,0,0,0
"3511",0,0,0,0,0,0,19.01,0,122.97,123.03,256.95,35.92,0,0,0,0,0,0,0,0,0,0,0,0
"3512",0,0,5.34,0,0,0,0,17.1,194.71,139.8,9.64,323.28,0,0,0,0,0,0,0,5.35,5.37,0,0,5.13
"3513",0,17.03,26.69,23.13,0,0,190.1,182.42,35.87,22.37,150.96,20.53,0,0,0,0,0,0,0,0,0,0,0,0
"3514",0,0,0,0,0,0,0,0,10.25,11.18,0,0,0,0,4.87,5.47,0,5.15,33.29,208.68,359.74,20.31,36.84,30.78
"3515",0,0,0,0,0,0,6.34,34.2,122.97,117.44,9.64,297.62,0,0,0,0,0,15.44,5.55,0,16.11,13.54,4.61,5.13
"3516",0,0,0,0,0,0,0,0,297.18,246.06,3.21,41.05,0,0,0,0,4.92,0,0,0,0,0,0,0
"3517",0,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,33.29,663.48,0,13.54,0,5.13
"3520",0,0,0,0,0,0,0,0,0,0,0,0,102.21,148.11,29.24,158.65,49.16,5.15,0,10.7,59.06,0,55.27,15.39
"3521",0,28.38,229.5,69.39,413.16,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3522",0,0,0,0,0,0,247.12,165.32,81.98,78.29,115.63,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3523",0,0,16.01,28.91,5.66,0,272.47,199.52,25.62,33.55,109.2,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3524",262.63,153.26,181.47,23.13,90.56,0,6.34,17.1,0,0,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"3525",0,0,5.34,0,5.66,0,202.77,171.02,92.23,150.99,80.3,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3526",78.23,34.06,90.73,17.35,33.96,10.86,107.72,119.71,66.61,27.96,89.93,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"3527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,399.45,53.51,182.56,6.77,27.63,56.43
"3529",11.18,102.17,192.14,52.04,328.27,65.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3530",0,0,0,0,0,0,0,0,10.25,11.18,9.64,30.79,41.81,195.89,0,5.47,0,10.29,16.64,32.1,16.11,372.39,0,5.13
"3531",11.18,0,661.83,5.78,39.62,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3532",229.1,113.52,53.37,23.13,22.64,54.3,38.02,17.1,25.62,11.18,70.66,25.66,0,0,0,0,0,0,0,5.35,0,0,4.61,0
"3534",5.59,0,26.69,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,5.15,543.69,58.86,5.37,60.94,0,41.04
"3535",0,0,0,133,0,0,76.04,68.41,92.23,100.66,138.11,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"3536",0,5.68,5.34,5.78,0,0,0,17.1,153.72,162.17,3.21,76.97,0,0,0,21.88,9.83,56.6,11.1,21.4,85.91,47.39,4.61,10.26
"3537",0,0,0,0,0,0,0,0,0,0,0,0,9.29,0,97.47,0,63.9,221.24,38.84,32.1,42.95,121.87,18.42,35.91
"3538",0,0,0,11.57,0,0,183.76,74.11,51.24,44.74,224.83,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3540",0,0,0,5.78,0,0,6.34,205.22,20.5,33.55,3.21,87.23,0,0,4.87,10.94,0,56.6,11.1,69.56,53.69,162.5,0,15.39
"3541",5.59,39.73,170.79,138.79,311.29,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3542",0,0,0,17.35,0,0,253.46,222.32,61.49,44.74,86.72,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"3544",5.59,0,5.34,0,5.66,0,228.12,34.2,128.1,95.07,147.74,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3545",0,0,0,0,0,0,6.34,0,5.12,0,0,0,116.15,195.89,14.62,21.88,14.75,20.58,27.74,5.35,21.48,20.31,92.11,71.82
"3546",139.7,357.6,160.12,17.35,62.26,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"3547",0,5.68,10.67,23.13,5.66,32.58,0,0,0,0,16.06,15.39,0,14.33,199.81,103.94,0,25.73,22.19,123.07,5.37,81.25,0,20.52
"3548",0,0,5.34,323.83,5.66,21.72,88.71,62.71,66.61,67.11,28.91,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"3549",0,0,0,0,0,0,329.5,74.11,46.11,50.33,160.59,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3550",0,0,0,0,0,0,6.34,51.31,133.22,89.47,160.59,159.07,0,0,0,0,0,0,0,0,0,0,0,0
"3551",0,0,0,11.57,50.94,266.05,6.34,0,30.74,95.07,89.93,112.89,0,0,0,0,0,0,0,0,0,0,0,0
"3552",145.28,107.85,362.94,5.78,45.28,0,19.01,17.1,10.25,5.59,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"3553",0,0,0,0,0,0,0,34.2,35.87,33.55,28.91,543.93,0,0,0,0,0,0,0,0,0,0,0,0
"3554",16.76,0,0,11.57,0,0,57.03,205.22,61.49,123.03,102.78,82.1,4.65,0,0,0,0,0,0,0,0,0,0,0
"3556",0,0,0,0,0,5.43,0,57.01,163.96,117.44,25.69,143.68,0,0,0,5.47,4.92,0,11.1,48.16,16.11,88.02,0,20.52
"3557",0,0,0,0,0,0,0,0,0,0,0,0,65.04,109.89,82.85,284.48,24.58,30.87,0,5.35,5.37,27.08,13.82,30.78
"3558",5.59,0,0,0,0,0,367.52,57.01,30.74,22.37,144.53,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"3559",0,0,0,0,0,0,6.34,0,0,0,0,0,18.58,9.56,53.61,98.47,9.83,25.73,33.29,32.1,96.65,54.17,156.59,30.78
"3560",0,0,0,0,0,0,0,0,0,0,0,0,60.4,38.22,77.97,32.82,127.8,195.51,16.64,16.05,37.59,33.85,18.42,5.13
"3561",5.59,0,5.34,5.78,0,10.86,164.75,45.6,56.36,27.96,154.17,15.39,4.65,0,14.62,0,0,5.15,0,16.05,0,13.54,0,15.39
"3562",0,11.35,0,0,0,0,6.34,17.1,87.11,44.74,12.85,82.1,4.65,0,24.37,16.41,24.58,25.73,5.55,80.26,75.17,20.31,4.61,20.52
"3563",0,0,0,0,0,0,0,0,0,0,0,0,13.94,23.89,126.71,262.59,19.66,36.02,5.55,0,69.8,6.77,92.11,5.13
"3564",22.35,289.49,394.96,0,22.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3565",0,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,560.34,53.51,0,33.85,0,71.82
"3566",27.94,85.14,48.04,28.91,79.24,0,133.07,68.41,35.87,83.88,86.72,5.13,0,0,0,0,0,5.15,0,5.35,0,0,0,0
"3567",83.82,0,10.67,11.57,0,0,139.4,28.5,122.97,83.88,122.05,46.18,0,0,0,0,0,0,0,5.35,0,0,0,0
"3568",61.47,306.52,37.36,5.78,299.97,38.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3569",0,0,0,0,0,0,342.17,159.62,76.86,27.96,73.87,30.79,0,0,0,0,0,0,0,0,0,0,0,0
"3570",0,17.03,384.29,294.92,33.96,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"3571",0,0,0,0,0,0,0,0,0,0,9.64,0,69.69,119.45,126.71,125.83,4.92,5.15,0,5.35,0,216.66,0,25.65
"3572",0,170.29,0,208.18,288.65,86.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3573",0,0,0,0,0,0,69.7,39.9,179.34,223.69,122.05,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"3574",106.17,164.61,181.47,40.48,124.51,10.86,38.02,22.8,10.25,16.78,12.85,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3575",0,0,0,190.83,67.92,331.2,12.67,39.9,5.12,0,51.39,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3576",368.8,62.44,250.85,17.35,16.98,0,0,0,0,0,6.42,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"3577",0,5.68,0,5.78,5.66,10.86,44.36,96.91,76.86,95.07,134.9,128.29,0,0,0,0,0,0,0,5.35,0,0,0,0
"3578",5.59,0,0,0,0,0,31.68,96.91,87.11,106.25,144.53,148.81,0,0,0,0,0,0,0,0,0,0,0,0
"3579",0,0,5.34,133,0,0,88.71,34.2,46.11,55.92,141.32,97.5,0,0,0,0,0,10.29,0,0,0,0,4.61,5.13
