node_name	node_disp_name	ntype	degree	weighted_degree	consensus_lin	BarcodeSequence	LinkerPrimerSequence	Treatment	DOB
1920		otu_node	21	259.15249334		otu	otu	otu	otu
1921		otu_node	10	630.364860685		otu	otu	otu	otu
1922		otu_node	8	298.014723261		otu	otu	otu	otu
1923		otu_node	14	351.511841929		otu	otu	otu	otu
1924		otu_node	17	238.003845587		otu	otu	otu	otu
1925		otu_node	9	615.705352519		otu	otu	otu	otu
1926		otu_node	7	403.86602825		otu	otu	otu	otu
1927		otu_node	8	348.940638655		otu	otu	otu	otu
1928		otu_node	18	263.729495968		otu	otu	otu	otu
1929		otu_node	7	1282.00829533		otu	otu	otu	otu
193		otu_node	12	6371.12148292		otu	otu	otu	otu
1930		otu_node	14	251.188507387		otu	otu	otu	otu
1931		otu_node	8	401.341584452		otu	otu	otu	otu
1932		otu_node	9	417.135531973		otu	otu	otu	otu
1933		otu_node	9	271.217878238		otu	otu	otu	otu
1934		otu_node	7	292.742760638		otu	otu	otu	otu
1935		otu_node	15	284.98619291		otu	otu	otu	otu
1936		otu_node	9	382.729586165		otu	otu	otu	otu
1937		otu_node	15	261.411778768		otu	otu	otu	otu
1938		otu_node	6	555.265072655		otu	otu	otu	otu
1939		otu_node	6	348.60288544		otu	otu	otu	otu
194		otu_node	16	3670.16443211		otu	otu	otu	otu
1940		otu_node	7	785.147064789		otu	otu	otu	otu
1941		otu_node	8	329.141112963		otu	otu	otu	otu
1942		otu_node	12	315.777961729		otu	otu	otu	otu
1943		otu_node	9	1683.89176918		otu	otu	otu	otu
1944		otu_node	10	570.953786416		otu	otu	otu	otu
1945		otu_node	8	529.228613842		otu	otu	otu	otu
1946		otu_node	8	58.780753056		otu	otu	otu	otu
1947		otu_node	6	1680.24446768		otu	otu	otu	otu
1948		otu_node	4	943.70589012		otu	otu	otu	otu
1949		otu_node	12	405.081189469		otu	otu	otu	otu
195		otu_node	22	6086.98312389		otu	otu	otu	otu
1950		otu_node	13	551.719039068		otu	otu	otu	otu
1951		otu_node	9	101.094014958		otu	otu	otu	otu
1952		otu_node	16	175.348220907		otu	otu	otu	otu
1954		otu_node	18	195.529209622		otu	otu	otu	otu
1955		otu_node	6	1339.21929166		otu	otu	otu	otu
1956		otu_node	8	487.03432605		otu	otu	otu	otu
1957		otu_node	7	335.890126902		otu	otu	otu	otu
1958		otu_node	6	681.744103966		otu	otu	otu	otu
1959		otu_node	12	701.765986847		otu	otu	otu	otu
196		otu_node	11	5512.26592543		otu	otu	otu	otu
1960		otu_node	5	383.710305379		otu	otu	otu	otu
1961		otu_node	10	296.005667488		otu	otu	otu	otu
1962		otu_node	5	295.92059414		otu	otu	otu	otu
1963		otu_node	8	311.928081463		otu	otu	otu	otu
1965		otu_node	8	440.818854057		otu	otu	otu	otu
1966		otu_node	13	219.7771287		otu	otu	otu	otu
1967		otu_node	10	616.554285568		otu	otu	otu	otu
1968		otu_node	6	156.812967242		otu	otu	otu	otu
1969		otu_node	12	205.041793651		otu	otu	otu	otu
197		otu_node	11	2330.4190525		otu	otu	otu	otu
1970		otu_node	6	316.40696293		otu	otu	otu	otu
1971		otu_node	16	203.353848891		otu	otu	otu	otu
1972		otu_node	12	380.173038234		otu	otu	otu	otu
1973		otu_node	6	472.8026327		otu	otu	otu	otu
1974		otu_node	16	201.04253229		otu	otu	otu	otu
1975		otu_node	13	217.416477368		otu	otu	otu	otu
1976		otu_node	12	973.97523243		otu	otu	otu	otu
1977		otu_node	13	926.219349013		otu	otu	otu	otu
1978		otu_node	8	412.279320569		otu	otu	otu	otu
1979		otu_node	17	543.855065551		otu	otu	otu	otu
198		otu_node	11	6787.52210019		otu	otu	otu	otu
1980		otu_node	5	1959.54720697		otu	otu	otu	otu
1981		otu_node	11	379.959719093		otu	otu	otu	otu
1982		otu_node	12	426.565103927		otu	otu	otu	otu
1983		otu_node	15	286.435474018		otu	otu	otu	otu
1984		otu_node	18	547.338936749		otu	otu	otu	otu
1985		otu_node	5	879.61924077		otu	otu	otu	otu
1986		otu_node	6	361.7019522		otu	otu	otu	otu
1987		otu_node	12	788.523357382		otu	otu	otu	otu
1988		otu_node	18	236.988748173		otu	otu	otu	otu
1989		otu_node	14	408.705460194		otu	otu	otu	otu
199		otu_node	22	2654.96931137		otu	otu	otu	otu
1990		otu_node	11	482.670380895		otu	otu	otu	otu
1991		otu_node	6	491.664800228		otu	otu	otu	otu
1992		otu_node	13	400.380806152		otu	otu	otu	otu
1993		otu_node	13	194.715286908		otu	otu	otu	otu
1995		otu_node	8	802.077782018		otu	otu	otu	otu
1996		otu_node	8	308.934235578		otu	otu	otu	otu
1997		otu_node	12	606.354909682		otu	otu	otu	otu
1999		otu_node	15	998.99943757		otu	otu	otu	otu
2		otu_node	19	2548.93990289		otu	otu	otu	otu
20		otu_node	23	24082.8636539		otu	otu	otu	otu
200		otu_node	22	3422.86264575		otu	otu	otu	otu
2000		otu_node	15	735.531962265		otu	otu	otu	otu
2001		otu_node	13	277.176759948		otu	otu	otu	otu
2002		otu_node	12	294.901369194		otu	otu	otu	otu
2004		otu_node	7	281.689249594		otu	otu	otu	otu
2005		otu_node	14	198.68303941		otu	otu	otu	otu
2006		otu_node	15	216.225833152		otu	otu	otu	otu
2007		otu_node	7	1442.46926853		otu	otu	otu	otu
2008		otu_node	13	159.831961078		otu	otu	otu	otu
2009		otu_node	12	193.851089536		otu	otu	otu	otu
201		otu_node	7	16819.9164691		otu	otu	otu	otu
2010		otu_node	4	1475.28694437		otu	otu	otu	otu
2011		otu_node	7	612.449155116		otu	otu	otu	otu
2012		otu_node	8	818.183398787		otu	otu	otu	otu
2013		otu_node	10	329.310591039		otu	otu	otu	otu
2014		otu_node	22	561.397954939		otu	otu	otu	otu
2015		otu_node	11	488.156282077		otu	otu	otu	otu
2016		otu_node	7	335.925098119		otu	otu	otu	otu
2017		otu_node	16	284.750009021		otu	otu	otu	otu
2018		otu_node	9	448.655886774		otu	otu	otu	otu
2019		otu_node	9	529.824963872		otu	otu	otu	otu
202		otu_node	18	3870.85573501		otu	otu	otu	otu
2020		otu_node	6	378.108582689		otu	otu	otu	otu
2022		otu_node	8	376.219452515		otu	otu	otu	otu
2023		otu_node	10	349.104582758		otu	otu	otu	otu
2024		otu_node	8	408.650664034		otu	otu	otu	otu
2025		otu_node	22	230.175621812		otu	otu	otu	otu
2026		otu_node	6	452.588205025		otu	otu	otu	otu
2027		otu_node	7	1426.05241263		otu	otu	otu	otu
2028		otu_node	20	195.954935701		otu	otu	otu	otu
2029		otu_node	12	185.448584027		otu	otu	otu	otu
2030		otu_node	10	463.456174458		otu	otu	otu	otu
2032		otu_node	7	436.264308143		otu	otu	otu	otu
2033		otu_node	13	174.577176099		otu	otu	otu	otu
2034		otu_node	6	458.102387454		otu	otu	otu	otu
2035		otu_node	10	531.570921625		otu	otu	otu	otu
2036		otu_node	8	1014.73818502		otu	otu	otu	otu
2037		otu_node	9	457.436526211		otu	otu	otu	otu
2038		otu_node	6	368.87510154		otu	otu	otu	otu
2039		otu_node	9	1339.29437277		otu	otu	otu	otu
204		otu_node	17	9361.11984347		otu	otu	otu	otu
2040		otu_node	4	448.55475494		otu	otu	otu	otu
2042		otu_node	6	213.337720364		otu	otu	otu	otu
2043		otu_node	13	260.434634595		otu	otu	otu	otu
2044		otu_node	16	272.599435417		otu	otu	otu	otu
2045		otu_node	10	416.341428156		otu	otu	otu	otu
2046		otu_node	8	350.825545138		otu	otu	otu	otu
2048		otu_node	10	520.42785335		otu	otu	otu	otu
2049		otu_node	16	232.326200217		otu	otu	otu	otu
205		otu_node	19	2871.27329313		otu	otu	otu	otu
2050		otu_node	7	978.503114918		otu	otu	otu	otu
2051		otu_node	8	574.524295395		otu	otu	otu	otu
2052		otu_node	11	954.828744305		otu	otu	otu	otu
2053		otu_node	13	221.595920997		otu	otu	otu	otu
2056		otu_node	14	152.462833921		otu	otu	otu	otu
2057		otu_node	11	49.737207242		otu	otu	otu	otu
2058		otu_node	6	424.8017827		otu	otu	otu	otu
2059		otu_node	9	132.547321043		otu	otu	otu	otu
206		otu_node	14	3167.35632757		otu	otu	otu	otu
2060		otu_node	9	135.15937556		otu	otu	otu	otu
2061		otu_node	14	206.490229388		otu	otu	otu	otu
2062		otu_node	6	510.68252103		otu	otu	otu	otu
2063		otu_node	5	1464.51529702		otu	otu	otu	otu
2064		otu_node	6	465.477498147		otu	otu	otu	otu
2065		otu_node	7	252.803549231		otu	otu	otu	otu
2066		otu_node	12	389.178109609		otu	otu	otu	otu
2067		otu_node	6	446.08493792		otu	otu	otu	otu
2068		otu_node	8	701.662628886		otu	otu	otu	otu
2069		otu_node	11	439.165144729		otu	otu	otu	otu
207		otu_node	23	4658.61756938		otu	otu	otu	otu
2070		otu_node	11	832.522811974		otu	otu	otu	otu
2071		otu_node	8	322.414111573		otu	otu	otu	otu
2072		otu_node	10	410.22215708		otu	otu	otu	otu
2073		otu_node	19	383.255242324		otu	otu	otu	otu
2074		otu_node	16	255.378043624		otu	otu	otu	otu
2075		otu_node	16	213.839303934		otu	otu	otu	otu
2076		otu_node	12	228.931898835		otu	otu	otu	otu
2077		otu_node	10	399.302208904		otu	otu	otu	otu
2078		otu_node	12	390.508553254		otu	otu	otu	otu
2079		otu_node	8	271.186788129		otu	otu	otu	otu
208		otu_node	22	3585.66517476		otu	otu	otu	otu
2080		otu_node	17	607.472100403		otu	otu	otu	otu
2081		otu_node	10	299.356318061		otu	otu	otu	otu
2082		otu_node	15	194.859691256		otu	otu	otu	otu
2083		otu_node	20	197.610587553		otu	otu	otu	otu
2084		otu_node	11	372.271440467		otu	otu	otu	otu
2085		otu_node	4	1063.26522767		otu	otu	otu	otu
2086		otu_node	4	1417.75413297		otu	otu	otu	otu
2087		otu_node	7	414.112538919		otu	otu	otu	otu
2088		otu_node	9	278.733861239		otu	otu	otu	otu
2089		otu_node	14	1494.53425378		otu	otu	otu	otu
209		otu_node	11	3883.43975		otu	otu	otu	otu
2090		otu_node	14	272.500848664		otu	otu	otu	otu
2091		otu_node	6	311.791014131		otu	otu	otu	otu
2092		otu_node	15	401.034528241		otu	otu	otu	otu
2093		otu_node	10	204.443363423		otu	otu	otu	otu
2094		otu_node	7	311.649091963		otu	otu	otu	otu
2095		otu_node	9	458.415893957		otu	otu	otu	otu
2096		otu_node	20	247.20046393		otu	otu	otu	otu
2097		otu_node	6	493.423741047		otu	otu	otu	otu
2099		otu_node	8	306.366477514		otu	otu	otu	otu
21		otu_node	20	47572.5012131		otu	otu	otu	otu
210		otu_node	16	3105.61565106		otu	otu	otu	otu
2100		otu_node	13	231.478264583		otu	otu	otu	otu
2101		otu_node	9	205.839537313		otu	otu	otu	otu
2102		otu_node	7	1562.01546561		otu	otu	otu	otu
2103		otu_node	7	383.935452476		otu	otu	otu	otu
2104		otu_node	11	303.439946014		otu	otu	otu	otu
2105		otu_node	12	215.304627851		otu	otu	otu	otu
2106		otu_node	16	283.513499825		otu	otu	otu	otu
2108		otu_node	11	346.698159919		otu	otu	otu	otu
2109		otu_node	8	385.748713291		otu	otu	otu	otu
211		otu_node	23	3178.38731105		otu	otu	otu	otu
2111		otu_node	12	168.526331883		otu	otu	otu	otu
2112		otu_node	16	147.051783197		otu	otu	otu	otu
2113		otu_node	17	310.064403918		otu	otu	otu	otu
2115		otu_node	5	760.924639946		otu	otu	otu	otu
2116		otu_node	15	126.46507267		otu	otu	otu	otu
2117		otu_node	6	226.399726515		otu	otu	otu	otu
2118		otu_node	15	235.35725389		otu	otu	otu	otu
2119		otu_node	8	166.221457829		otu	otu	otu	otu
212		otu_node	14	5484.57255606		otu	otu	otu	otu
2121		otu_node	13	353.745060176		otu	otu	otu	otu
2122		otu_node	6	364.84767368		otu	otu	otu	otu
2123		otu_node	9	432.545610299		otu	otu	otu	otu
2124		otu_node	5	1638.91176442		otu	otu	otu	otu
2127		otu_node	9	1074.54501323		otu	otu	otu	otu
2128		otu_node	12	175.194783407		otu	otu	otu	otu
2129		otu_node	11	274.861562857		otu	otu	otu	otu
213		otu_node	20	2841.20225101		otu	otu	otu	otu
2131		otu_node	14	372.304320074		otu	otu	otu	otu
2132		otu_node	11	242.785727374		otu	otu	otu	otu
2133		otu_node	8	736.147914269		otu	otu	otu	otu
2134		otu_node	8	417.261198287		otu	otu	otu	otu
2135		otu_node	9	432.13757437		otu	otu	otu	otu
2136		otu_node	5	339.214968849		otu	otu	otu	otu
2137		otu_node	10	810.607918459		otu	otu	otu	otu
2138		otu_node	5	1576.98750063		otu	otu	otu	otu
2139		otu_node	7	287.067573199		otu	otu	otu	otu
214		otu_node	14	5350.30752809		otu	otu	otu	otu
2140		otu_node	12	317.545637509		otu	otu	otu	otu
2141		otu_node	12	290.319325207		otu	otu	otu	otu
2142		otu_node	9	1169.80078869		otu	otu	otu	otu
2143		otu_node	12	412.238230963		otu	otu	otu	otu
2144		otu_node	6	205.142123332		otu	otu	otu	otu
2145		otu_node	12	197.717507286		otu	otu	otu	otu
2146		otu_node	13	158.323391481		otu	otu	otu	otu
2147		otu_node	14	173.091812058		otu	otu	otu	otu
2149		otu_node	13	320.957192745		otu	otu	otu	otu
215		otu_node	22	3092.63844278		otu	otu	otu	otu
2150		otu_node	17	222.570378844		otu	otu	otu	otu
2151		otu_node	12	192.207198066		otu	otu	otu	otu
2152		otu_node	12	1609.48219006		otu	otu	otu	otu
2153		otu_node	15	142.02366881		otu	otu	otu	otu
2154		otu_node	6	439.125990827		otu	otu	otu	otu
2156		otu_node	5	1432.24835781		otu	otu	otu	otu
2157		otu_node	16	630.020492411		otu	otu	otu	otu
2158		otu_node	14	123.120602407		otu	otu	otu	otu
2159		otu_node	5	2209.21997024		otu	otu	otu	otu
216		otu_node	12	22855.8489519		otu	otu	otu	otu
2160		otu_node	6	960.466302004		otu	otu	otu	otu
2161		otu_node	13	460.153119834		otu	otu	otu	otu
2162		otu_node	7	310.71889952		otu	otu	otu	otu
2163		otu_node	3	340.364697846		otu	otu	otu	otu
2164		otu_node	10	1074.01331207		otu	otu	otu	otu
2166		otu_node	9	373.560866452		otu	otu	otu	otu
2167		otu_node	8	501.119190953		otu	otu	otu	otu
2168		otu_node	6	323.87796517		otu	otu	otu	otu
2169		otu_node	9	252.425867279		otu	otu	otu	otu
217		otu_node	20	2949.26940804		otu	otu	otu	otu
2170		otu_node	11	617.322852151		otu	otu	otu	otu
2172		otu_node	10	383.916030032		otu	otu	otu	otu
2173		otu_node	11	1270.08100986		otu	otu	otu	otu
2174		otu_node	8	234.121437441		otu	otu	otu	otu
2175		otu_node	12	344.246448229		otu	otu	otu	otu
2176		otu_node	7	125.868062988		otu	otu	otu	otu
2177		otu_node	17	172.642258619		otu	otu	otu	otu
2178		otu_node	12	185.134404916		otu	otu	otu	otu
2179		otu_node	7	1278.27017514		otu	otu	otu	otu
218		otu_node	17	23032.7086541		otu	otu	otu	otu
2180		otu_node	12	188.968642691		otu	otu	otu	otu
2181		otu_node	10	385.019726183		otu	otu	otu	otu
2182		otu_node	12	118.81533395		otu	otu	otu	otu
2183		otu_node	9	348.303568338		otu	otu	otu	otu
2184		otu_node	10	376.816512093		otu	otu	otu	otu
2186		otu_node	7	230.941489552		otu	otu	otu	otu
2188		otu_node	8	263.785776134		otu	otu	otu	otu
2189		otu_node	6	250.26499946		otu	otu	otu	otu
219		otu_node	7	27182.851487		otu	otu	otu	otu
2190		otu_node	10	657.947558159		otu	otu	otu	otu
2191		otu_node	13	199.411567915		otu	otu	otu	otu
2192		otu_node	10	430.095659883		otu	otu	otu	otu
2193		otu_node	8	269.889913966		otu	otu	otu	otu
2194		otu_node	17	228.316405482		otu	otu	otu	otu
2195		otu_node	16	348.065091587		otu	otu	otu	otu
2196		otu_node	8	282.510433196		otu	otu	otu	otu
2197		otu_node	19	321.397277858		otu	otu	otu	otu
2199		otu_node	7	142.320544986		otu	otu	otu	otu
22		otu_node	19	45037.5737053		otu	otu	otu	otu
220		otu_node	20	2185.90440719		otu	otu	otu	otu
2200		otu_node	6	515.485366126		otu	otu	otu	otu
2201		otu_node	5	632.40277891		otu	otu	otu	otu
2202		otu_node	12	308.766153676		otu	otu	otu	otu
2203		otu_node	8	1433.54736127		otu	otu	otu	otu
2204		otu_node	6	908.8903199		otu	otu	otu	otu
2205		otu_node	12	220.158572806		otu	otu	otu	otu
2207		otu_node	9	305.70309248		otu	otu	otu	otu
2208		otu_node	9	320.203428792		otu	otu	otu	otu
2209		otu_node	7	373.85974251		otu	otu	otu	otu
221		otu_node	22	7549.78100586		otu	otu	otu	otu
2210		otu_node	16	211.406995885		otu	otu	otu	otu
2211		otu_node	11	201.939955185		otu	otu	otu	otu
2212		otu_node	6	1134.85252989		otu	otu	otu	otu
2213		otu_node	7	304.652599236		otu	otu	otu	otu
2214		otu_node	8	819.591112757		otu	otu	otu	otu
2215		otu_node	6	256.284378906		otu	otu	otu	otu
2216		otu_node	15	328.308704119		otu	otu	otu	otu
2217		otu_node	16	261.216295898		otu	otu	otu	otu
2218		otu_node	9	264.631876138		otu	otu	otu	otu
2219		otu_node	6	1307.84161808		otu	otu	otu	otu
222		otu_node	24	3229.27232489		otu	otu	otu	otu
2220		otu_node	9	273.808232687		otu	otu	otu	otu
2221		otu_node	20	200.091784975		otu	otu	otu	otu
2222		otu_node	11	348.134121065		otu	otu	otu	otu
2223		otu_node	6	411.77719744		otu	otu	otu	otu
2224		otu_node	12	363.962596863		otu	otu	otu	otu
2226		otu_node	10	342.407744766		otu	otu	otu	otu
2227		otu_node	14	336.439909025		otu	otu	otu	otu
2228		otu_node	6	667.450127191		otu	otu	otu	otu
2229		otu_node	7	355.123310019		otu	otu	otu	otu
223		otu_node	13	5176.80095372		otu	otu	otu	otu
2230		otu_node	12	183.334210506		otu	otu	otu	otu
2231		otu_node	12	458.848878574		otu	otu	otu	otu
2233		otu_node	11	402.740354557		otu	otu	otu	otu
2234		otu_node	11	772.835836461		otu	otu	otu	otu
2235		otu_node	8	402.140666946		otu	otu	otu	otu
2236		otu_node	5	252.018060577		otu	otu	otu	otu
2237		otu_node	11	306.077057065		otu	otu	otu	otu
2238		otu_node	10	118.609235553		otu	otu	otu	otu
2239		otu_node	6	395.21566956		otu	otu	otu	otu
224		otu_node	13	16847.4043322		otu	otu	otu	otu
2240		otu_node	14	668.945522919		otu	otu	otu	otu
2241		otu_node	10	325.907846627		otu	otu	otu	otu
2242		otu_node	8	423.814545786		otu	otu	otu	otu
2244		otu_node	6	408.375102693		otu	otu	otu	otu
2245		otu_node	10	1129.41623922		otu	otu	otu	otu
2246		otu_node	12	438.019382816		otu	otu	otu	otu
2247		otu_node	12	346.198986375		otu	otu	otu	otu
2248		otu_node	11	314.480115192		otu	otu	otu	otu
2249		otu_node	10	414.601942973		otu	otu	otu	otu
225		otu_node	24	3994.64711605		otu	otu	otu	otu
2250		otu_node	10	387.81429036		otu	otu	otu	otu
2251		otu_node	18	172.659066425		otu	otu	otu	otu
2252		otu_node	17	114.927213793		otu	otu	otu	otu
2253		otu_node	15	157.546603048		otu	otu	otu	otu
2254		otu_node	6	389.10497886		otu	otu	otu	otu
2255		otu_node	12	395.64374562		otu	otu	otu	otu
2256		otu_node	8	350.737781031		otu	otu	otu	otu
2257		otu_node	11	362.800649441		otu	otu	otu	otu
2258		otu_node	7	298.05787028		otu	otu	otu	otu
2259		otu_node	6	559.007504098		otu	otu	otu	otu
226		otu_node	10	146.821489411		otu	otu	otu	otu
2260		otu_node	8	363.601680151		otu	otu	otu	otu
2261		otu_node	12	508.307411237		otu	otu	otu	otu
2262		otu_node	4	352.854423331		otu	otu	otu	otu
2263		otu_node	18	161.50286432		otu	otu	otu	otu
2264		otu_node	16	102.807282726		otu	otu	otu	otu
2265		otu_node	16	219.345286188		otu	otu	otu	otu
2266		otu_node	8	433.993157245		otu	otu	otu	otu
2267		otu_node	7	580.492939446		otu	otu	otu	otu
2268		otu_node	17	160.385993352		otu	otu	otu	otu
2269		otu_node	10	235.848886584		otu	otu	otu	otu
227		otu_node	11	16808.4260783		otu	otu	otu	otu
2270		otu_node	12	300.582231773		otu	otu	otu	otu
2271		otu_node	15	156.43399564		otu	otu	otu	otu
2272		otu_node	12	249.580376391		otu	otu	otu	otu
2273		otu_node	8	384.576849331		otu	otu	otu	otu
2274		otu_node	8	159.740866457		otu	otu	otu	otu
2275		otu_node	15	139.381119897		otu	otu	otu	otu
2276		otu_node	7	407.006321719		otu	otu	otu	otu
2277		otu_node	6	480.708720109		otu	otu	otu	otu
2278		otu_node	4	1658.15169428		otu	otu	otu	otu
2279		otu_node	12	518.960802541		otu	otu	otu	otu
228		otu_node	14	4526.23855952		otu	otu	otu	otu
2280		otu_node	14	119.979539618		otu	otu	otu	otu
2281		otu_node	9	369.576638906		otu	otu	otu	otu
2282		otu_node	10	375.940704725		otu	otu	otu	otu
2283		otu_node	13	86.653832888		otu	otu	otu	otu
2284		otu_node	6	274.397682336		otu	otu	otu	otu
2285		otu_node	11	856.231247449		otu	otu	otu	otu
2287		otu_node	8	347.439672463		otu	otu	otu	otu
2288		otu_node	15	183.111786423		otu	otu	otu	otu
2289		otu_node	18	236.225283289		otu	otu	otu	otu
229		otu_node	10	13731.9286601		otu	otu	otu	otu
2291		otu_node	12	1572.04866294		otu	otu	otu	otu
2292		otu_node	10	276.668968878		otu	otu	otu	otu
2293		otu_node	12	163.709035073		otu	otu	otu	otu
2294		otu_node	6	654.647375548		otu	otu	otu	otu
2295		otu_node	15	367.349322289		otu	otu	otu	otu
2296		otu_node	6	382.451960358		otu	otu	otu	otu
2297		otu_node	18	216.769841227		otu	otu	otu	otu
2298		otu_node	8	358.678136495		otu	otu	otu	otu
23		otu_node	22	34043.3997589		otu	otu	otu	otu
230		otu_node	13	9449.56839368		otu	otu	otu	otu
2300		otu_node	17	173.187242788		otu	otu	otu	otu
2301		otu_node	12	348.24795703		otu	otu	otu	otu
2302		otu_node	9	357.624018397		otu	otu	otu	otu
2304		otu_node	12	467.611809475		otu	otu	otu	otu
2305		otu_node	12	139.142153836		otu	otu	otu	otu
2306		otu_node	12	350.317280925		otu	otu	otu	otu
2307		otu_node	9	697.380403269		otu	otu	otu	otu
2308		otu_node	8	1066.96608009		otu	otu	otu	otu
2309		otu_node	12	212.041981226		otu	otu	otu	otu
2310		otu_node	13	171.410600918		otu	otu	otu	otu
2311		otu_node	9	128.822657515		otu	otu	otu	otu
2312		otu_node	7	649.694370994		otu	otu	otu	otu
2313		otu_node	17	224.030430625		otu	otu	otu	otu
2314		otu_node	11	462.650152079		otu	otu	otu	otu
2315		otu_node	15	194.541904031		otu	otu	otu	otu
2316		otu_node	5	245.817587381		otu	otu	otu	otu
2317		otu_node	9	372.45876992		otu	otu	otu	otu
2318		otu_node	7	747.683655213		otu	otu	otu	otu
2319		otu_node	17	347.557551581		otu	otu	otu	otu
232		otu_node	19	2327.60037806		otu	otu	otu	otu
2321		otu_node	6	2049.67687806		otu	otu	otu	otu
2322		otu_node	6	400.437739146		otu	otu	otu	otu
2323		otu_node	9	393.511298933		otu	otu	otu	otu
2324		otu_node	10	368.692668769		otu	otu	otu	otu
2325		otu_node	13	161.093082978		otu	otu	otu	otu
2326		otu_node	11	321.315994103		otu	otu	otu	otu
2327		otu_node	21	702.983656997		otu	otu	otu	otu
2328		otu_node	15	165.936669949		otu	otu	otu	otu
2329		otu_node	7	342.408511583		otu	otu	otu	otu
233		otu_node	21	2434.28095654		otu	otu	otu	otu
2330		otu_node	11	270.468033758		otu	otu	otu	otu
2331		otu_node	12	144.407908668		otu	otu	otu	otu
2332		otu_node	10	838.341985244		otu	otu	otu	otu
2333		otu_node	4	961.332639539		otu	otu	otu	otu
2334		otu_node	15	159.849415937		otu	otu	otu	otu
2336		otu_node	12	192.027964495		otu	otu	otu	otu
2337		otu_node	13	247.425451731		otu	otu	otu	otu
234		otu_node	24	4639.49539674		otu	otu	otu	otu
2341		otu_node	6	275.66701378		otu	otu	otu	otu
2342		otu_node	8	335.025122708		otu	otu	otu	otu
2343		otu_node	7	300.558418735		otu	otu	otu	otu
2344		otu_node	12	140.986761631		otu	otu	otu	otu
2345		otu_node	7	1926.8021994		otu	otu	otu	otu
2346		otu_node	11	327.455140622		otu	otu	otu	otu
2347		otu_node	19	448.88212987		otu	otu	otu	otu
2349		otu_node	19	166.22525664		otu	otu	otu	otu
235		otu_node	15	3266.15973764		otu	otu	otu	otu
2350		otu_node	8	783.393098149		otu	otu	otu	otu
2351		otu_node	7	94.262768932		otu	otu	otu	otu
2352		otu_node	8	291.578383587		otu	otu	otu	otu
2353		otu_node	13	142.487023515		otu	otu	otu	otu
2354		otu_node	10	807.865331533		otu	otu	otu	otu
2355		otu_node	5	225.26046673		otu	otu	otu	otu
2356		otu_node	7	263.893287268		otu	otu	otu	otu
2357		otu_node	5	318.41206928		otu	otu	otu	otu
2359		otu_node	3	293.012559438		otu	otu	otu	otu
2360		otu_node	5	296.750058748		otu	otu	otu	otu
2361		otu_node	12	237.881425222		otu	otu	otu	otu
2363		otu_node	5	821.061214024		otu	otu	otu	otu
2364		otu_node	13	224.03130162		otu	otu	otu	otu
2365		otu_node	13	495.439361089		otu	otu	otu	otu
2366		otu_node	14	152.679896736		otu	otu	otu	otu
2367		otu_node	12	168.420484541		otu	otu	otu	otu
2368		otu_node	22	217.129834372		otu	otu	otu	otu
2369		otu_node	10	312.893089779		otu	otu	otu	otu
237		otu_node	16	2815.04648058		otu	otu	otu	otu
2370		otu_node	10	146.903932557		otu	otu	otu	otu
2371		otu_node	10	340.021762169		otu	otu	otu	otu
2372		otu_node	5	406.02371888		otu	otu	otu	otu
2373		otu_node	1	830.5634209		otu	otu	otu	otu
2374		otu_node	8	244.224308035		otu	otu	otu	otu
2375		otu_node	5	184.672953613		otu	otu	otu	otu
2376		otu_node	14	240.007535185		otu	otu	otu	otu
2377		otu_node	7	276.426721348		otu	otu	otu	otu
2378		otu_node	21	297.12527184		otu	otu	otu	otu
238		otu_node	15	4848.95330642		otu	otu	otu	otu
2380		otu_node	8	433.770342948		otu	otu	otu	otu
2381		otu_node	18	300.369419562		otu	otu	otu	otu
2382		otu_node	8	344.919924977		otu	otu	otu	otu
2383		otu_node	9	311.811794557		otu	otu	otu	otu
2384		otu_node	12	170.103842022		otu	otu	otu	otu
2385		otu_node	9	391.3586441		otu	otu	otu	otu
2386		otu_node	12	104.06428121		otu	otu	otu	otu
2387		otu_node	17	175.769481902		otu	otu	otu	otu
2388		otu_node	8	462.916303338		otu	otu	otu	otu
2389		otu_node	11	432.30897625		otu	otu	otu	otu
239		otu_node	20	2905.60056466		otu	otu	otu	otu
2390		otu_node	12	183.47531538		otu	otu	otu	otu
2391		otu_node	19	198.620160282		otu	otu	otu	otu
2392		otu_node	12	189.730115789		otu	otu	otu	otu
2393		otu_node	10	317.589938147		otu	otu	otu	otu
2394		otu_node	8	311.813652468		otu	otu	otu	otu
2395		otu_node	10	472.72331011		otu	otu	otu	otu
2396		otu_node	10	100.981845961		otu	otu	otu	otu
2397		otu_node	7	274.288852265		otu	otu	otu	otu
2398		otu_node	10	299.189904694		otu	otu	otu	otu
2399		otu_node	7	237.324771751		otu	otu	otu	otu
240		otu_node	13	4375.5071426		otu	otu	otu	otu
2400		otu_node	6	279.142354678		otu	otu	otu	otu
2401		otu_node	10	217.017987824		otu	otu	otu	otu
2402		otu_node	6	510.598846253		otu	otu	otu	otu
2403		otu_node	8	367.325833916		otu	otu	otu	otu
2404		otu_node	9	244.253719401		otu	otu	otu	otu
2405		otu_node	11	253.638821824		otu	otu	otu	otu
2406		otu_node	13	118.337054801		otu	otu	otu	otu
2407		otu_node	7	275.308643768		otu	otu	otu	otu
2408		otu_node	6	210.268110913		otu	otu	otu	otu
