	sequences per sample	iteration	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
alpha_rarefaction_20064_2.txt	20064	2	6.52168315262	6.1729255461	7.23155640502	6.62317661821	7.06779348243	7.01104789642	8.8760808026	9.64048172221	9.62190301701	8.90763167891	9.25323791391	7.91496753973	6.50535330196	8.50708173605	8.04092875782	7.58720260776	7.41975263569	7.5669008872	8.81144158087	8.57305779813	9.2111973634	9.13834027474	9.45743074185	8.42690025598
alpha_rarefaction_20064_3.txt	20064	3	6.57852995616	6.15220000901	7.24392634079	6.58354530303	7.02701670631	7.02181170697	8.85843696377	9.60912299285	9.61856143098	8.89659796883	9.2442937245	7.92173475728	6.52082242748	8.46967975009	8.01468233958	7.64035956248	7.44730281752	7.5621052051	8.83967538753	8.63623014423	9.20675502821	9.18196763411	9.43762425487	8.45277649689
alpha_rarefaction_20064_4.txt	20064	4	6.56857030936	6.13694870498	7.23210939544	6.6066742251	7.04333541696	7.03007460476	8.87461700105	9.64727858999	9.60735904633	8.89271496985	9.26348035176	7.94114221279	6.48708508014	8.53710980019	8.04721581555	7.63277424858	7.42569103782	7.59227439382	8.83661902784	8.58550330012	9.20820626579	9.15066107444	9.42389550662	8.45813473609
alpha_rarefaction_20064_5.txt	20064	5	6.52601960751	6.12902503172	7.24905476	6.6331970279	7.04821627093	6.99237463653	8.89817476011	9.59729609974	9.58757892322	8.93192086236	9.24793228431	7.94327383143	6.4821682531	8.51455460956	8.05258459269	7.6455623824	7.42285130088	7.59181998984	8.85542504919	8.60214851904	9.26642012674	9.17499094361	9.4601642863	8.45519023443
alpha_rarefaction_20064_6.txt	20064	6	6.5189998834	6.18357031406	7.26996213206	6.60785074712	7.03960810972	7.03647945981	8.86887976534	9.61414264915	9.62066647904	8.89619319099	9.28564886894	7.96562498243	6.51600570397	8.49730873546	8.03782789022	7.55976548501	7.42706558031	7.57024295628	8.86694281052	8.60571115332	9.19336520193	9.1697867157	9.47474593436	8.45457703841
alpha_rarefaction_20064_7.txt	20064	7	6.51889753345	6.14580359803	7.24460967769	6.63184950318	7.03231952575	7.0071820327	8.85596530583	9.58670902422	9.5835605346	8.89471355119	9.27918210239	7.94194615313	6.57991494201	8.49818121705	8.02656279102	7.6364764844	7.4291051497	7.60042735612	8.8371413885	8.60965260446	9.22118491743	9.17192337493	9.44941347857	8.40906880271
alpha_rarefaction_20064_8.txt	20064	8	6.56695817223	6.19510825133	7.18671429565	6.66277672893	7.05738113727	7.01107890429	8.87470816638	9.60542609365	9.64080743045	8.91330277694	9.26272949776	7.95164968609	6.49264856105	8.49645202004	7.99499308188	7.60383313406	7.42941280726	7.55717267511	8.81123783188	8.63704035122	9.20315752271	9.13625009547	9.43866668823	8.4496264801
alpha_rarefaction_20064_9.txt	20064	9	6.55640676904	6.13828939506	7.25425067512	6.61407664446	7.05549435547	7.03509353445	8.86898115734	9.62336707564	9.63627127242	8.89667817568	9.25481953825	7.9364582873	6.50975886659	8.46059567589	8.04114370659	7.62490169119	7.45042598127	7.58191651116	8.86168005615	8.57455696575	9.24403960205	9.15351062362	9.4512317496	8.4306951029
alpha_rarefaction_40118_0.txt	40118	0	6.5849570796	6.17006696714	7.26756680808	6.65006664655	7.09983513227	7.07242428423	8.941279988	9.69461104737	9.71898345505	8.98760832138	9.31625309412	7.97406598454	6.52478572947	8.57746087596	8.0933435347	7.66268923254	7.45788950993	7.60921285241	8.93377917423	8.68932145985	9.31530601439	9.25210413764	9.55088165805	8.52991067014
alpha_rarefaction_40118_1.txt	40118	1	6.57283989572	6.1791476817	7.29333582325	6.63809711483	7.08273632242	7.06582208181	8.93684377082	9.70438888979	9.69810928102	9.00309818949	9.34422215168	8.00613578081	6.53084948562	8.56995112164	8.0758181066	7.67027235427	7.47478932995	7.60261133214	8.94800218088	8.70150674426	9.32239539841	9.25705475251	9.55270690819	8.51002627453
alpha_rarefaction_40118_2.txt	40118	2	6.57472176795	6.18525465569	7.27990753735	6.64857938782	7.0766642711	7.0475910968	8.90943162428	9.68263528451	9.70983297226	8.96245928325	9.35326843959	7.99288866998	6.53616642838	8.54178415494	8.10348514533	7.66241866302	7.45827007403	7.5934382459	8.94499361002	8.6604634908	9.31412468382	9.26457045993	9.54482986026	8.51997382303
alpha_rarefaction_40118_3.txt	40118	3	6.57505501695	6.18060430159	7.29192084578	6.66653488918	7.07209232141	7.04321330699	8.93712990523	9.69868386594	9.68974098259	8.97552198793	9.36506919924	7.99943788446	6.52705342424	8.54629509942	8.08176351701	7.66263075425	7.45925111072	7.63539884857	8.92257752292	8.67749619312	9.30410639233	9.26196084761	9.56216909297	8.51164085435
alpha_rarefaction_40118_4.txt	40118	4	6.59856736221	6.1775790041	7.30936365275	6.65638417156	7.06252384606	7.07613421676	8.94330091382	9.69861873736	9.70005545396	8.96150202363	9.35071925441	7.97730732379	6.54296892673	8.58208101929	8.07928337652	7.6650693095	7.4508064299	7.62922597198	8.94805317009	8.71450915273	9.29095348026	9.26548763776	9.60711512307	8.5137050804
alpha_rarefaction_40118_5.txt	40118	5	6.56105214823	6.16921239821	7.28484381411	6.64833848251	7.073125412	7.05936772789	8.94204445768	9.70215412777	9.71064608884	8.97025192039	9.33272228892	7.97038688542	6.54081368942	8.57478935071	8.10454805253	7.65984881316	7.46474711887	7.59556173155	8.91462854007	8.66064426866	9.30248481126	9.25105861406	9.5553147238	8.57215078735
alpha_rarefaction_40118_6.txt	40118	6	6.58806131618	6.1774416928	7.2821152122	6.64489306148	7.07872340464	7.05356426746	8.95686004037	9.69576941619	9.70004332068	8.97906999124	9.35574330899	7.97883546561	6.55142357524	8.55375717709	8.08200358195	7.64982696563	7.4361817852	7.60360914801	8.9030528688	8.7012832177	9.29705142933	9.26139498632	9.55215999924	8.51276104957
alpha_rarefaction_40118_7.txt	40118	7	6.54826771151	6.19780357674	7.26794556725	6.64634604699	7.0454540128	7.05624130136	8.91728320799	9.70688435372	9.70051381528	8.97192165066	9.32113088943	7.9857700236	6.55552173166	8.55780606413	8.06963092704	7.69244005963	7.45790292313	7.6186330587	8.93731159161	8.66999299573	9.28574380049	9.25089159669	9.57098613905	8.5343404827
alpha_rarefaction_40118_8.txt	40118	8	6.56316835815	6.1823691015	7.28392953727	6.62262061195	7.10118673674	7.04029175893	8.92892707438	9.68939389297	9.72539886433	8.93905039379	9.31796872915	7.96639286686	6.53920650297	8.56644200741	8.0786144227	7.66730403986	7.47020285495	7.62680060155	8.93384355492	8.6931052313	9.32372639093	9.26075965186	9.55155451578	8.48228689292
alpha_rarefaction_40118_9.txt	40118	9	6.58803862894	6.18953410885	7.26901984053	6.64649267108	7.07886942349	7.05739772228	8.9586246663	9.71903486397	9.6984242204	8.96491452543	9.32461635321	7.97369133513	6.5612647714	8.55306510135	8.0908603106	7.68595374747	7.43543664015	7.60380556193	8.927643216	8.69292012904	9.30911529933	9.27201417085	9.55526472004	8.51271683922
alpha_rarefaction_60172_0.txt	60172	0	6.58191658856	6.19127406591	7.31421927574	6.67553895277	7.0797027158	7.05977263732	8.9395051332	9.73170249369	9.73008609448	9.00851183421	9.36534940604	8.01037803221	6.5284479392	8.60635594989	8.10329743909	7.685693925	7.47643958015	7.63348706607	8.99205725979	8.71020253063	9.35755697976	9.28680954218	9.62138142528	8.53573111159
alpha_rarefaction_60172_1.txt	60172	1	6.5749735228	6.20245395002	7.31698172219	6.66227051869	7.08265203991	7.07812537011	8.95255653234	9.72448320807	9.71049707925	8.99582466318	9.34943048184	7.99519708215	6.54064893523	8.58980457387	8.10447398853	7.69483459174	7.49208409786	7.62666378071	8.9995101063	8.71924856513	9.36045354727	9.28103245553	9.60110411288	8.55715581472
alpha_rarefaction_60172_2.txt	60172	2	6.58762115802	6.20082947462	7.31732026648	6.64826521933	7.09925170632	7.07496718066	8.95547491541	9.728526421	9.72324601451	9.00008941961	9.36838834949	8.00504996728	6.56110811216	8.5953157319	8.11877015254	7.69446273853	7.47768478515	7.63163848509	8.97943106586	8.70957014823	9.33924237248	9.28386400336	9.61040090975	8.54506973663
alpha_rarefaction_60172_3.txt	60172	3	6.57252495599	6.1927181685	7.28004438134	6.6728579261	7.08240451958	7.08216462961	8.94943109335	9.72424118587	9.74124234292	8.99999198982	9.35518423729	8.00227959515	6.53304988199	8.5813531163	8.10798912057	7.68742357122	7.48553012295	7.6307459144	8.97190781609	8.73728988332	9.35047755894	9.28838950861	9.61041077981	8.55491942279
alpha_rarefaction_60172_4.txt	60172	4	6.58074620824	6.19111591394	7.29563365582	6.67022639044	7.09832086111	7.10408686407	8.96130266296	9.73816547026	9.72867120117	8.98995034225	9.35641074934	8.00569088062	6.55674922572	8.5826213148	8.10144931746	7.69282133595	7.45469927689	7.64188214565	8.94781240912	8.71997648394	9.34415008466	9.30139605744	9.60220909874	8.55151429602
alpha_rarefaction_60172_5.txt	60172	5	6.56712780958	6.19681356276	7.31885856122	6.65682364592	7.07690506883	7.09539498021	8.94927588104	9.72243175758	9.7592011527	9.02814933301	9.37268336773	8.00508905322	6.52766062335	8.57354360247	8.09296832477	7.7028869086	7.4691085002	7.64062727753	8.96510292533	8.71419029048	9.36087218811	9.2902958611	9.59282783463	8.54082754895
alpha_rarefaction_60172_6.txt	60172	6	6.59043027549	6.17160703713	7.31167712314	6.64802774305	7.11165252677	7.06855972155	8.96426117296	9.7180817823	9.72974198339	9.01950907599	9.37042174544	8.00737048411	6.56437517391	8.58059744634	8.1070163081	7.69198316063	7.47633520554	7.64026677817	8.96678883952	8.72742816862	9.3417583444	9.28660621179	9.60115175462	8.56503544326
alpha_rarefaction_60172_7.txt	60172	7	6.56921539472	6.19017741606	7.2910321587	6.65438867987	7.09211367521	7.05782388937	8.9459580336	9.74060623819	9.73620119879	9.00871350682	9.35667725302	7.99118833587	6.58108022607	8.60279012019	8.1037279995	7.68185825627	7.47252689523	7.62870375196	8.97784794725	8.71876867229	9.33912050361	9.3187691827	9.59975846253	8.55887144233
alpha_rarefaction_60172_8.txt	60172	8	6.60305864106	6.18933971836	7.28194119755	6.67577733087	7.09888019134	7.09066698111	8.96693442966	9.71622159656	9.71747156264	8.99677449097	9.37727126993	8.00134464104	6.55269007395	8.57875362545	8.09611108379	7.69478396698	7.47184463083	7.64364492082	8.97896673123	8.7220221619	9.33612457618	9.31112215427	9.60224853972	8.54919513021
alpha_rarefaction_60172_9.txt	60172	9	6.58333828245	6.20793562287	7.29809326415	6.66003948121	7.08926976437	7.07550906141	8.96443044437	9.74498315552	9.74449183424	9.00568032497	9.35038226794	7.99332625541	6.55612611779	8.57190037208	8.11109233571	7.70031787872	7.47697530739	7.62872579937	8.99100996814	8.70572073143	9.34559591375	9.31622305722	9.59658465889	8.56384706164
alpha_rarefaction_80226_0.txt	80226	0	6.5834671035	6.20596559967	7.32660117898	6.67998292111	7.11293123514	7.0837001317	8.96032745943	9.75662299231	9.75021580764	9.02624373515	9.39641982625	8.01170717147	6.57125207078	8.60606758536	8.12553149961	7.71242442045	7.48221292443	7.62654410475	8.96876236356	8.7249200137	9.36634225783	9.31779271349	9.62892630114	8.58136858653
alpha_rarefaction_80226_1.txt	80226	1	6.58692177161	6.19884218464	7.3071068378	6.65353647809	7.1003382752	7.07940381362	8.95395980055	9.74302025499	9.77089115749	9.02696019793	9.38695218745	8.00591558885	6.56817927282	8.58905909191	8.11294431965	7.69450417431	7.46684413595	7.64844485862	8.99133837854	8.72371574734	9.37236087957	9.31555078218	9.62908335079	8.5667380936
alpha_rarefaction_80226_2.txt	80226	2	6.58953954876	6.19212955494	7.30666237789	6.6651527383	7.09311863393	7.07586829521	8.97784173741	9.73846619792	9.75128955775	9.03795819156	9.40113614043	8.01077722127	6.54559394751	8.59593171886	8.11581575024	7.71051681004	7.47315797648	7.62250272913	8.98544478072	8.75423748361	9.35306230767	9.32616969569	9.62969513846	8.55867995467
alpha_rarefaction_80226_3.txt	80226	3	6.57781562437	6.20221484111	7.30918099538	6.67316270279	7.08927009856	7.09148595715	8.9687089537	9.75259075637	9.74628526464	9.02661481981	9.39253435176	8.00707464107	6.57182661943	8.59842381579	8.11101374038	7.69482118089	7.47590901813	7.64376531033	8.98315260587	8.73988275993	9.37072426717	9.32056545492	9.62138664015	8.60613542145
alpha_rarefaction_80226_4.txt	80226	4	6.60239670492	6.21213717886	7.29231857561	6.67200180086	7.08923485526	7.08805613586	8.97094705702	9.74429745135	9.75834348695	9.02390288985	9.39295355606	7.99540487496	6.57384963096	8.60470830975	8.11402114627	7.70545445683	7.4788965028	7.62231675303	8.99486599132	8.74105685301	9.37162014686	9.29709151502	9.63300842088	8.57544311975
alpha_rarefaction_80226_5.txt	80226	5	6.58717077429	6.19965728125	7.30662981888	6.67835844939	7.10665271565	7.08279394032	8.97667327039	9.7482635467	9.75505270001	9.02295571583	9.38842503934	8.00033726077	6.58599491806	8.60729184712	8.11803317855	7.68838004309	7.48978732103	7.6368236131	8.97996709806	8.74763631016	9.36731803704	9.31612532539	9.61658109789	8.57184067935
alpha_rarefaction_80226_6.txt	80226	6	6.57819182145	6.20173215276	7.3050307851	6.67420113615	7.09628693396	7.09056026155	8.97434130247	9.75363903273	9.76057492267	9.02449948239	9.38880233254	8.01274913289	6.55173199732	8.60649666293	8.11877006821	7.70373062328	7.50071918121	7.63423256572	9.01223383655	8.74009134723	9.38466569995	9.32824154056	9.60878882867	8.58273348947
alpha_rarefaction_80226_7.txt	80226	7	6.58750541114	6.1805364955	7.3108041806	6.66223237047	7.08809332451	7.09636524772	8.96884409953	9.7498916363	9.7455056188	9.03594002975	9.38338811212	8.00351710226	6.56049532079	8.60029515613	8.11984064284	7.69742328869	7.48848393184	7.64479409142	8.99586716886	8.74367196555	9.38277388742	9.31519308016	9.64502422458	8.58954956287
alpha_rarefaction_80226_8.txt	80226	8	6.57399448828	6.18917492007	7.30317452154	6.68109756123	7.10324220575	7.08726701583	8.96599870915	9.74619776187	9.73718458334	9.02418065557	9.39217281765	8.01794650819	6.56483553368	8.59868586065	8.11742176969	7.70683996547	7.46802279143	7.64153933139	8.98403572391	8.71961007296	9.35483383497	9.34518512549	9.62730666313	8.58505542925
alpha_rarefaction_80226_9.txt	80226	9	6.58928011776	6.22566541002	7.30297688183	6.68076740696	7.1074692338	7.08600194271	8.97219089551	9.7501232887	9.76119009498	9.02738170875	9.39370390671	8.01639552567	6.56101981199	8.58942786148	8.11348551207	7.69999727033	7.48272307647	7.64221464009	8.97513929706	8.73579449214	9.37286585451	9.3281773678	9.65176334605	8.56628373109
alpha_rarefaction_100280_0.txt	100280	0	6.58737095628	6.19241492208	7.31251566162	6.66879982936	7.10073021359	7.09387506453	8.99357157406	9.76421576307	9.76352148915	9.04122265836	9.4008173761	8.0068533921	6.56509241622	8.60941683473	8.12828457664	7.70189345937	7.47579278466	7.65016248924	9.00850571958	8.75267129213	9.3835661806	9.32775123574	9.6404141142	8.57845979524
alpha_rarefaction_100280_1.txt	100280	1	6.59514089782	6.19052976143	7.3173062961	6.67784666011	7.10166576147	7.08978998076	8.97171956273	9.76256550085	9.78259286672	9.03338493715	9.41434152886	8.01752695514	6.5632291207	8.60641165623	8.13287989684	7.70330628441	7.49031686182	7.64795931783	9.01038196881	8.75171460757	9.3879171571	9.34382571161	9.66194546748	8.59605322013
alpha_rarefaction_100280_2.txt	100280	2	6.59464031832	6.19254430084	7.30596757999	6.6790207875	7.10291941173	7.09896812673	8.97774820507	9.75066250994	9.765676317	9.03209692775	9.40504358842	8.02138830195	6.58507973976	8.61539702901	8.12066147351	7.7066313143	7.49228367797	7.63602259216	8.99410764115	8.75729387246	9.38458336198	9.34265537547	9.65245590348	8.58624628102
alpha_rarefaction_100280_3.txt	100280	3	6.58561662351	6.19875599489	7.31549459915	6.68188735222	7.11032624923	7.09510912018	8.98437138848	9.77347755607	9.77733340574	9.02661911205	9.40128257126	8.01984462295	6.58406508031	8.62180744741	8.11807135143	7.70337756638	7.47973594098	7.6351537739	9.01017899184	8.74511685287	9.37163206373	9.33938647991	9.62889205729	8.59047680775
alpha_rarefaction_100280_4.txt	100280	4	6.58282006034	6.20440390759	7.31977689586	6.67052388721	7.10665137451	7.09158155964	8.98766067289	9.7598591683	9.78194144446	9.02814500275	9.40495490249	8.01667348541	6.56978179947	8.61010007284	8.1224262942	7.70734608972	7.49345304423	7.64077322396	9.01514904651	8.73793564884	9.39689628136	9.32769812345	9.65054623961	8.59143490003
alpha_rarefaction_100280_5.txt	100280	5	6.58272375609	6.20363917801	7.31364963866	6.66820213384	7.10401592597	7.09277230496	8.97996945072	9.75713289662	9.76697068007	9.04993467478	9.38871800754	8.01393012171	6.57866562686	8.61276260101	8.12037853306	7.69734658072	7.49381334183	7.63648825742	9.00391195777	8.75879857337	9.39323971627	9.32882282	9.65646572542	8.60637887275
alpha_rarefaction_100280_6.txt	100280	6	6.59716929756	6.20696005089	7.31281237055	6.68096125015	7.10282644272	7.09388980614	8.97926388801	9.75062036689	9.77073973812	9.03328903085	9.40415396055	8.01883706627	6.56862247095	8.61346255552	8.11948754819	7.70277513185	7.48893996253	7.64097075901	9.00050772489	8.75441593335	9.39307729412	9.33666375944	9.65496222163	8.59373725547
alpha_rarefaction_100280_7.txt	100280	7	6.58440668656	6.19834779179	7.31665887721	6.68195142802	7.10841635594	7.09863664183	8.98189522642	9.75821803038	9.76204066531	9.0361334096	9.39854946442	8.00818686418	6.58265734712	8.61351665721	8.11522621432	7.70956093545	7.47737914016	7.63865933292	9.00798332325	8.75430239517	9.39795192447	9.33239100623	9.64856835533	8.58894672003
alpha_rarefaction_100280_8.txt	100280	8	6.58850571297	6.19859898009	7.32813026107	6.68028817167	7.09865857839	7.09599393304	8.96798078193	9.75554051026	9.77483483689	9.02729257503	9.40432994886	8.02645328028	6.57107725323	8.6138762489	8.11957671723	7.70310051261	7.48251915853	7.6549890873	9.0035070631	8.75042912715	9.38562613723	9.32487631197	9.64064283132	8.58801659044
alpha_rarefaction_100280_9.txt	100280	9	6.59017811036	6.21139094953	7.31617383244	6.67422347079	7.11211855305	7.09230394129	8.97326025832	9.75609672451	9.7630961011	9.04290892188	9.39666470619	8.01618289641	6.56730124762	8.61345824028	8.13337065578	7.70208069588	7.48320217012	7.64893529332	9.00903377232	8.74533333237	9.39089807868	9.33917329649	9.63748034109	8.58561001555
alpha_rarefaction_120334_0.txt	120334	0	6.59296345495	6.21271887832	7.30489602526	6.68173460493	7.12113361445	7.09046500716	8.97805092173	9.76832554532	9.7840339732	9.04352598132	9.40445580336	8.01381453841	6.58439372653	8.61231296888	8.12742783003	7.70756638904	7.48512640779	7.65031956861	9.01354239062	8.74816777289	9.40204368633	9.35891457387	9.66787079509	8.59239545591
alpha_rarefaction_120334_1.txt	120334	1	6.58774175501	6.2030736788	7.31548255992	6.67534256913	7.11061145821	7.09404482798	8.97660562042	9.7724308663	9.78938206205	9.03601149064	9.41041494887	8.02293302488	6.57510499014	8.62079633838	8.11319063937	7.70796694447	7.48824651684	7.65153315222	9.01302164655	8.75956329292	9.412883271	9.35640006048	9.63568137287	8.60125258269
alpha_rarefaction_120334_2.txt	120334	2	6.60278824842	6.21476416982	7.32321647706	6.67893880314	7.10871966688	7.0970312552	8.9814760352	9.76550224558	9.77447989969	9.04265318336	9.41067781652	8.02630929347	6.58068114262	8.61035301511	8.11934913448	7.70055986738	7.49975899709	7.64716752229	9.00898159683	8.75457718788	9.40175802808	9.34768336474	9.68071888445	8.59859892083
alpha_rarefaction_120334_3.txt	120334	3	6.59524872882	6.20669706804	7.31675440246	6.677509934	7.11302462684	7.10647544028	8.98511031213	9.77223199928	9.77510076352	9.04640228731	9.3941923328	8.02807957567	6.5742310475	8.61139779891	8.12589061676	7.7121637857	7.49465920898	7.64788170238	9.01556523778	8.76172937587	9.41253535103	9.35222944211	9.66728829661	8.59479481998
alpha_rarefaction_120334_4.txt	120334	4	6.58986783485	6.20303533884	7.31530669754	6.67196111922	7.11427180688	7.09352974342	8.98509676493	9.76588174422	9.77947668824	9.05505118071	9.40907712446	8.02869968825	6.57806160164	8.61097434712	8.126801066	7.70994138608	7.48896941134	7.66280276251	9.02615905586	8.75879012325	9.40165519077	9.34016638853	9.66712046447	8.59143454123
alpha_rarefaction_120334_5.txt	120334	5	6.59952289104	6.21343067066	7.31559429875	6.68280058794	7.10685180681	7.09807020945	8.98974618542	9.76054204304	9.77231371311	9.04239811621	9.40593462051	8.01755937319	6.58407356156	8.61445488524	8.1274323344	7.70348820689	7.48879724198	7.65332016918	9.00406668945	8.75900745559	9.3977197246	9.35533083945	9.67109386025	8.59208310138
alpha_rarefaction_120334_6.txt	120334	6	6.59287838319	6.2027534337	7.31688863174	6.66927569077	7.10849187704	7.10251337303	8.98400730658	9.77250114517	9.77866156738	9.043545883	9.40338106089	8.03254951841	6.56494122989	8.63158411372	8.1281836242	7.70887557509	7.48919498876	7.64537868414	9.0194694664	8.75719800605	9.41063922708	9.34648262522	9.66253603304	8.59689524448
alpha_rarefaction_120334_7.txt	120334	7	6.58872959862	6.21790914594	7.3158941999	6.68002852339	7.10520634369	7.09800109928	8.9818122323	9.77513026285	9.77883130664	9.04654411393	9.41486800053	8.02228238861	6.5743325141	8.61502335646	8.13680477054	7.70458599086	7.47906703427	7.65728231072	9.0208786336	8.76186328743	9.39198338608	9.35259761778	9.66712217037	8.5970818116
alpha_rarefaction_120334_8.txt	120334	8	6.59315293973	6.20385603411	7.30463559175	6.68457030364	7.10682119742	7.09654903005	8.98278387358	9.77812414437	9.78267060289	9.0503721961	9.40208290033	8.01800740063	6.57087140811	8.61969557807	8.1319855931	7.7124069761	7.49480297683	7.64437358293	9.01810847658	8.75196934974	9.39380454522	9.34231766653	9.66657357076	8.57901283172
alpha_rarefaction_120334_9.txt	120334	9	6.59939915598	6.20013606977	7.31120189091	6.67337267849	7.1129401959	7.09694956224	8.98873195377	9.76259671214	9.78161248267	9.04056114031	9.40772204171	8.02695816264	6.57271776022	8.61146351648	8.12116578679	7.70887853826	7.49950630407	7.65827991068	9.025934526	8.76760431865	9.39918651652	9.35847020699	9.64796841246	8.59320623748
alpha_rarefaction_140388_0.txt	140388	0	6.59510629665	6.20838047229	7.31300717605	6.68155119828	7.10739980517	7.09706925226	8.99132756111	9.77546852917	9.7919976985	9.04541761174	9.41916400295	8.02521143723	6.58264753151	8.61950859431	8.13245648985	7.70941751943	7.49595520563	7.65408446664	9.01940210245	8.77201721308	9.41014350249	9.35591330535	9.67505163416	8.60801342691
