	sequences per sample	iteration	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
alpha_rarefaction_140388_3.txt	140388	3	2484.48117155	2583.41176471	3193.72307692	3029.28521127	2946.70588235	3404.60307692	5743.58844133	6648.8875969	7792.86585366	7560.5	6893.97748344	4718.01315789	3623.74480712	5461.50166667	4495.8997555	4219.195	3589.90391459	3857.63660477	8148.02941176	8751.396875	9653.09615385	9417.72222222	10479.2595937	8359.54845155
alpha_rarefaction_140388_4.txt	140388	4	2410.01265823	2542.22171946	3362.26351351	3189.996139	2959.55725191	3615.35714286	5529.79569892	6568.39147287	7638.01689189	7485.59133489	6894.38591917	4897.03970223	3469.71428571	5510.18923611	4424.12408759	4194.74064838	3429.30847458	3927.10743802	8110.26492147	8617.79918451	9732.6203966	9486.3767977	10496.4932432	8341.54828974
alpha_rarefaction_140388_5.txt	140388	5	2471.70305677	2400.41568627	3221.76047904	2990.13953488	3001.13793103	3756.05376344	5695.50543478	6577.34673367	7834.01752336	7600.92883895	7089.22144847	4524.1901566	3554.2804878	5678.39652174	4198.01363636	4253.46568627	3385.65273312	3878.36538462	8289.08431163	8607.76787565	9644.5785124	9263.19523373	10575.0598619	8125.4336989
alpha_rarefaction_140388_6.txt	140388	6	2435.65517241	2591.28767123	3246.125	3114.91071429	2914.01162791	3489.32441472	5448.41722973	6838.23202171	7842.71986223	7500.89268868	6998.29357798	4618.87089716	3478.22928177	5601.94545455	4290.25	4182.17317073	3393.96428571	3935.64190981	8194.00626959	8632.71294363	9561.07301294	9473.17445186	10365.8163569	8370.48253968
alpha_rarefaction_140388_7.txt	140388	7	2556.13191489	2543.68085106	3184.3533123	3209.57295374	3074.58606557	3525.37699681	5823.45656192	6818.27667984	7662.00112613	7485.11676301	6852.52051282	4423.95957447	3439.24369748	5609.83838384	4264.87185355	4233.77915633	3405.38709677	3726.76470588	8227.78509719	8624.71563484	9423.91007194	9488.87365591	10767.8666667	8435.91067762
alpha_rarefaction_140388_8.txt	140388	8	2598.35616438	2540.63559322	3127.51948052	3153.8	2883.12631579	3618.78929766	5737.79241877	6779.02362205	7980.50557621	7458.36231884	7004.60190217	4735.70546318	3561.77034884	5386.88313856	4178.3630137	4171.89637306	3420.95172414	3801.03100775	8099.20812183	8840.42105263	9709.0056926	9216.63049327	10455.7644788	8269.55239064
alpha_rarefaction_140388_9.txt	140388	9	2457.72881356	2450.15384615	3300.71428571	3167.68817204	2904.03875969	3581.33114754	5589.03684211	6657.60655738	7832.16549296	7570.38297872	6985.00384123	4748.7810219	3415.89304813	5569.12676056	4460.72636816	4193.33167082	3375.65116279	3843.89312977	8146.07028754	8504.83551968	9561.21428571	9257.46216955	10565.1345397	8705.56546275
alpha_rarefaction_160442_0.txt	160442	0	2595.14876033	2731.25438596	3251.70285714	3164.53465347	3159.51054852	3575.70093458	5771.55148342	6741.13703704	7897.18895028	7743.53621495	7192.33898305	4712.75630252	3655.77903683	5675.19736842	4521.08391608	n/a	3663.38535032	4013.85	8350.00719424	8804.17296223	9760.98432056	9694.44493392	10765.9866962	8738.50455927
alpha_rarefaction_160442_1.txt	160442	1	2598.61572052	2615.25	3285.58433735	3127.27516779	3137.68992248	3695.60990712	5758.12564544	6855.79004854	7896.20971302	7695.00918485	7135.6870229	4691.65408805	3564.86118252	5691.14382403	4519.61097852	n/a	3481.4054878	4043.88022284	8438.40170032	8788.53615023	9848.24236984	9792.17889908	10655.6516272	8741.18947368
alpha_rarefaction_160442_2.txt	160442	2	2694.25	2547.31474104	3352.38244514	3234.22535211	3112.49609375	3820.00326797	5826.98795181	6814.19689119	7937.33898305	7551.00662252	7283.14285714	4861.49665924	3564.53968254	5668.49658703	4507.5638051	n/a	3635.91304348	4025.13299233	8396.02969247	8970.01010101	9624.05631399	9468.32755633	10756.989313	8663.64889336
alpha_rarefaction_160442_3.txt	160442	3	2582.99122807	2631.64876033	3362.63949843	3222.04895105	3004.99626866	3711.11538462	5764.11538462	6801.52440551	8049.31487889	7776.24063564	7126.83668342	4770.20718816	3593.15384615	5640.63651316	4755.05185185	n/a	3559.83974359	4117.5646438	8317.40862423	8905.17179742	9686.05641026	9751.36675462	10792.357362	8844.64263323
alpha_rarefaction_160442_4.txt	160442	4	2603.08333333	2544.781893	3379.10736196	3182.37627119	3038.53703704	3669.52365931	5799.93838028	6771.57052097	7889.02367531	7536.00109769	7115.36399474	4911.47113164	3625.42541436	5599.33550489	4509.22916667	n/a	3502.73668639	3912.98200514	8406.0	8909.03677932	9956.83714789	9704.39964476	10660.9726937	8761.5754717
alpha_rarefaction_160442_5.txt	160442	5	2648.47916667	2653.08536585	3412.48148148	3087.96052632	3168.22568093	3695.2310231	5865.05604203	6742.9794686	7951.10167598	7810.22014052	7265.56521739	4822.39215686	3592.92	5727.00883392	4410.8807947	n/a	3704.88461538	4068.50819672	8525.60586319	8839.02071006	9786.2757732	9638.27402135	10821.9676946	8675.31546392
alpha_rarefaction_160442_6.txt	160442	6	2752.25	2637.6875	3325.8006135	3161.50662252	3111.36501901	3901.03460208	5792.94168096	6745.49056604	8001.74496644	7618.20512821	7266.74044796	4855.22727273	3668.77521614	5615.79666667	4445.60224719	n/a	3467.72151899	3994.18341709	8364.69158879	8923.38667992	9632.02417962	9664.89320388	10836.8584475	8666.79166667
alpha_rarefaction_160442_7.txt	160442	7	2609.39330544	2685.37037037	3237.43859649	3135.03246753	3145.03831418	3612.0310559	5838.71095153	6811.9	8096.20945946	7677.68631813	7141.19078105	4871.3924612	3608.38461538	5773.64676617	4586.80831409	n/a	3687.44594595	3898.57178841	8369.06976744	8918.91040462	9801.15835521	9467.18080548	10692.8538576	8747.66932271
alpha_rarefaction_160442_8.txt	160442	8	2537.05645161	2601.26229508	3436.91530945	3194.40133779	3112.5037037	3800.28431373	5813.39285714	6740.15075377	7993.07719298	7829.50954654	7094.23929471	4946.84	3632.11080332	5679.06135987	4563.22273782	n/a	3524.55333333	3982.1775	8359.72925311	8687.12596154	10052.3766938	9552.39845758	10809.9664929	8469.74728529
alpha_rarefaction_160442_9.txt	160442	9	2501.0	2683.56223176	3350.35759494	3077.33225806	3124.64044944	3657.51076923	5703.78187919	6853.49812734	7973.71428571	7613.36566332	7155.66057441	4835.85934066	3632.9375	5626.05084746	4620.86407767	n/a	3539.65217391	4047.81216931	8494.55520505	8886.80456349	9829.12511091	9683.25896057	10736.8644717	8645.50050251
alpha_rarefaction_180496_0.txt	180496	0	2647.53881279	2761.95867769	3488.17647059	3317.48096886	3199.28624535	3815.81846154	5956.77586207	6923.12347188	8119.97621622	7921.8013468	7273.04477612	4920.47117296	3789.32676056	5811.71009772	4723.57957245	n/a	3639.15015974	4203.18414322	8626.02205882	9038.12711864	9886.46754314	9860.03076923	10965.9610482	8870.92682927
alpha_rarefaction_180496_1.txt	180496	1	2662.5936255	2734.44621514	3352.06413994	3420.85714286	3247.38888889	3701.06213018	6002.56742557	6888.36253041	8198.67004505	7942.24861265	7428.17139175	4839.93491124	3713.0	5842.90848586	4704.32110092	n/a	3630.76923077	4138.03333333	8629.00630915	9113.38095238	9847.05080645	9806.05694564	11025.1977695	8714.21568627
alpha_rarefaction_180496_2.txt	180496	2	2694.68907563	2798.00411523	3498.40625	3308.9009901	3237.0	3901.75477707	5953.00512821	6955.80517879	8054.4600432	7976.68714448	7351.3252859	4957.10625	3762.97260274	5808.2048	4668.58450704	n/a	3647.0619195	3996.20631068	8667.40212766	9087.91436727	10183.1291449	9750.32698962	10975.5981241	8981.78183613
alpha_rarefaction_180496_3.txt	180496	3	2789.57142857	2805.69456067	3399.38728324	3335.10472973	3280.08270677	3739.6146789	5967.83838384	6886.31021898	8038.65913978	7874.46569179	7317.74375	4984.27142857	3756.81818182	5770.1248	4648.52314815	n/a	3798.69902913	4119.45012788	8611.12565445	9167.6937799	9965.03772003	9790.87860781	11133.394756	8963.94417238
alpha_rarefaction_180496_4.txt	180496	4	2729.53112033	2756.48	3495.56402439	3325.71854305	3258.33707865	3820.63414634	5999.45876289	6944.91898734	8100.1013363	7943.77455357	7338.25765306	4886.12345679	3776.89863014	5814.84109149	4741.35817308	n/a	3775.97	4182.81889764	8626.0293809	9016.43255814	10040.1401548	9800.23670669	11127.834923	8981.97177419
alpha_rarefaction_180496_5.txt	180496	5	2571.8984375	2767.2195122	3574.0310559	3357.8556701	3308.24521073	3778.64220183	5952.18057922	6914.4535316	8085.22608696	7933.5703125	7300.05555556	4995.79375	3723.2027027	5917.04522613	4650.35664336	n/a	3616.90825688	4194.62663185	8647.04751848	9059.5943662	9956.03797468	9888.19948187	11024.312083	8762.47328244
alpha_rarefaction_180496_6.txt	180496	6	2692.3375	2791.48523207	3349.71976401	3274.69155844	3169.87455197	3817.52307692	5958.52196837	6933.08435208	8174.1516165	8025.2283737	7306.43875	4871.35918367	3753.86065574	5935.3	4673.95581395	n/a	3764.5516129	4065.02025316	8640.00632244	9104.79352997	10285.0575221	9847.21513605	11047.7080882	8860.22834646
alpha_rarefaction_180496_7.txt	180496	7	2720.65652174	2699.68181818	3458.44410876	3426.03180212	3244.59851301	3820.90092879	5934.62218371	6937.74937965	8104.23127753	7892.61668546	7312.66248432	4942.22151899	3698.27077748	5763.99511401	4720.92147806	n/a	3670.76875	4159.88859416	8631.0	9115.76313276	10058.8064791	9786.44648829	11091.4363225	9088.41082164
alpha_rarefaction_180496_8.txt	180496	8	2789.33333333	2670.27985075	3404.59347181	3274.63122924	3264.04710145	3879.86942675	5881.30936455	6843.88768116	8206.33149171	7998.63235294	7380.24680307	4848.70858283	3757.34146341	5781.656	4677.17272727	n/a	3622.58282209	4019.36319613	8618.06918239	9064.39068441	9862.83485477	9937.29694323	11225.3424759	8872.31516353
alpha_rarefaction_180496_9.txt	180496	9	2651.97530864	2746.78688525	3395.33433735	3387.48239437	3253.02272727	3812.90087464	6021.06423611	6857.95078031	8071.33733624	7866.94288914	7359.90191083	4912.62603306	3773.49447514	5858.4822335	4789.12590799	n/a	3674.54716981	4197.04336735	8659.22292994	9224.12100678	10068.3374019	9866.0672994	11104.1291759	8986.0852329
alpha_rarefaction_200550_0.txt	200550	0	2785.20425532	2756.92105263	3496.54310345	n/a	3388.56390977	3993.72615385	n/a	n/a	8294.77360515	n/a	n/a	n/a	n/a	5993.6407767	n/a	n/a	3821.59813084	4222.39447236	n/a	n/a	10255.0299003	n/a	11276.1866275	9094.94269341
alpha_rarefaction_200550_1.txt	200550	1	2724.01992032	2881.70731707	3554.86746988	n/a	3366.41791045	3954.55722892	n/a	n/a	8332.04013378	n/a	n/a	n/a	n/a	6023.7516129	n/a	n/a	3858.44761905	4362.32368421	n/a	n/a	10393.8070767	n/a	11167.7781845	9154.4255112
alpha_rarefaction_200550_2.txt	200550	2	2877.01746725	2818.90909091	3487.3988764	n/a	3310.4270073	3991.00303951	n/a	n/a	8243.59677419	n/a	n/a	n/a	n/a	5963.77170418	n/a	n/a	3807.68181818	4302.06169666	n/a	n/a	10423.72	n/a	11371.9096168	9063.31543624
alpha_rarefaction_200550_3.txt	200550	3	2794.66382979	2744.6627907	3450.3258427	n/a	3336.22794118	3985.57142857	n/a	n/a	8297.11891892	n/a	n/a	n/a	n/a	5957.02076677	n/a	n/a	3883.68589744	4343.17241379	n/a	n/a	10320.5294118	n/a	11185.9930604	9139.59803922
alpha_rarefaction_200550_4.txt	200550	4	2796.82995951	2826.09638554	3545.10619469	n/a	3388.90038314	3954.55722892	n/a	n/a	8273.5487013	n/a	n/a	n/a	n/a	5874.0859375	n/a	n/a	3785.06441718	4306.76633166	n/a	n/a	10170.6744561	n/a	11250.5878617	9123.16764133
alpha_rarefaction_200550_5.txt	200550	5	2768.95238095	2916.67782427	3500.56358382	n/a	3356.9389313	3954.66666667	n/a	n/a	8281.54535637	n/a	n/a	n/a	n/a	6029.04878049	n/a	n/a	3767.7808642	4185.57317073	n/a	n/a	10164.9643147	n/a	11228.4897959	9092.14534884
alpha_rarefaction_200550_6.txt	200550	6	2687.95967742	2766.83703704	3530.90462428	n/a	3436.11068702	3957.33333333	n/a	n/a	8323.32644178	n/a	n/a	n/a	n/a	5923.17432647	n/a	n/a	3784.58588957	4233.18159204	n/a	n/a	10308.0372825	n/a	11192.365	9120.92994242
alpha_rarefaction_200550_7.txt	200550	7	2785.65560166	2804.28458498	3554.58064516	n/a	3416.32183908	3979.15197568	n/a	n/a	8251.30462185	n/a	n/a	n/a	n/a	5969.02076677	n/a	n/a	4005.24242424	4237.6125	n/a	n/a	10136.3944354	n/a	11058.4252632	9075.06214689
alpha_rarefaction_200550_8.txt	200550	8	2719.06451613	2833.76136364	3474.26345609	n/a	3352.19245283	3970.74468085	n/a	n/a	8313.10011001	n/a	n/a	n/a	n/a	5961.23595506	n/a	n/a	3742.97922849	4284.47927461	n/a	n/a	10243.4598361	n/a	11355.3946025	9058.59711538
alpha_rarefaction_200550_9.txt	200550	9	2819.13191489	2791.37647059	3456.16949153	n/a	3408.44106464	3986.60909091	n/a	n/a	8353.09912854	n/a	n/a	n/a	n/a	5928.04	n/a	n/a	3872.97106109	4257.23115578	n/a	n/a	10213.7419885	n/a	11211.5455208	9196.73736373
