	sequences per sample	iteration	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
alpha_rarefaction_40118_8.txt	40118	8	106.494071615	109.395367433	139.604638223	131.416154226	126.371388407	138.415901503	192.059103416	246.208181668	255.015296661	249.287639824	238.185996462	171.28626344	151.966587154	219.541660467	183.501979014	169.460270676	152.445913813	159.398017485	275.293595791	258.662562341	294.487477674	294.954683844	330.178554876	258.322610496
alpha_rarefaction_40118_9.txt	40118	9	107.67284013	110.176376118	137.749609381	130.087903365	126.435871392	142.486600393	193.568662736	246.64969438	255.773647556	256.52508568	241.184949513	176.574665013	149.735002491	219.133293496	182.358456006	169.995789899	149.870307535	161.344207468	271.616595355	260.625690679	294.615531169	298.513109076	334.359219596	264.072725131
alpha_rarefaction_60172_0.txt	60172	0	122.608538273	121.429154496	159.092175561	147.769511081	143.406457423	156.066396074	214.421939138	273.75632438	289.427282188	282.891903152	267.753196894	199.267078896	167.115010617	245.745330734	205.630065771	191.80759858	167.931969408	180.744295956	313.211820855	291.119656995	339.537127659	334.084076722	378.970131902	299.348261326
alpha_rarefaction_60172_1.txt	60172	1	118.449523993	122.89760748	157.476389024	148.568630689	143.05738776	157.941986117	212.485563079	272.818326871	286.26535922	283.868890514	267.303250292	193.805424236	166.329353024	248.219517271	205.439207967	187.702558951	167.797400751	185.083213094	316.823565673	297.864848236	337.660800772	332.200417687	374.900351863	298.677510636
alpha_rarefaction_60172_2.txt	60172	2	124.812994032	122.866237458	157.074715781	146.184516995	143.957385641	152.908698857	215.304618443	274.04261822	284.154894336	286.234331217	271.642683714	197.614861243	168.807560437	248.532627301	201.376385274	188.762793825	167.350240074	183.235338094	308.910932482	296.377471215	331.261489598	338.093537208	376.944888779	301.045270293
alpha_rarefaction_60172_3.txt	60172	3	120.130165905	122.986316171	154.203058894	151.260712591	141.205706149	161.061460891	216.552028478	277.776955129	289.156025346	281.596371434	267.667214006	199.995951403	170.101578862	247.895515544	206.998929103	187.177702259	170.382330499	181.051486138	309.819547388	298.673089872	340.851203633	335.978381505	375.573921224	302.289088439
alpha_rarefaction_60172_4.txt	60172	4	120.548510664	120.442742499	154.706491268	149.590533091	140.210436555	157.503099232	213.951476842	274.407938945	287.455644887	283.006973244	268.075066593	194.642830951	168.9059954	246.351026639	205.159894394	189.003188967	165.51927683	182.590060304	307.842520744	295.716291949	336.448635687	329.433934635	370.138783385	299.750253885
alpha_rarefaction_60172_5.txt	60172	5	118.586838266	119.651196838	155.80680154	150.597775933	142.51876134	156.84868282	213.937478959	271.670782938	289.684450013	285.616312188	270.393994521	196.296329992	171.536183925	246.909241189	206.098252245	192.186294849	166.63214742	182.356657928	311.778698887	296.007203734	339.180370165	334.343978226	376.971614793	295.356282079
alpha_rarefaction_60172_6.txt	60172	6	120.677229426	123.171210455	157.058193664	150.576318142	144.491983617	158.520160883	214.866505029	272.887948055	284.803743409	287.688490038	266.39647885	195.587432084	166.199539314	242.8376188	205.928725737	187.211360428	166.146668478	185.184098434	314.44867955	294.070790583	334.167288359	338.095565005	373.045152608	296.750150564
alpha_rarefaction_60172_7.txt	60172	7	121.148216421	122.037990852	156.112644361	149.608129651	141.569744086	153.490247064	215.76680487	275.417771703	282.061225434	285.147586838	267.427451002	198.694074922	170.404060311	244.612428738	204.731850764	189.444695292	167.550669558	183.68323406	314.023131233	294.208668852	338.345402767	340.529282055	376.267266887	295.677372268
alpha_rarefaction_60172_8.txt	60172	8	120.841136635	122.25203535	154.414300149	151.184119031	143.184575039	155.714747619	211.371615717	275.46719346	288.455991802	283.707726096	271.480615842	195.1621918	168.703176264	246.805625404	204.824604404	193.010859147	166.76898414	184.23011916	314.448243614	291.868055126	333.839348332	334.512342818	374.917482007	301.669973457
alpha_rarefaction_60172_9.txt	60172	9	122.193950244	122.50751515	160.177205958	147.475663138	142.038843957	155.958703505	217.111056355	272.319404654	287.355740552	285.592724133	269.031297405	197.264098474	169.378794406	244.350163645	205.859349933	192.722345587	162.88870141	182.67228625	313.764466519	290.51448221	341.44969198	331.942335454	375.729229727	299.969651185
alpha_rarefaction_80226_0.txt	80226	0	133.658418415	130.914028255	167.633933867	160.162807128	155.321249576	172.473088613	228.654438528	295.136431842	309.899770409	313.714093719	292.025047445	213.711042232	183.508407763	264.436052075	223.270107748	204.392656041	179.312710548	196.410961261	335.945744475	323.793707581	368.644220251	365.91585977	410.032378055	327.086939569
alpha_rarefaction_80226_1.txt	80226	1	129.180315545	133.82404842	168.445227004	162.699214054	157.604064192	170.211289313	230.55803723	296.174849205	311.258873388	311.090879209	289.942183651	209.827367006	181.787260526	264.571449672	222.174148834	204.350582496	176.552967398	199.466071802	339.568526605	322.28864833	365.884900348	361.042610967	408.463158541	322.350298534
alpha_rarefaction_80226_2.txt	80226	2	130.537969853	130.125530729	168.679836675	160.357029465	152.612062861	170.341504168	231.027371675	294.157376679	308.557381795	310.732497697	289.699782697	215.138159995	182.294547447	270.408077161	219.510937928	207.554211567	175.461578261	198.478486807	337.319401234	322.043049011	366.892736535	361.525776399	408.11834906	325.176746097
alpha_rarefaction_80226_3.txt	80226	3	133.483311874	131.722811421	166.821586079	163.08426676	150.357500685	169.293652304	231.066046317	299.74642069	313.263829307	312.059176795	293.231470543	210.260189425	181.820566976	265.218241551	217.326488101	205.350811059	177.577397015	198.170931282	337.863969619	323.892093194	366.687770551	361.234735829	405.839969329	327.898454599
alpha_rarefaction_80226_4.txt	80226	4	131.735709061	129.436038151	165.38203844	161.33087897	153.169451547	171.522992055	232.563518805	295.524779397	316.65944063	309.918186242	292.923917556	213.541153566	185.402637865	265.138784975	219.429288549	205.762172787	177.690838141	196.171529403	338.371190389	323.093488194	365.335918203	359.831580657	408.354751202	325.682051683
alpha_rarefaction_80226_5.txt	80226	5	130.508653941	131.054641877	165.217137573	162.848310408	154.386553333	173.793223915	234.479429243	295.929574375	312.046571076	309.115002858	291.649062207	212.241209774	183.5840362	267.330777545	220.833294799	202.895080167	177.090562232	199.56476336	339.987293237	322.857857286	364.730533909	366.110105474	408.787618003	325.730245787
alpha_rarefaction_80226_6.txt	80226	6	130.267126868	135.235568549	168.789756331	157.729801716	152.148816769	169.650761106	232.888072735	297.041435538	311.932482827	315.366351607	293.549229452	210.981722536	181.305555593	265.279735954	222.64605217	205.053120053	179.447657248	199.818537042	339.008668853	320.193852616	368.994328053	364.66541555	405.791807551	327.608983744
alpha_rarefaction_80226_7.txt	80226	7	129.199429535	128.774164658	165.068516287	160.395034349	154.715312908	170.274519617	232.806500506	294.282467452	308.485329171	310.821827223	293.797443152	212.34014507	183.251419716	267.57221314	221.577060122	204.241157715	180.093684563	198.348288483	338.49319929	324.447375523	367.742131698	365.471406042	410.988625248	328.283591507
alpha_rarefaction_80226_8.txt	80226	8	129.561602676	130.639732669	167.839764878	162.231881421	151.831366745	168.28456818	232.357866443	294.447218914	310.750643254	311.609842852	293.111750896	217.788038905	181.365431113	262.533684629	221.469599662	205.847758776	176.056807147	195.99469737	339.519630351	321.552143707	366.10887786	370.891648803	408.491889525	326.292682206
alpha_rarefaction_80226_9.txt	80226	9	132.498023589	131.906567946	166.826880986	162.382213067	156.411503595	168.411717627	233.94780504	292.980717136	311.480623932	309.922400433	292.146010259	213.923677388	181.539678837	266.513622052	222.884176047	208.342785506	178.493090633	196.160906205	335.753344126	321.262406312	367.501473498	367.668206172	412.62343647	327.750292538
alpha_rarefaction_100280_0.txt	100280	0	141.36417514	138.840777685	177.703755043	168.827953461	161.633382957	182.860146918	245.990423472	312.02212619	326.21572555	327.35029671	310.331246634	226.229815937	193.357627772	280.831885395	234.498727213	219.989936432	189.795274668	208.292042262	358.064351559	342.153931941	389.389399247	391.121768337	430.381961563	347.193219311
alpha_rarefaction_100280_1.txt	100280	1	139.761204725	141.492379722	176.062385981	169.452992715	162.292886373	180.043370321	245.724372131	310.938185598	331.839683493	327.800964466	312.552309196	225.171710732	194.935615799	283.021767216	233.688674165	217.423976281	188.769690262	208.634299523	360.694609231	344.146062841	389.222645668	389.382887742	434.800721244	347.686184682
alpha_rarefaction_100280_2.txt	100280	2	139.615190415	139.602087593	177.261003456	171.917553812	165.699388343	180.883480592	248.340954757	314.029823336	330.202041879	329.749607542	311.545081232	225.078894837	190.684268013	283.831267613	232.306550931	219.575904592	189.576214298	207.60180881	355.993600679	344.820816663	389.476188189	389.340341723	439.415486795	352.251788655
alpha_rarefaction_100280_3.txt	100280	3	138.511120415	138.974490491	176.766982113	169.065926243	164.19560391	179.188030447	246.61594434	314.643150613	331.487166893	328.654904988	308.408205621	231.929774351	194.183775486	282.038916459	234.203275856	213.971192594	186.006259369	209.573797748	356.979849989	341.694528664	391.868129255	389.868528851	430.074699916	345.802087192
alpha_rarefaction_100280_4.txt	100280	4	138.6780209	142.911180026	177.692113152	168.294718042	162.144951405	179.277509918	247.818582274	313.945910394	329.895629147	327.101668073	314.440365483	228.985395689	192.480460042	279.909825965	234.40370838	215.191886455	188.792992947	208.609872318	359.570224886	342.105356204	390.996271213	385.839310235	435.332570389	351.016640075
alpha_rarefaction_100280_5.txt	100280	5	137.771370351	140.252046139	177.788062076	167.474610666	161.413604557	182.972306322	246.264096838	312.545132542	330.603777461	331.610158474	305.461656822	226.028656636	197.480408416	282.245443678	232.408483792	217.094083677	189.150500019	208.66388003	358.891884098	342.41073078	395.096295444	388.387615861	434.486898805	350.398370879
alpha_rarefaction_100280_6.txt	100280	6	141.591020462	138.680513728	176.953726861	168.051638677	161.865942031	179.627367436	245.934731156	311.917060696	332.668005223	329.583686627	312.04031136	224.027535864	195.025740132	281.667503718	236.599559563	217.47698329	186.874909148	209.003065411	356.387452686	346.955212029	390.319640959	387.577525336	436.328240314	348.73135308
alpha_rarefaction_100280_7.txt	100280	7	138.263394032	139.841557938	177.511721677	172.763472783	163.717694707	182.398905061	247.257407202	311.460210797	332.994081698	328.83684981	312.623840071	225.09524973	194.104223323	282.644464809	230.295432802	219.442902171	185.758627386	207.735417923	360.439058338	340.696314515	394.275355511	389.08153675	434.728248596	347.200266661
alpha_rarefaction_100280_8.txt	100280	8	140.601669248	139.12290472	177.956400974	172.045066146	164.785567769	179.274693214	246.421882522	310.489265651	329.330030021	327.263873849	311.128056972	224.808874871	191.176281391	279.420863884	233.607669744	214.595567336	187.621391305	212.105012479	357.723972981	340.132637024	387.514710196	392.35024018	434.95632619	354.665273861
alpha_rarefaction_100280_9.txt	100280	9	141.037988928	138.73259564	175.165945207	167.99338828	162.933984313	182.829244761	245.925785461	312.29124547	331.195434943	328.848453222	309.033896689	223.398506959	192.093263061	280.243344752	234.880842827	219.054202058	186.580566742	208.181822287	356.777166035	344.49889915	389.70257652	387.928351877	433.277388521	347.985451819
alpha_rarefaction_120334_0.txt	120334	0	147.354293682	148.114119142	184.520506591	177.899874129	170.39277727	190.133861005	255.708999188	324.750359693	348.078596381	343.715887793	326.768826129	237.871901868	204.13073958	293.926371507	245.51932519	227.16239551	194.924972031	220.654974031	372.109238607	362.49347825	410.837320844	407.513318096	457.31194643	367.547212127
alpha_rarefaction_120334_1.txt	120334	1	144.918997732	145.042276574	185.006602494	180.289773584	168.982312457	192.518680239	255.057601359	325.849538504	348.613124714	347.769806921	323.685664447	240.372450578	205.463977433	296.96332265	241.231832479	227.394842544	196.991199883	219.411179204	373.15799698	363.337848775	410.428497092	410.015615967	452.271983252	368.242689591
alpha_rarefaction_120334_2.txt	120334	2	146.48593051	147.58812802	184.960293214	177.960819082	171.63632194	188.58516222	256.297195867	326.315848977	346.834941974	345.581542797	324.000363078	238.827912654	203.950142805	291.342878471	243.885542893	226.053725887	199.063166347	218.579995854	374.934702742	362.474127799	410.726286676	409.369461501	458.070723459	367.710279194
alpha_rarefaction_120334_3.txt	120334	3	146.085319362	147.197118772	186.210065225	179.87569063	172.621286012	190.139516888	258.189665052	326.71510891	347.810497456	347.372252793	324.003785197	239.093880169	202.345783936	292.908928617	244.853592141	228.320829763	201.178245093	220.683273894	375.426034024	363.257361502	409.548283459	409.513640478	456.932527366	366.329807666
alpha_rarefaction_120334_4.txt	120334	4	145.02599594	147.986407084	186.69084788	176.223232356	168.951097837	189.645319043	258.327335353	323.859459756	345.512993713	345.671264005	324.804028624	237.068453043	200.638782721	290.739450967	243.76344132	229.258774689	196.135870532	220.57724238	375.101500483	365.436520787	412.050960405	408.026751104	458.942457302	365.881242767
alpha_rarefaction_120334_5.txt	120334	5	149.993987852	149.481936959	186.315187884	178.624765334	170.151890866	190.862201675	258.08323955	323.760198769	346.792421421	347.362436406	325.025161812	237.316909981	202.128314111	292.839019201	246.270382743	228.462471041	197.668924462	217.959221224	372.338286501	361.237534856	412.201208588	410.550710712	453.624593898	367.000359235
alpha_rarefaction_120334_6.txt	120334	6	143.633826083	147.081222464	185.933019335	178.060542797	168.017078103	190.239011354	262.375237398	323.904695029	347.317220079	346.907087734	321.179653846	238.38862946	204.791034886	294.682515965	244.315760351	228.722842297	195.925774297	220.516048389	373.596361918	363.728349423	412.183544036	409.959349009	452.689058736	367.351323901
alpha_rarefaction_120334_7.txt	120334	7	146.474707395	148.018151263	186.209506629	180.71265593	170.351838286	189.610366112	260.069114748	325.048659373	346.523945456	343.105918801	325.428002786	237.056639052	202.538694867	293.131327752	245.024505613	227.565573108	194.425155022	216.794786572	376.356867208	360.368508792	409.734308425	407.946127875	457.714164919	367.301345784
alpha_rarefaction_120334_8.txt	120334	8	148.111904901	147.286062197	185.565110916	178.108864352	172.435703465	192.025103221	256.774254074	325.208884911	347.246972108	344.123476921	325.223646275	237.533469893	202.282463889	293.635878241	246.001881441	229.639591498	196.066516358	215.967635098	373.48213366	361.644707654	413.380046405	409.566055344	456.365839788	367.802610338
alpha_rarefaction_120334_9.txt	120334	9	145.922019945	148.356937645	184.5474193	178.382994934	168.053834984	189.172589516	258.090641522	327.035434405	344.902793572	346.346584446	323.326036242	238.694325776	203.967668019	293.770699321	244.066048099	230.763106187	199.749762294	216.475276392	373.122067266	363.777538074	407.684720514	410.133113081	456.652211847	364.063285291
alpha_rarefaction_140388_0.txt	140388	0	150.836295275	153.514084674	195.132896408	188.750406556	176.862016732	198.030215809	265.780087672	338.2624568	361.707531377	359.834726922	338.756486071	246.350823212	211.26133144	305.680360677	252.812001211	236.757833562	200.578310873	228.625717438	388.322173611	377.77302311	426.421812193	425.604030502	475.734291088	385.025290679
alpha_rarefaction_140388_1.txt	140388	1	151.164787309	155.295720547	192.847506829	185.901817266	175.251945366	199.357008459	268.374908787	333.272669327	360.274144897	357.365324496	336.546302416	248.369825489	213.282347578	304.100289808	253.767492168	237.062458842	203.995779593	226.575839889	388.745648886	378.550306873	425.258818862	425.677744946	473.554546982	380.861567024
alpha_rarefaction_140388_2.txt	140388	2	148.992237095	154.1260451	192.561775017	182.418908997	180.481239049	198.73706567	269.547074465	336.519680656	358.457601196	356.728176082	338.20261897	247.742497378	209.899939454	305.793823075	253.418584	237.271042089	202.007196749	227.92453184	389.468392566	376.258249407	426.947696294	423.102136283	472.816384388	381.6562369
alpha_rarefaction_140388_3.txt	140388	3	154.140258388	154.13869641	194.758712878	186.676719786	177.002649437	199.675535234	271.140363045	335.370394835	357.21134921	358.270135908	334.720270846	249.598672339	211.305608158	305.082974503	254.574965902	237.902119033	203.855439072	226.192163438	388.592972366	381.065538851	426.319235723	427.537278759	473.163318551	385.984300103
alpha_rarefaction_140388_4.txt	140388	4	151.499463085	150.625904655	194.422275492	186.956244576	177.977828342	199.184216778	265.378714072	333.657018668	359.09105771	361.479052305	336.509567215	248.931764019	212.043013552	303.683360017	252.115624335	237.331475773	201.746348309	227.264866721	387.351192231	378.598076915	426.242445998	426.863759858	472.382626566	383.319986407
alpha_rarefaction_140388_5.txt	140388	5	151.057805381	152.160120136	194.972282843	184.929868467	176.452357424	198.101499332	268.736214701	334.633633815	360.272734607	359.122424143	336.887107012	245.597124944	207.381822859	304.68078988	252.041785275	238.877388258	201.955825515	227.217624943	389.576839074	379.293496634	427.715261346	425.207429582	476.825883471	381.863636245
alpha_rarefaction_140388_6.txt	140388	6	150.023142071	153.543419392	193.040433527	187.436656231	175.469975574	196.879788849	265.596059409	336.643033181	363.133494676	359.004689123	338.065323426	248.116088708	209.487081432	300.315671231	255.566955691	237.65011926	203.287969423	228.291377443	389.416294803	376.930021066	426.254383431	423.492844788	475.277359983	381.856293233
alpha_rarefaction_140388_7.txt	140388	7	153.429949283	152.396165426	191.744735667	189.293825623	178.322717947	198.927429874	268.997119065	335.686970826	359.453276464	361.909719821	336.696052816	246.487721938	210.636444094	306.567463257	253.960901207	238.449425007	203.014964257	227.306452808	387.143981236	374.973497969	424.269280896	429.670048868	477.78039582	383.216494487
alpha_rarefaction_140388_8.txt	140388	8	152.861610333	152.464014497	191.839241303	186.714657732	179.285283471	199.677704181	270.443551235	336.573492775	359.663472385	357.42380755	336.912173144	247.82269458	209.546874305	302.320419106	253.186267725	235.932770669	202.942909592	227.467443485	386.904704228	378.677455742	427.443452526	424.460285265	471.990921248	382.225976595
alpha_rarefaction_140388_9.txt	140388	9	151.840183393	151.215907031	192.898300141	186.746493422	175.969845736	197.534393944	267.816249542	333.373923383	360.126747805	359.880181084	339.74237676	247.526677949	209.593213374	304.824733838	253.138217961	237.898200844	202.456907681	229.656139453	388.060667979	377.959049226	427.713768263	422.445281646	476.042635581	383.543238105
alpha_rarefaction_160442_0.txt	160442	0	158.224534506	159.653544805	198.187085845	193.892001645	181.980849063	203.157467148	276.284076325	345.426053427	369.229008445	370.105425259	346.224152516	255.686566701	217.547541595	312.770589947	258.692936064	n/a	210.809759998	236.375017336	401.211901499	389.530997651	441.331027792	441.131659078	487.790058173	397.35887211
